courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier
5876,Seattle,Bicycle,7,301,59,1773,4.48,17362.99,33,16,0.8,0,2,33.07,Standard
5694,Seattle,Car,6,332,25,30,4.24,9690.01,27,7,0.7895,6,2,33.05,Standard
6423,Austin,Car,12,520,29,1293,4.25,14174.11,21,1,0.5385,6,2,34.81,Standard
5806,Seattle,Car,6,563,53,1786,4.3,17510.26,21,13,0.7778,3,0,32.52,Gold
6840,Seattle,E-bike,2,324,43,172,4.49,12694.65,32,18,0.7857,2,1,,Gold
5726,Boston,Scooter,5,40,29,125,4.01,11188.97,29,5,0.8,5,2,33.7,Standard
5035,Seattle,Bicycle,8,284,45,1234,4.49,17405.66,22,14,0.85,1,2,27.24,Gold
7210,Boston,Bicycle,8,689,30,324,4.06,9830.54,34,7,0.8696,5,0,35.6,Standard
7068,Boston,Car,4,14,32,1141,4.16,13668.44,28,9,0.7917,2,2,35.92,Standard
6114,Chicago,Car,2,323,39,1450,4.05,18265.36,26,15,1.0,2,1,31.26,Gold
7442,Seattle,Car,2,191,28,606,3.93,11185.62,32,10,0.7241,2,4,34.8,Standard
6152,Chicago,Car,11,8,47,1279,4.83,16571.67,35,15,0.8333,2,0,31.47,Gold
7308,Boston,Car,3,660,24,746,4.75,14736.89,33,15,0.8929,4,2,33.92,Gold
5030,Denver,Car,3,511,49,1018,4.37,16433.61,30,14,0.9259,1,2,31.4,Gold
6397,Denver,Scooter,11,17,44,426,3.91,8163.99,27,2,0.6,3,3,,Standard
6279,Seattle,E-bike,1,85,61,41,4.23,6820.13,24,3,0.619,1,2,37.84,Standard
6682,Boston,E-bike,8,353,47,1759,4.36,19471.09,28,10,0.85,4,1,29.24,Gold
6409,Austin,Bicycle,3,142,36,1082,4.11,14510.87,27,10,0.8696,4,1,33.58,Standard
7177,Denver,Bicycle,9,565,52,106,4.88,16936.79,26,22,1.0,2,0,26.29,Gold
5725,Seattle,Bicycle,7,141,53,1416,4.41,14982.59,28,4,0.65,4,1,35.22,Standard
6100,Denver,Bicycle,6,83,19,366,4.06,12707.93,36,9,0.7586,2,4,33.37,Gold
7028,Boston,Car,8,698,18,1471,4.47,15945.25,29,12,0.8,2,2,33.09,Standard
5013,Boston,Scooter,8,79,50,477,3.65,7309.26,21,1,0.8,3,4,38.18,Standard
6167,Boston,Walking,6,535,45,1612,4.26,12776.66,16,2,0.7273,2,0,33.86,Standard
6519,Austin,Bicycle,5,481,57,37,3.83,7890.76,25,5,0.85,4,2,35.89,Standard
5920,Austin,Walking,2,254,20,171,4.32,8228.47,19,5,0.5625,3,1,32.6,Standard
6125,Seattle,E-bike,5,427,34,1634,4.51,20471.32,25,15,0.9565,1,0,30.1,Gold
6078,Chicago,Bicycle,9,130,29,1699,4.47,19049.83,38,25,0.9118,2,2,31.03,Gold
5442,Chicago,Car,10,522,39,739,4.68,16081.49,27,22,0.963,0,0,27.68,Gold
5214,Austin,Scooter,9,132,30,708,4.34,12176.23,28,5,0.6667,6,1,33.47,Standard
7456,Seattle,Car,8,133,24,408,4.16,12000.6,35,12,0.8276,4,4,32.69,Standard
6993,Boston,Scooter,12,542,26,650,4.65,11964.47,25,7,0.7895,5,1,33.83,Standard
6849,Austin,Scooter,12,470,33,1214,4.61,18170.36,24,12,0.8824,5,1,30.15,Gold
6221,Denver,Walking,2,26,39,1234,4.42,14708.7,24,11,0.8421,2,0,32.56,Standard
6001,Denver,E-bike,6,689,55,296,4.63,15766.22,20,16,1.0,0,0,29.02,Gold
5997,Denver,Bicycle,9,325,40,301,4.1,10671.17,37,16,0.7812,3,0,32.73,Standard
6960,Boston,Car,6,698,20,286,4.21,8959.34,29,6,0.7895,8,2,32.31,Standard
7080,Boston,Car,11,684,41,810,3.93,11186.58,34,3,0.5556,5,3,36.01,Standard
6631,Austin,Car,4,154,57,1165,4.14,12777.8,26,5,0.9048,3,2,30.66,Standard
6844,Seattle,Bicycle,10,375,23,1482,4.22,13493.93,29,8,0.7391,5,0,33.57,Standard
7001,Denver,Scooter,11,543,19,1153,4.41,12559.17,34,3,0.6364,6,2,36.3,Standard
7278,Austin,E-bike,12,28,57,708,4.56,16860.58,34,17,0.9032,1,3,29.93,Gold
5741,Boston,Car,2,469,25,584,3.86,6319.6,39,3,0.7778,6,3,39.32,Standard
7475,Austin,E-bike,12,429,36,1156,3.9,10417.96,22,1,0.6667,4,0,37.38,Standard
5346,Austin,Car,10,462,54,767,4.67,14250.36,28,13,0.913,3,1,29.97,Gold
5270,Boston,Car,8,48,59,1087,4.04,12982.12,35,5,0.7333,5,2,,Standard
6338,Austin,Car,6,599,43,457,4.27,10832.7,24,11,0.75,2,2,31.33,Standard
6335,Boston,Car,7,491,54,1450,3.76,13380.0,21,3,0.6875,4,1,37.5,Standard
6710,Chicago,Car,7,380,49,1635,3.78,13097.74,31,3,0.5238,6,3,33.53,Standard
5085,Denver,E-bike,5,107,40,1438,4.42,17906.53,27,14,0.8696,2,0,28.6,Gold
7181,Boston,E-bike,3,403,29,845,4.68,13665.45,29,13,0.875,3,3,32.44,Gold
6300,Denver,Bicycle,1,292,45,613,4.34,11698.27,32,7,0.75,7,1,33.03,Standard
6619,Denver,Bicycle,6,332,58,634,4.93,15507.33,25,19,0.9565,1,1,28.97,Gold
6520,Seattle,Scooter,6,257,32,344,4.44,13532.72,31,17,0.963,1,2,26.55,Gold
5924,Seattle,Car,10,381,18,1744,4.06,12522.23,28,6,0.7826,2,1,34.15,Standard
7250,Austin,Car,12,438,49,541,3.56,9519.68,25,5,0.619,4,3,38.08,Standard
6393,Austin,Bicycle,4,294,58,1042,4.05,11816.05,24,4,0.5294,4,2,36.61,Standard
6008,Austin,Car,5,413,25,1551,4.49,18788.05,22,6,0.7778,2,0,29.32,Gold
7179,Boston,E-bike,8,177,26,225,4.19,11416.27,24,8,0.7391,1,0,31.44,Standard
5217,Denver,Walking,5,352,29,613,4.18,9323.19,32,8,0.72,5,1,35.88,Standard
6894,Seattle,E-bike,10,551,62,1618,4.65,19064.54,30,12,0.875,5,1,31.82,Gold
7348,Denver,E-bike,8,505,48,236,4.03,8949.13,23,6,0.8333,4,2,34.58,Standard
5405,Boston,E-bike,2,339,27,393,3.84,8720.54,29,8,0.8182,6,3,34.71,Standard
5819,Denver,Car,3,653,30,1373,4.54,19255.48,30,18,0.8462,4,4,28.05,Gold
7483,Seattle,Scooter,3,342,47,893,3.82,10074.68,32,1,0.6364,7,6,34.8,Standard
6943,Seattle,Walking,1,200,51,303,4.14,8775.06,28,4,0.65,6,1,34.77,Standard
6562,Boston,E-bike,9,549,57,473,4.74,14799.98,25,16,0.96,0,0,29.83,Gold
7471,Seattle,Car,1,653,42,1274,4.6,15486.99,26,4,0.7727,1,1,30.24,Standard
5175,Seattle,E-bike,10,601,41,490,4.44,12612.87,35,7,0.7778,1,1,31.68,Standard
5986,Austin,Car,5,295,36,1012,5.0,16437.14,28,15,0.875,3,0,28.08,Gold
5130,Boston,Bicycle,5,113,52,1258,3.8,13324.32,34,4,0.8696,9,2,35.77,Standard
5972,Boston,E-bike,3,409,24,1646,4.21,15852.58,29,10,0.7407,1,0,34.23,Standard
6276,Denver,E-bike,12,650,55,788,4.69,16666.06,34,13,0.8667,1,1,29.44,Gold
5512,Austin,Bicycle,12,560,26,1759,5.0,21598.36,21,16,0.9412,2,0,25.88,Gold
6574,Chicago,Car,1,536,26,460,4.36,11207.01,34,14,0.6429,4,1,30.34,Standard
5577,Austin,E-bike,1,101,20,465,4.61,13221.8,31,18,0.8966,1,1,30.07,Gold
5872,Seattle,Bicycle,1,243,42,1673,4.43,15447.92,25,10,0.9048,3,1,35.61,Standard
5476,Boston,Bicycle,6,693,40,348,4.34,9488.93,31,7,0.6957,4,0,33.95,Standard
7157,Denver,Walking,11,541,20,942,4.56,15600.41,26,12,0.8421,7,1,32.68,Gold
5776,Denver,Car,6,334,34,528,4.87,17477.28,24,17,0.95,3,2,27.56,Gold
6322,Austin,E-bike,9,484,43,417,4.53,13613.51,32,14,0.8276,2,1,29.64,Gold
6748,Seattle,E-bike,2,542,61,1317,4.08,16531.85,33,12,0.68,6,4,33.4,Standard
5498,Boston,Bicycle,11,292,59,1526,3.93,15048.59,28,10,0.76,1,3,33.11,Standard
6101,Boston,Bicycle,9,649,38,1107,4.11,15426.55,31,8,0.8519,2,3,33.51,Standard
6234,Austin,Bicycle,10,189,41,760,3.92,12167.54,19,4,0.7333,1,2,35.6,Standard
5259,Austin,Car,4,278,29,547,4.72,13937.83,22,14,0.9,0,3,30.51,Gold
6932,Austin,Car,11,684,46,1018,4.5,13820.25,24,9,0.85,3,1,33.1,Standard
5843,Boston,Bicycle,2,247,44,567,3.5,6508.96,29,2,0.8421,6,2,,Standard
7016,Austin,Scooter,1,363,38,989,4.25,12949.74,28,9,0.6667,3,2,34.12,Standard
6712,Seattle,Scooter,4,198,35,371,3.93,7083.23,30,3,0.7,7,1,36.58,Standard
6551,Seattle,Scooter,4,349,60,956,4.47,14586.43,27,6,0.7391,4,3,31.45,Standard
5646,Seattle,Bicycle,6,291,60,735,4.47,15878.47,30,19,0.8519,0,1,26.9,Gold
6241,Austin,E-bike,10,276,31,360,4.01,9990.84,26,4,0.7083,2,2,37.57,Standard
6935,Chicago,Bicycle,7,548,30,270,4.11,11138.97,32,3,0.8333,6,2,31.66,Standard
5457,Austin,Scooter,6,587,50,1206,3.7,10397.91,36,2,0.6538,5,4,37.72,Standard
5901,Austin,E-bike,5,659,50,844,4.33,13606.67,35,6,0.871,1,3,32.77,Standard
5151,Seattle,E-bike,10,311,36,494,4.35,13705.73,27,11,0.8636,4,1,27.98,Gold
7342,Austin,Car,3,565,32,1543,5.0,21038.5,25,21,0.92,0,0,25.88,Gold
6538,Austin,Bicycle,12,190,45,728,4.14,12696.58,30,6,0.7619,7,2,34.65,Standard
6820,Denver,Car,3,309,53,1215,4.0,12604.66,24,4,0.7,1,1,38.46,Standard
7023,Denver,Car,10,503,61,731,4.08,10573.82,29,7,0.8261,3,1,,Standard
5466,Boston,Walking,11,106,18,1550,4.38,18707.15,30,12,0.8696,4,3,30.1,Gold
5530,Seattle,Walking,2,209,25,1313,3.73,11695.79,36,7,0.75,6,5,35.35,Standard
5251,Chicago,Scooter,11,343,48,894,4.94,17928.4,26,19,0.875,0,1,29.58,Gold
6027,Austin,Car,7,592,54,1658,4.05,13049.27,34,9,0.8077,5,1,36.75,Standard
7014,Austin,E-bike,10,610,20,1608,4.04,16619.18,30,6,0.64,2,1,35.61,Standard
5552,Seattle,Car,12,616,49,1789,4.03,15634.46,41,11,0.7714,6,2,34.25,Standard
7271,Austin,Bicycle,7,402,59,1378,4.06,12374.93,19,5,0.7059,2,1,35.08,Standard
6626,Seattle,Bicycle,3,191,60,1697,4.49,15080.82,25,4,0.7273,2,2,32.85,Standard
6367,Chicago,Scooter,3,394,37,473,4.7,12738.14,33,17,0.7931,4,3,30.82,Gold
6447,Chicago,Walking,10,246,40,1540,5.0,24389.76,33,24,0.9643,4,0,24.4,Gold
7359,Austin,Scooter,7,375,26,727,4.28,13661.63,28,12,0.84,2,1,36.05,Standard
5136,Seattle,Car,2,549,36,1145,4.02,11993.01,34,7,0.8333,4,1,33.07,Standard
5829,Chicago,Scooter,2,230,39,505,3.99,9071.63,33,3,0.75,4,6,35.45,Standard
5860,Chicago,Scooter,11,468,44,1606,4.17,14294.3,29,8,0.6957,3,3,32.88,Standard
5316,Seattle,Car,1,197,48,1399,4.09,14981.41,31,15,0.8,4,3,33.13,Standard
7393,Denver,E-bike,1,676,19,1016,4.44,12752.09,30,8,0.8182,5,1,32.36,Standard
7003,Denver,E-bike,12,386,44,713,4.46,13638.81,20,7,0.875,3,0,34.06,Standard
6838,Chicago,Car,5,334,56,1669,4.98,18201.9,28,14,0.8696,4,1,30.64,Gold
5566,Denver,Walking,9,439,26,683,4.47,10972.07,22,11,0.8421,2,4,34.14,Standard
6428,Denver,Scooter,8,205,62,194,3.78,7377.44,28,2,0.8235,5,0,33.94,Standard
6117,Austin,Walking,7,649,54,1230,4.7,17095.11,28,8,0.913,4,0,29.68,Gold
5604,Seattle,Bicycle,12,130,30,277,4.19,11587.46,17,5,0.6667,3,1,33.87,Standard
6172,Boston,Bicycle,12,145,61,768,4.09,10482.75,34,7,0.7241,4,2,35.71,Standard
6328,Boston,Car,11,168,56,638,4.93,16826.31,26,20,0.88,1,1,30.24,Gold
7135,Austin,Bicycle,12,262,34,1574,4.51,17202.07,25,11,0.9474,3,2,30.48,Gold
5925,Denver,E-bike,7,466,19,898,4.24,13939.64,26,3,0.8333,6,0,34.69,Standard
6410,Chicago,Car,1,532,25,1700,4.1,13334.35,33,1,0.6,7,3,38.44,Standard
6862,Boston,Scooter,11,511,35,1535,4.42,15925.82,22,4,0.8824,4,1,35.71,Standard
6007,Denver,E-bike,3,610,30,168,4.11,11489.18,25,5,0.85,4,2,36.38,Standard
7114,Austin,Bicycle,6,324,26,271,4.66,10419.83,26,8,0.7727,3,2,29.15,Gold
6706,Boston,Car,3,314,54,1638,5.0,18833.95,18,9,0.8,2,2,27.65,Gold
5592,Denver,E-bike,2,403,56,47,4.24,11674.18,30,11,0.72,2,0,31.18,Gold
5659,Seattle,Car,7,367,63,462,4.43,10515.93,23,7,0.7895,1,1,32.38,Standard
5932,Chicago,Scooter,8,173,32,1775,5.0,20187.83,27,15,1.0,2,1,29.05,Gold
5411,Boston,Scooter,11,640,22,600,4.12,9781.39,30,6,0.56,4,3,32.63,Standard
5288,Seattle,Scooter,3,585,21,1306,3.81,14303.68,34,5,0.7857,3,1,34.06,Standard
5363,Austin,Car,4,344,41,1504,5.0,22401.85,32,31,1.0,0,0,22.11,Gold
6303,Austin,Bicycle,11,181,46,1700,3.94,15599.81,33,4,0.7857,3,1,34.32,Standard
5642,Seattle,Bicycle,12,594,56,645,4.03,14182.42,29,21,0.8214,1,2,28.85,Gold
7413,Boston,Walking,1,512,63,680,4.4,12506.64,36,12,0.8571,4,5,,Standard
6077,Austin,E-bike,11,292,57,629,4.14,10410.64,16,1,0.6667,2,2,32.81,Standard
5601,Denver,E-bike,4,28,45,1645,3.69,10675.82,28,1,0.5556,6,0,38.54,Standard
7112,Seattle,Car,5,562,55,1762,4.99,20872.31,23,17,0.9545,1,1,29.72,Gold
5434,Boston,Bicycle,9,437,63,1350,3.88,11584.04,29,2,0.6154,1,3,37.77,Standard
7152,Denver,Car,8,250,30,679,4.57,12390.9,26,8,0.8947,7,3,33.39,Standard
5636,Denver,Car,12,342,25,507,4.58,13950.5,33,16,0.8214,2,1,33.12,Gold
5500,Chicago,E-bike,12,690,25,985,3.88,12769.26,26,11,0.8696,2,2,33.82,Standard
6006,Chicago,Bicycle,8,119,34,905,3.97,13036.83,31,4,0.7143,4,3,33.83,Standard
5750,Chicago,Car,9,208,22,1442,3.73,9592.59,26,2,0.4762,3,4,42.5,Standard
6429,Denver,Car,2,151,20,314,4.36,9603.31,29,12,0.9,4,3,32.19,Standard
6123,Chicago,Car,4,458,60,764,4.39,14175.18,25,11,0.8947,3,0,30.98,Gold
6681,Austin,Walking,12,146,29,1330,4.42,20725.85,31,23,0.9333,0,0,,Gold
5689,Austin,E-bike,8,567,49,1054,3.91,14328.91,14,4,0.8182,1,2,35.16,Standard
6512,Chicago,Scooter,9,268,62,1583,4.48,17475.12,26,11,0.88,0,3,31.5,Standard
6880,Austin,Bicycle,10,202,36,293,3.85,9744.31,20,4,0.875,3,2,32.27,Standard
5748,Chicago,E-bike,4,198,41,1062,3.68,11786.76,33,3,0.6818,8,3,35.86,Standard
6674,Boston,Bicycle,7,498,55,1720,3.98,14547.62,28,2,0.6818,5,4,35.98,Standard
5427,Denver,Car,12,478,23,1465,4.21,14940.54,27,2,0.6364,3,4,31.92,Standard
5254,Seattle,Car,7,14,60,1589,3.95,11997.48,25,0,0.625,5,2,37.45,Standard
6385,Denver,Scooter,8,415,27,1099,4.16,16456.71,38,13,0.9032,5,3,32.19,Standard
7302,Seattle,Car,12,689,51,1764,4.29,18811.84,28,13,0.76,2,3,31.41,Gold
5621,Chicago,Bicycle,9,293,45,1677,3.98,15860.87,24,4,0.8889,4,2,31.65,Standard
5623,Denver,Car,4,396,27,1597,4.34,17603.85,33,16,0.8,3,4,31.54,Standard
6204,Boston,E-bike,8,621,27,32,3.65,1882.09,27,2,0.8571,3,2,39.31,Standard
6851,Denver,Car,8,391,27,196,4.18,9143.82,31,8,0.6667,1,1,36.2,Standard
6805,Austin,Car,2,596,24,1586,5.0,24409.53,36,29,1.0,4,0,24.48,Gold
6835,Chicago,Car,8,235,42,1773,3.89,14523.29,32,1,0.6818,7,1,36.14,Standard
5930,Austin,E-bike,7,331,21,640,4.83,13412.77,20,5,0.6923,3,2,31.24,Gold
7232,Denver,Car,8,153,30,1706,4.52,17507.53,27,11,0.913,1,0,32.14,Gold
5655,Boston,E-bike,3,527,33,129,3.94,9861.99,23,6,0.6875,5,1,36.77,Standard
6454,Austin,Bicycle,8,694,48,361,4.71,11441.57,31,12,0.8462,3,4,30.9,Standard
5349,Chicago,Scooter,6,324,56,1520,4.17,15102.83,26,4,0.7222,6,1,37.71,Standard
7136,Seattle,Car,12,577,43,47,4.37,8589.98,35,4,0.7857,3,2,34.4,Standard
5620,Chicago,Car,12,482,24,1728,3.99,13954.3,27,5,0.7727,3,4,33.82,Standard
6733,Seattle,E-bike,10,125,53,461,3.94,8750.74,20,7,0.7333,3,2,,Standard
5836,Austin,Bicycle,2,509,32,1344,4.74,17479.49,26,16,0.9583,2,0,28.6,Gold
6174,Seattle,Scooter,10,5,50,564,4.09,11319.81,25,8,0.8421,4,4,32.61,Standard
6956,Chicago,E-bike,9,349,40,50,4.68,9043.7,24,8,0.9091,1,2,30.74,Standard
5677,Seattle,E-bike,11,558,55,114,4.44,8374.3,21,3,0.9412,2,1,30.84,Standard
7455,Chicago,Bicycle,7,564,62,1206,4.59,12798.49,24,9,0.8,1,1,33.53,Standard
5326,Seattle,Car,10,23,41,1139,4.69,16387.0,39,27,0.9697,5,1,29.38,Gold
5524,Chicago,Bicycle,3,294,37,1654,4.66,19540.95,35,22,0.9677,3,0,29.64,Gold
7333,Denver,Scooter,5,364,42,530,3.56,5809.01,24,0,0.5385,7,1,37.71,Standard
7465,Seattle,Car,8,475,37,372,3.42,5598.0,29,1,0.7647,6,3,40.81,Standard
5220,Boston,Scooter,2,174,40,128,3.97,7709.53,28,2,0.6364,3,1,35.02,Standard
7405,Seattle,E-bike,8,629,51,1075,4.91,18439.22,31,19,0.9286,3,3,30.49,Gold
6017,Chicago,Scooter,5,408,24,91,3.62,5819.61,24,0,0.6923,6,1,41.22,Standard
7246,Boston,Scooter,3,444,48,176,4.31,8914.96,30,7,0.84,3,2,34.25,Standard
5207,Austin,E-bike,1,524,52,427,3.67,5251.48,24,0,0.3846,2,5,40.31,Standard
6217,Austin,E-bike,5,52,29,169,4.52,11723.01,28,12,0.88,0,2,31.89,Gold
5696,Austin,Car,3,423,56,1138,4.06,12210.98,27,6,0.7619,4,4,36.48,Standard
5502,Boston,E-bike,9,152,55,1143,4.31,13731.55,32,11,0.8519,3,4,34.69,Standard
6907,Seattle,E-bike,9,173,43,1234,4.66,16862.96,23,14,0.9091,1,0,30.1,Gold
6739,Boston,Car,3,163,63,532,4.87,12543.54,24,3,0.8889,3,3,30.86,Standard
6046,Denver,E-bike,6,487,19,1726,4.34,14547.55,36,8,0.75,6,0,35.05,Standard
5940,Denver,E-bike,6,691,39,1596,4.73,16295.53,36,13,0.8,8,2,31.99,Gold
5965,Chicago,Scooter,1,557,22,795,4.72,15147.88,27,17,0.96,2,3,30.14,Gold
6207,Chicago,Scooter,2,555,55,415,4.91,15979.5,26,19,0.8846,0,2,30.88,Gold
6211,Denver,Bicycle,4,193,62,789,4.89,15158.71,28,16,0.84,3,2,28.03,Gold
7172,Seattle,E-bike,12,46,55,507,4.35,12424.24,33,10,0.9259,4,1,30.81,Gold
5477,Denver,E-bike,1,580,36,895,4.68,16326.6,24,14,0.9,1,1,33.51,Gold
7163,Chicago,Car,7,559,51,1651,4.24,17868.49,35,11,0.8462,6,4,32.63,Gold
5473,Austin,Car,8,420,33,721,4.61,12762.84,33,6,0.7778,2,1,33.37,Standard
5702,Chicago,Scooter,10,236,23,835,4.66,18125.65,33,25,0.9667,2,0,27.88,Gold
5333,Chicago,Bicycle,11,145,43,1198,4.25,14964.69,19,11,0.8824,1,0,29.5,Gold
7155,Denver,Scooter,3,694,46,908,4.16,9608.21,22,5,0.8,4,2,33.61,Standard
6747,Austin,Car,12,370,33,1634,4.53,17207.01,31,10,0.8696,6,2,32.62,Gold
6150,Chicago,Scooter,12,681,33,1415,4.23,13064.5,30,5,0.7778,3,4,,Standard
6928,Denver,Car,9,292,20,253,4.26,10422.17,22,5,1.0,3,1,35.4,Standard
6896,Chicago,Car,6,89,36,392,4.31,12750.17,34,9,0.72,5,2,30.54,Gold
6548,Seattle,Walking,3,191,21,1157,4.38,12745.14,30,11,0.8889,2,1,32.77,Standard
6611,Boston,Car,4,327,30,292,4.35,11764.49,26,9,0.9091,4,1,35.34,Standard
5505,Denver,Walking,11,167,55,239,4.07,10579.09,31,8,0.7391,5,1,33.03,Standard
7322,Seattle,Car,11,405,43,520,3.99,9051.47,33,3,0.7692,5,7,36.19,Standard
5358,Boston,E-bike,10,265,38,835,4.25,13966.39,24,6,0.9524,1,3,32.03,Standard
5036,Denver,Car,9,49,28,1714,4.14,12728.84,26,1,0.6667,5,2,33.94,Standard
7404,Seattle,E-bike,10,611,39,1557,4.57,17621.86,28,13,0.8148,1,0,31.44,Gold
6781,Chicago,E-bike,5,561,52,1536,4.17,15484.26,25,11,0.8095,3,1,32.37,Standard
7075,Boston,Bicycle,12,175,20,240,4.25,10303.89,25,4,0.7368,4,1,33.86,Standard
5514,Chicago,E-bike,4,408,32,835,4.14,13395.3,29,5,0.8696,6,4,,Standard
6093,Boston,E-bike,5,635,39,300,4.23,9423.62,31,8,0.5417,3,0,34.89,Standard
6990,Chicago,Walking,9,159,44,1422,4.6,16424.44,32,7,0.88,6,2,,Gold
5952,Boston,Car,12,419,20,1395,3.98,15761.06,28,4,0.9091,4,2,34.12,Standard
5844,Denver,E-bike,3,114,40,1062,4.84,19236.67,30,15,0.9583,5,2,29.29,Gold
6740,Denver,Scooter,2,419,49,1418,4.95,19421.49,21,17,1.0,0,2,23.39,Gold
6477,Chicago,Car,2,312,34,1615,4.71,20343.78,32,23,0.9655,1,0,26.09,Gold
5499,Austin,Bicycle,9,257,48,451,4.17,13794.14,32,18,0.9231,4,2,,Gold
6206,Boston,E-bike,6,592,33,45,3.95,9932.1,37,7,0.8276,2,1,33.81,Standard
5751,Denver,Scooter,3,76,57,323,4.49,14768.62,23,16,0.8,3,0,27.34,Gold
6374,Boston,Car,12,218,32,1724,3.94,13759.95,40,2,0.4583,7,1,38.4,Standard
5246,Boston,Bicycle,10,423,44,1314,4.71,15601.97,25,16,0.9565,1,1,28.75,Gold
6065,Denver,Car,4,133,61,446,3.74,8974.99,31,7,0.5417,4,2,36.43,Standard
6245,Austin,Walking,8,388,28,713,3.88,9947.84,23,3,0.6842,2,0,,Standard
5779,Austin,E-bike,11,416,21,946,4.7,17094.32,21,16,0.9,1,0,28.15,Gold
6138,Chicago,Car,3,423,30,619,4.79,14798.6,27,21,0.9259,0,1,30.83,Gold
6043,Chicago,E-bike,6,142,60,945,4.73,15572.48,44,21,0.8611,1,0,30.66,Gold
5185,Seattle,Car,9,141,31,399,4.27,12199.44,25,8,0.8571,3,2,31.72,Gold
5896,Denver,Walking,7,674,43,452,4.3,10933.64,25,7,0.6842,5,3,33.29,Standard
7312,Chicago,Car,6,522,42,1271,4.4,15920.26,18,4,0.8667,2,2,34.31,Standard
6435,Chicago,Scooter,11,54,20,1637,4.74,17680.9,30,15,0.7308,3,2,31.8,Gold
5936,Boston,Car,3,397,41,1307,4.11,12784.3,27,5,0.6667,4,3,33.26,Standard
5087,Austin,Car,11,40,31,533,4.23,14832.89,27,7,0.9167,2,4,31.07,Gold
6112,Denver,Scooter,6,563,28,165,4.89,11187.38,34,16,0.8966,2,2,29.48,Gold
6987,Denver,Walking,7,144,51,1135,3.83,9548.47,21,1,0.9167,6,1,37.62,Standard
6107,Chicago,Scooter,6,44,41,1445,4.0,15634.53,30,10,0.9231,3,3,,Standard
7027,Denver,E-bike,9,337,32,1619,4.15,14995.81,30,4,0.6957,4,3,33.71,Standard
5460,Chicago,Car,9,77,63,896,4.68,15698.05,31,11,0.84,4,1,31.04,Gold
5619,Denver,Scooter,8,114,46,1057,3.93,11734.79,33,3,0.8182,8,3,36.65,Standard
6576,Chicago,E-bike,6,468,45,1267,4.38,17521.48,22,14,0.8,1,0,30.51,Gold
7204,Austin,Bicycle,4,335,56,1544,4.42,15427.94,26,8,0.9,5,2,32.7,Standard
5784,Seattle,Scooter,5,160,47,251,4.0,8026.45,28,7,0.8,4,0,36.02,Standard
7423,Austin,Scooter,2,147,39,331,3.86,9777.76,33,4,0.68,7,5,34.58,Standard
5672,Boston,Scooter,3,118,26,99,4.63,12062.59,32,19,0.7857,2,2,27.83,Gold
5395,Seattle,Car,9,484,57,510,3.41,5240.52,26,0,0.5625,4,3,39.73,Standard
6396,Austin,Car,5,381,18,817,4.36,15451.87,40,17,0.8286,3,3,31.07,Gold
7214,Chicago,Bicycle,2,564,47,805,4.83,17765.44,30,28,1.0,1,2,28.79,Gold
5594,Austin,Car,3,552,39,1574,4.44,19125.87,21,10,0.8889,3,2,33.73,Gold
7045,Austin,Car,11,115,54,553,4.03,10506.94,27,6,0.7143,5,1,33.11,Standard
6267,Boston,Car,6,264,20,1369,4.36,14685.45,40,11,0.8667,5,2,35.83,Standard
5613,Boston,Scooter,8,174,37,1260,4.25,16213.17,22,10,0.9474,1,0,32.41,Standard
5767,Austin,Bicycle,12,191,35,1535,4.67,20156.91,34,27,0.871,2,0,28.46,Gold
7318,Austin,Scooter,3,339,19,1703,4.35,17928.05,23,6,0.7368,3,1,,Standard
5260,Chicago,Scooter,9,437,51,1768,3.93,15861.75,34,7,0.7143,5,0,,Standard
7225,Seattle,Car,1,292,29,1028,4.59,16035.56,33,11,1.0,1,2,32.13,Gold
6673,Boston,E-bike,6,273,35,1546,4.23,19273.55,34,22,0.9688,2,3,28.42,Gold
6295,Denver,Scooter,12,266,42,975,4.15,11730.57,34,2,0.6667,5,4,,Standard
5977,Seattle,E-bike,2,486,43,74,4.46,11663.97,28,15,0.8333,2,0,31.03,Gold
6999,Chicago,Bicycle,2,83,60,1405,3.66,10233.27,30,0,0.6667,4,3,39.98,Standard
5398,Chicago,E-bike,7,296,51,1600,4.36,16526.78,32,11,0.963,1,2,33.43,Standard
6106,Denver,Car,1,305,38,909,3.62,7750.42,28,3,0.8182,6,2,37.2,Standard
5760,Boston,Bicycle,7,322,44,1509,3.86,14213.75,26,7,0.6818,1,1,35.23,Standard
5300,Austin,Bicycle,10,519,49,1448,3.9,13559.91,32,8,0.5714,2,2,34.14,Standard
6141,Denver,Walking,12,616,47,463,4.47,10158.39,26,8,0.9091,3,2,34.03,Standard
5345,Boston,E-bike,10,545,43,1767,4.11,16488.1,17,6,0.6667,4,0,33.05,Gold
6575,Austin,Scooter,9,571,46,885,4.43,14284.35,35,10,0.9167,7,1,30.8,Gold
5792,Boston,Bicycle,10,272,57,1375,4.02,15134.49,24,6,0.9412,4,1,35.96,Standard
5195,Seattle,Walking,9,660,23,1538,4.16,16277.03,27,11,0.8421,2,2,32.79,Standard
