,courier_id,city,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,number_of_cancellations,number_of_complaints,avg_delivery_minutes,courier_tier,vehicle_type_Car,vehicle_type_Bicycle,vehicle_type_Walking,vehicle_type_E-bike,vehicle_type_Scooter
499,5168,2.0,3,234,47,538,3.97,0.2393,30,0,0.5769,2,4,41.0,0,0,1,0,0,0
500,7293,3.0,11,555,31,680,3.92,0.2737,32,3,0.6667,5,4,35.58,0,0,1,0,0,0
501,7129,3.0,5,696,29,187,4.14,0.2384,25,3,0.7083,1,3,32.62,0,0,0,0,1,0
502,5402,2.0,6,223,23,269,3.93,0.4021,28,6,0.7368,5,1,32.03,0,0,1,0,0,0
503,5269,1.0,1,355,50,1788,3.99,0.5724,33,7,0.6667,8,2,31.86,0,1,0,0,0,0
504,6984,3.0,2,378,33,642,4.4,0.4803,26,11,0.875,1,3,31.65,1,0,0,0,1,0
505,6476,3.0,10,592,26,1785,3.93,0.5603,26,6,0.7895,3,4,38.53,0,0,0,0,1,0
506,6948,3.0,5,330,30,485,4.44,0.5311,32,18,0.8387,0,1,30.03,1,0,0,0,1,0
507,7494,2.0,8,630,43,222,4.42,0.3011,31,8,0.75,3,4,33.14,0,0,0,1,0,0
508,5542,3.0,10,221,50,1748,4.37,0.6545,34,11,0.8333,2,5,34.56,0,0,1,0,0,0
509,5710,0.0,12,235,56,382,3.81,0.1811,28,1,0.5,4,4,38.86,0,0,0,0,0,1
510,5366,2.0,3,187,19,918,4.14,0.4254,27,5,0.8,2,0,33.46,0,1,0,0,0,0
511,6883,3.0,4,122,48,1406,4.79,0.6944,26,16,0.96,0,3,29.01,1,0,0,1,0,0
512,6325,3.0,1,576,22,112,4.26,0.4513,28,15,0.8462,0,1,32.97,1,1,0,0,0,0
513,5834,1.0,6,650,23,634,4.09,0.3672,27,2,0.7273,4,1,34.35,0,0,0,0,1,0
514,5518,4.0,6,571,41,958,4.01,0.4451,32,2,0.7059,11,1,36.62,0,0,0,0,1,0
515,6498,3.0,4,559,57,376,4.38,0.2875,27,4,0.6818,4,3,34.53,0,0,0,1,0,0
516,5671,0.0,8,549,18,1212,3.98,0.4480,41,7,0.8,6,2,34.3,0,1,0,0,0,0
517,6126,3.0,4,329,40,1640,4.07,0.5892,34,10,0.875,8,2,33.61,0,0,1,0,0,0
518,7301,1.0,12,554,31,1560,4.47,0.6239,27,10,0.9091,3,1,31.28,0,0,1,0,0,0
519,6190,2.0,1,532,23,639,4.52,0.5558,23,12,0.9091,1,1,28.97,1,1,0,0,0,0
520,5028,4.0,9,280,46,1637,4.43,0.7517,29,12,0.9167,4,2,30.28,1,1,0,0,0,0
521,7307,2.0,4,124,57,895,4.05,0.3986,24,3,0.8667,7,2,32.84,0,1,0,0,0,0
522,6084,4.0,6,345,62,796,5.0,0.7086,20,13,1.0,2,1,28.38,1,0,0,0,0,1
523,5093,4.0,12,5,40,387,3.84,0.2413,38,5,0.7143,8,3,37.89,0,1,0,0,0,0
524,5123,4.0,6,395,22,457,3.82,0.3113,31,1,0.6818,4,3,38.3,0,1,0,0,0,0
525,5320,3.0,5,548,38,392,4.61,0.5145,22,14,0.9524,1,3,31.88,1,0,1,0,0,0
526,5029,0.0,6,81,21,499,4.9,0.5832,26,18,1.0,2,1,30.71,1,1,0,0,0,0
527,5969,2.0,4,31,58,1006,4.23,0.5133,30,11,0.7692,2,4,32.11,0,0,0,0,1,0
528,5282,0.0,5,508,43,1368,4.61,0.6812,22,13,1.0,1,2,30.36,1,0,0,0,0,1
529,6864,3.0,4,678,28,1442,4.63,0.5460,19,4,0.9375,2,0,32.28,0,0,1,0,0,0
530,5489,3.0,12,40,60,1101,4.75,0.6568,31,20,0.8846,2,3,28.96,1,0,1,0,0,0
531,6950,1.0,12,625,25,1685,4.59,0.7372,24,9,0.8571,2,2,31.13,1,1,0,0,0,0
532,6094,1.0,3,450,51,1085,4.83,0.5829,38,20,0.8824,2,2,31.62,1,0,0,0,1,0
533,5375,0.0,7,634,42,783,4.79,0.6239,30,17,0.875,2,0,28.8,1,0,0,0,1,0
534,5344,3.0,1,377,25,1692,4.44,0.6020,20,5,0.7222,0,2,29.91,0,0,0,0,1,0
535,5815,3.0,1,418,44,1111,4.16,0.4432,23,5,0.75,3,0,32.84,0,1,0,0,0,0
536,7480,1.0,10,410,19,414,4.21,0.4367,30,13,0.75,5,1,31.62,1,0,0,0,1,0
537,6364,3.0,12,510,29,867,4.45,0.4817,22,5,0.8125,4,1,31.63,0,1,0,0,0,0
538,5042,4.0,3,242,52,1554,4.59,0.6619,20,8,0.8421,1,2,31.36,0,0,0,0,1,0
539,7467,2.0,2,361,36,41,4.29,0.4824,37,21,0.9355,5,0,30.89,1,1,0,0,0,0
540,5541,4.0,9,489,54,262,4.15,0.3281,29,4,0.7619,4,0,35.65,0,0,0,1,0,0
541,5141,4.0,5,341,51,847,3.9,0.3327,30,4,0.6667,3,4,36.11,0,0,0,0,0,1
542,6675,4.0,4,303,22,1161,4.04,0.5219,21,6,0.8,4,2,37.65,0,0,1,0,0,0
543,5641,0.0,2,526,40,1098,4.5,0.6027,32,20,0.9333,1,1,29.82,1,1,0,0,0,0
544,6119,2.0,8,230,18,966,3.73,0.4176,28,5,0.7368,6,1,36.77,0,1,0,0,0,0
545,6903,2.0,3,202,58,463,4.26,0.3695,28,10,0.9167,0,2,33.39,0,1,0,0,0,0
546,7428,3.0,6,415,21,306,4.59,0.5072,19,11,0.8333,0,1,32.84,1,1,0,0,0,0
547,5531,4.0,4,501,49,1482,4.76,0.6779,25,12,0.9091,1,3,29.17,1,1,0,0,0,0
548,5401,2.0,5,61,31,83,3.1,0.0196,22,0,0.7143,7,1,38.54,0,0,1,0,0,0
549,6764,2.0,7,483,25,934,4.17,0.5036,22,5,0.7895,3,3,32.84,0,1,0,0,0,0
550,5272,0.0,10,643,41,1725,4.88,0.7951,27,15,0.9615,1,0,28.9,1,0,0,0,1,0
551,7473,1.0,5,434,46,1028,4.13,0.4628,23,8,0.75,3,2,36.28,0,0,0,0,1,0
552,5172,1.0,11,473,21,692,4.3,0.4419,29,8,0.88,3,3,34.77,0,0,0,0,1,0
553,5791,0.0,11,285,58,638,4.33,0.3965,30,5,0.7826,5,0,33.48,0,1,0,0,0,0
554,6745,1.0,9,255,57,583,4.6,0.5201,37,14,0.8182,2,1,31.05,0,1,0,0,0,0
555,6194,2.0,4,404,43,859,4.0,0.3755,32,3,0.8519,4,2,36.0,0,0,0,0,1,0
556,5876,4.0,7,301,59,1773,4.48,0.6573,33,16,0.8,0,2,33.07,0,0,1,0,0,0
557,5694,4.0,6,332,25,30,4.24,0.3315,27,7,0.7895,6,2,33.05,0,1,0,0,0,0
558,6423,0.0,12,520,29,1293,4.25,0.5219,21,1,0.5385,6,2,34.81,0,1,0,0,0,0
559,5806,4.0,6,563,53,1786,4.3,0.6636,21,13,0.7778,3,0,32.52,1,1,0,0,0,0
560,6840,4.0,2,324,43,172,4.49,0.4591,32,18,0.7857,2,1,32.84,1,0,0,0,1,0
561,5726,1.0,5,40,29,125,4.01,0.3952,29,5,0.8,5,2,33.7,0,0,0,0,0,1
562,5035,4.0,8,284,45,1234,4.49,0.6591,22,14,0.85,1,2,27.24,1,0,1,0,0,0
563,7210,1.0,8,689,30,324,4.06,0.3375,34,7,0.8696,5,0,35.6,0,0,1,0,0,0
564,7068,1.0,4,14,32,1141,4.16,0.5004,28,9,0.7917,2,2,35.92,0,1,0,0,0,0
565,6114,2.0,2,323,39,1450,4.05,0.6956,26,15,1.0,2,1,31.26,1,1,0,0,0,0
566,7442,4.0,2,191,28,606,3.93,0.3950,32,10,0.7241,2,4,34.8,0,1,0,0,0,0
567,6152,2.0,11,8,47,1279,4.83,0.6237,35,15,0.8333,2,0,31.47,1,1,0,0,0,0
568,7308,1.0,3,660,24,746,4.75,0.5458,33,15,0.8929,4,2,33.92,1,1,0,0,0,0
569,5030,3.0,3,511,49,1018,4.37,0.6179,30,14,0.9259,1,2,31.4,1,1,0,0,0,0
570,6397,3.0,11,17,44,426,3.91,0.2667,27,2,0.6,3,3,32.84,0,0,0,0,0,1
571,6279,4.0,1,85,61,41,4.23,0.2097,24,3,0.619,1,2,37.84,0,0,0,0,1,0
572,6682,1.0,8,353,47,1759,4.36,0.7468,28,10,0.85,4,1,29.24,1,0,0,0,1,0
573,6409,0.0,3,142,36,1082,4.11,0.5362,27,10,0.8696,4,1,33.58,0,0,1,0,0,0
574,7177,3.0,9,565,52,106,4.88,0.6392,26,22,1.0,2,0,26.29,1,0,1,0,0,0
575,5725,4.0,7,141,53,1416,4.41,0.5562,28,4,0.65,4,1,35.22,0,0,1,0,0,0
576,6100,3.0,6,83,19,366,4.06,0.4597,36,9,0.7586,2,4,33.37,1,0,1,0,0,0
577,7028,1.0,8,698,18,1471,4.47,0.5971,29,12,0.8,2,2,33.09,0,1,0,0,0,0
578,5013,1.0,8,79,50,477,3.65,0.2304,21,1,0.8,3,4,38.18,0,0,0,0,0,1
579,6167,1.0,6,535,45,1612,4.26,0.4626,16,2,0.7273,2,0,33.86,0,0,0,1,0,0
580,6519,0.0,5,481,57,37,3.83,0.2551,25,5,0.85,4,2,35.89,0,0,1,0,0,0
581,5920,0.0,2,254,20,171,4.32,0.2695,19,5,0.5625,3,1,32.6,0,0,0,1,0,0
582,6125,4.0,5,427,34,1634,4.51,0.7893,25,15,0.9565,1,0,30.1,1,0,0,0,1,0
583,6078,2.0,9,130,29,1699,4.47,0.7289,38,25,0.9118,2,2,31.03,1,0,1,0,0,0
584,5442,2.0,10,522,39,739,4.68,0.6029,27,22,0.963,0,0,27.68,1,1,0,0,0,0
585,5214,0.0,9,132,30,708,4.34,0.4371,28,5,0.6667,6,1,33.47,0,0,0,0,0,1
586,7456,4.0,8,133,24,408,4.16,0.4296,35,12,0.8276,4,4,32.69,0,1,0,0,0,0
587,6993,1.0,12,542,26,650,4.65,0.4281,25,7,0.7895,5,1,33.83,0,0,0,0,0,1
588,6849,0.0,12,470,33,1214,4.61,0.6916,24,12,0.8824,5,1,30.15,1,0,0,0,0,1
589,6221,3.0,2,26,39,1234,4.42,0.5446,24,11,0.8421,2,0,32.56,0,0,0,1,0,0
590,6001,3.0,6,689,55,296,4.63,0.5895,20,16,1.0,0,0,29.02,1,0,0,0,1,0
591,5997,3.0,9,325,40,301,4.1,0.3732,37,16,0.7812,3,0,32.73,0,0,1,0,0,0
592,6960,1.0,6,698,20,286,4.21,0.3005,29,6,0.7895,8,2,32.31,0,1,0,0,0,0
593,7080,1.0,11,684,41,810,3.93,0.3951,34,3,0.5556,5,3,36.01,0,1,0,0,0,0
594,6631,0.0,4,154,57,1165,4.14,0.4626,26,5,0.9048,3,2,30.66,0,1,0,0,0,0
595,6844,4.0,10,375,23,1482,4.22,0.4930,29,8,0.7391,5,0,33.57,0,0,1,0,0,0
596,7001,3.0,11,543,19,1153,4.41,0.4533,34,3,0.6364,6,2,36.3,0,0,0,0,0,1
597,7278,0.0,12,28,57,708,4.56,0.6360,34,17,0.9032,1,3,29.93,1,0,0,0,1,0
598,5741,1.0,2,469,25,584,3.86,0.1884,39,3,0.7778,6,3,39.32,0,1,0,0,0,0
599,7475,0.0,12,429,36,1156,3.9,0.3624,22,1,0.6667,4,0,37.38,0,0,0,0,1,0
600,5346,0.0,10,462,54,767,4.67,0.5252,28,13,0.913,3,1,29.97,1,1,0,0,0,0
601,5270,1.0,8,48,59,1087,4.04,0.4713,35,5,0.7333,5,2,32.84,0,1,0,0,0,0
602,6338,0.0,6,599,43,457,4.27,0.3800,24,11,0.75,2,2,31.33,0,1,0,0,0,0
603,6335,1.0,7,491,54,1450,3.76,0.4882,21,3,0.6875,4,1,37.5,0,1,0,0,0,0
604,6710,2.0,7,380,49,1635,3.78,0.4762,31,3,0.5238,6,3,33.53,0,1,0,0,0,0
605,5085,3.0,5,107,40,1438,4.42,0.6804,27,14,0.8696,2,0,28.6,1,0,0,0,1,0
606,7181,1.0,3,403,29,845,4.68,0.5003,29,13,0.875,3,3,32.44,1,0,0,0,1,0
607,6300,3.0,1,292,45,613,4.34,0.4168,32,7,0.75,7,1,33.03,0,0,1,0,0,0
608,6619,3.0,6,332,58,634,4.93,0.5785,25,19,0.9565,1,1,28.97,1,0,1,0,0,0
609,6520,4.0,6,257,32,344,4.44,0.4947,31,17,0.963,1,2,26.55,1,0,0,0,0,1
610,5924,4.0,10,381,18,1744,4.06,0.4518,28,6,0.7826,2,1,34.15,0,1,0,0,0,0
611,7250,0.0,12,438,49,541,3.56,0.3243,25,5,0.619,4,3,38.08,0,1,0,0,0,0
612,6393,0.0,4,294,58,1042,4.05,0.4218,24,4,0.5294,4,2,36.61,0,0,1,0,0,0
613,6008,0.0,5,413,25,1551,4.49,0.7178,22,6,0.7778,2,0,29.32,1,1,0,0,0,0
614,7179,1.0,8,177,26,225,4.19,0.4048,24,8,0.7391,1,0,31.44,0,0,0,0,1,0
615,5217,3.0,5,352,29,613,4.18,0.3159,32,8,0.72,5,1,35.88,0,0,0,1,0,0
616,6894,4.0,10,551,62,1618,4.65,0.7296,30,12,0.875,5,1,31.82,1,0,0,0,1,0
617,7348,3.0,8,505,48,236,4.03,0.3001,23,6,0.8333,4,2,34.58,0,0,0,0,1,0
618,5405,1.0,2,339,27,393,3.84,0.2904,29,8,0.8182,6,3,34.71,0,0,0,0,1,0
619,5819,3.0,3,653,30,1373,4.54,0.7377,30,18,0.8462,4,4,28.05,1,1,0,0,0,0
620,7483,4.0,3,342,47,893,3.82,0.3479,32,1,0.6364,7,6,34.8,0,0,0,0,0,1
621,6943,4.0,1,200,51,303,4.14,0.2927,28,4,0.65,6,1,34.77,0,0,0,1,0,0
622,6562,1.0,9,549,57,473,4.74,0.5485,25,16,0.96,0,0,29.83,1,0,0,0,1,0
623,7471,4.0,1,653,42,1274,4.6,0.5777,26,4,0.7727,1,1,30.24,0,1,0,0,0,0
624,5175,4.0,10,601,41,490,4.44,0.4556,35,7,0.7778,1,1,31.68,0,0,0,0,1,0
625,5986,0.0,5,295,36,1012,5.0,0.6180,28,15,0.875,3,0,28.08,1,1,0,0,0,0
626,5130,1.0,5,113,52,1258,3.8,0.4858,34,4,0.8696,9,2,35.77,0,0,1,0,0,0
627,5972,1.0,3,409,24,1646,4.21,0.5932,29,10,0.7407,1,0,34.23,0,0,0,0,1,0
628,6276,3.0,12,650,55,788,4.69,0.6277,34,13,0.8667,1,1,29.44,1,0,0,0,1,0
629,5512,0.0,12,560,26,1759,5.0,0.8372,21,16,0.9412,2,0,25.88,1,0,1,0,0,0
630,6574,2.0,1,536,26,460,4.36,0.3959,34,14,0.6429,4,1,30.34,0,1,0,0,0,0
631,5577,0.0,1,101,20,465,4.61,0.4815,31,18,0.8966,1,1,30.07,1,0,0,0,1,0
632,5872,4.0,1,243,42,1673,4.43,0.5760,25,10,0.9048,3,1,35.61,0,0,1,0,0,0
633,5476,1.0,6,693,40,348,4.34,0.3230,31,7,0.6957,4,0,33.95,0,0,1,0,0,0
634,7157,3.0,11,541,20,942,4.56,0.5825,26,12,0.8421,7,1,32.68,1,0,0,1,0,0
635,5776,3.0,6,334,34,528,4.87,0.6622,24,17,0.95,3,2,27.56,1,1,0,0,0,0
636,6322,0.0,9,484,43,417,4.53,0.4981,32,14,0.8276,2,1,29.64,1,0,0,0,1,0
637,6748,4.0,2,542,61,1317,4.08,0.6220,33,12,0.68,6,4,33.4,0,0,0,0,1,0
638,5498,1.0,11,292,59,1526,3.93,0.5590,28,10,0.76,1,3,33.11,0,0,1,0,0,0
639,6101,1.0,9,649,38,1107,4.11,0.5751,31,8,0.8519,2,3,33.51,0,0,1,0,0,0
640,6234,0.0,10,189,41,760,3.92,0.4367,19,4,0.7333,1,2,35.6,0,0,1,0,0,0
641,5259,0.0,4,278,29,547,4.72,0.5119,22,14,0.9,0,3,30.51,1,1,0,0,0,0
642,6932,0.0,11,684,46,1018,4.5,0.5069,24,9,0.85,3,1,33.1,0,1,0,0,0,0
643,5843,1.0,2,247,44,567,3.5,0.1965,29,2,0.8421,6,2,32.84,0,0,1,0,0,0
644,7016,0.0,1,363,38,989,4.25,0.4699,28,9,0.6667,3,2,34.12,0,0,0,0,0,1
645,6712,4.0,4,198,35,371,3.93,0.2208,30,3,0.7,7,1,36.58,0,0,0,0,0,1
646,6551,4.0,4,349,60,956,4.47,0.5394,27,6,0.7391,4,3,31.45,0,0,0,0,0,1
647,5646,4.0,6,291,60,735,4.47,0.5943,30,19,0.8519,0,1,26.9,1,0,1,0,0,0
648,6241,0.0,10,276,31,360,4.01,0.3443,26,4,0.7083,2,2,37.57,0,0,0,0,1,0
649,6935,2.0,7,548,30,270,4.11,0.3930,32,3,0.8333,6,2,31.66,0,0,1,0,0,0
650,5457,0.0,6,587,50,1206,3.7,0.3616,36,2,0.6538,5,4,37.72,0,0,0,0,0,1
651,5901,0.0,5,659,50,844,4.33,0.4978,35,6,0.871,1,3,32.77,0,0,0,0,1,0
652,5151,4.0,10,311,36,494,4.35,0.5020,27,11,0.8636,4,1,27.98,1,0,0,0,1,0
653,7342,0.0,3,565,32,1543,5.0,0.8134,25,21,0.92,0,0,25.88,1,1,0,0,0,0
654,6538,0.0,12,190,45,728,4.14,0.4592,30,6,0.7619,7,2,34.65,0,0,1,0,0,0
655,6820,3.0,3,309,53,1215,4.0,0.4553,24,4,0.7,1,1,38.46,0,1,0,0,0,0
656,7023,3.0,10,503,61,731,4.08,0.3691,29,7,0.8261,3,1,32.84,0,1,0,0,0,0
657,5466,1.0,11,106,18,1550,4.38,0.7144,30,12,0.8696,4,3,30.1,1,0,0,1,0,0
658,5530,4.0,2,209,25,1313,3.73,0.4167,36,7,0.75,6,5,35.35,0,0,0,1,0,0
659,5251,2.0,11,343,48,894,4.94,0.6813,26,19,0.875,0,1,29.58,1,0,0,0,0,1
660,6027,0.0,7,592,54,1658,4.05,0.4742,34,9,0.8077,5,1,36.75,0,1,0,0,0,0
661,7014,0.0,10,610,20,1608,4.04,0.6257,30,6,0.64,2,1,35.61,0,0,0,0,1,0
662,5552,4.0,12,616,49,1789,4.03,0.5839,41,11,0.7714,6,2,34.25,0,1,0,0,0,0
663,7271,0.0,7,402,59,1378,4.06,0.4455,19,5,0.7059,2,1,35.08,0,0,1,0,0,0
664,6626,4.0,3,191,60,1697,4.49,0.5604,25,4,0.7273,2,2,32.85,0,0,1,0,0,0
665,6367,2.0,3,394,37,473,4.7,0.4609,33,17,0.7931,4,3,30.82,1,0,0,0,0,1
666,6447,2.0,10,246,40,1540,5.0,0.9557,33,24,0.9643,4,0,24.4,1,0,0,1,0,0
667,7359,0.0,7,375,26,727,4.28,0.5002,28,12,0.84,2,1,36.05,0,0,0,0,0,1
668,5136,4.0,2,549,36,1145,4.02,0.4293,34,7,0.8333,4,1,33.07,0,1,0,0,0,0
669,5829,2.0,2,230,39,505,3.99,0.3053,33,3,0.75,4,6,35.45,0,0,0,0,0,1
670,5860,2.0,11,468,44,1606,4.17,0.5270,29,8,0.6957,3,3,32.88,0,0,0,0,0,1
671,5316,4.0,1,197,48,1399,4.09,0.5562,31,15,0.8,4,3,33.13,0,1,0,0,0,0
672,7393,3.0,1,676,19,1016,4.44,0.4615,30,8,0.8182,5,1,32.36,0,0,0,0,1,0
673,7003,3.0,12,386,44,713,4.46,0.4992,20,7,0.875,3,0,34.06,0,0,0,0,1,0
674,6838,2.0,5,334,56,1669,4.98,0.6929,28,14,0.8696,4,1,30.64,1,1,0,0,0,0
675,5566,3.0,9,439,26,683,4.47,0.3860,22,11,0.8421,2,4,34.14,0,0,0,1,0,0
676,6428,3.0,8,205,62,194,3.78,0.2333,28,2,0.8235,5,0,33.94,0,0,0,0,0,1
677,6117,0.0,7,649,54,1230,4.7,0.6459,28,8,0.913,4,0,29.68,1,0,0,1,0,0
678,5604,4.0,12,130,30,277,4.19,0.4121,17,5,0.6667,3,1,33.87,0,0,1,0,0,0
679,6172,1.0,12,145,61,768,4.09,0.3652,34,7,0.7241,4,2,35.71,0,0,1,0,0,0
680,6328,1.0,11,168,56,638,4.93,0.6345,26,20,0.88,1,1,30.24,1,1,0,0,0,0
681,7135,0.0,12,262,34,1574,4.51,0.6505,25,11,0.9474,3,2,30.48,1,0,1,0,0,0
682,5925,3.0,7,466,19,898,4.24,0.5120,26,3,0.8333,6,0,34.69,0,0,0,0,1,0
683,6410,2.0,1,532,25,1700,4.1,0.4863,33,1,0.6,7,3,38.44,0,1,0,0,0,0
684,6862,1.0,11,511,35,1535,4.42,0.5963,22,4,0.8824,4,1,35.71,0,0,0,0,0,1
685,6007,3.0,3,610,30,168,4.11,0.4079,25,5,0.85,4,2,36.38,0,0,0,0,1,0
686,7114,0.0,6,324,26,271,4.66,0.3625,26,8,0.7727,3,2,29.15,1,0,1,0,0,0
687,6706,1.0,3,314,54,1638,5.0,0.7198,18,9,0.8,2,2,27.65,1,1,0,0,0,0
688,5592,3.0,2,403,56,47,4.24,0.4158,30,11,0.72,2,0,31.18,1,0,0,0,1,0
689,5659,4.0,7,367,63,462,4.43,0.3666,23,7,0.7895,1,1,32.38,0,1,0,0,0,0
690,5932,2.0,8,173,32,1775,5.0,0.7773,27,15,1.0,2,1,29.05,1,0,0,0,0,1
691,5411,1.0,11,640,22,600,4.12,0.3354,30,6,0.56,4,3,32.63,0,0,0,0,0,1
692,5288,4.0,3,585,21,1306,3.81,0.5274,34,5,0.7857,3,1,34.06,0,0,0,0,0,1
693,5363,0.0,4,344,41,1504,5.0,0.8713,32,31,1.0,0,0,22.11,1,1,0,0,0,0
694,6303,0.0,11,181,46,1700,3.94,0.5825,33,4,0.7857,3,1,34.32,0,0,1,0,0,0
695,5642,4.0,12,594,56,645,4.03,0.5223,29,21,0.8214,1,2,28.85,1,0,1,0,0,0
696,7413,1.0,1,512,63,680,4.4,0.4511,36,12,0.8571,4,5,32.84,0,0,0,1,0,0
697,6077,0.0,11,292,57,629,4.14,0.3621,16,1,0.6667,2,2,32.81,0,0,0,0,1,0
698,5601,3.0,4,28,45,1645,3.69,0.3734,28,1,0.5556,6,0,38.54,0,0,0,0,1,0
699,7112,4.0,5,562,55,1762,4.99,0.8063,23,17,0.9545,1,1,29.72,1,1,0,0,0,0
700,5434,1.0,9,437,63,1350,3.88,0.4119,29,2,0.6154,1,3,37.77,0,0,1,0,0,0
701,7152,3.0,8,250,30,679,4.57,0.4462,26,8,0.8947,7,3,33.39,0,1,0,0,0,0
702,5636,3.0,12,342,25,507,4.58,0.5124,33,16,0.8214,2,1,33.12,1,1,0,0,0,0
703,5500,2.0,12,690,25,985,3.88,0.4623,26,11,0.8696,2,2,33.82,0,0,0,0,1,0
704,6006,2.0,8,119,34,905,3.97,0.4736,31,4,0.7143,4,3,33.83,0,0,1,0,0,0
705,5750,2.0,9,208,22,1442,3.73,0.3274,26,2,0.4762,3,4,42.5,0,1,0,0,0,0
706,6429,3.0,2,151,20,314,4.36,0.3278,29,12,0.9,4,3,32.19,0,1,0,0,0,0
707,6123,2.0,4,458,60,764,4.39,0.5220,25,11,0.8947,3,0,30.98,1,1,0,0,0,0
708,6681,0.0,12,146,29,1330,4.42,0.8001,31,23,0.9333,0,0,32.84,1,0,0,1,0,0
709,5689,0.0,8,567,49,1054,3.91,0.5285,14,4,0.8182,1,2,35.16,0,0,0,0,1,0
710,6512,2.0,9,268,62,1583,4.48,0.6621,26,11,0.88,0,3,31.5,0,0,0,0,0,1
711,6880,0.0,10,202,36,293,3.85,0.3338,20,4,0.875,3,2,32.27,0,0,1,0,0,0
712,5748,2.0,4,198,41,1062,3.68,0.4206,33,3,0.6818,8,3,35.86,0,0,0,0,1,0
713,6674,1.0,7,498,55,1720,3.98,0.5378,28,2,0.6818,5,4,35.98,0,0,1,0,0,0
714,5427,3.0,12,478,23,1465,4.21,0.5545,27,2,0.6364,3,4,31.92,0,1,0,0,0,0
715,5254,4.0,7,14,60,1589,3.95,0.4295,25,0,0.625,5,2,37.45,0,1,0,0,0,0
716,6385,3.0,8,415,27,1099,4.16,0.6188,38,13,0.9032,5,3,32.19,0,0,0,0,0,1
717,7302,4.0,12,689,51,1764,4.29,0.7188,28,13,0.76,2,3,31.41,1,1,0,0,0,0
718,5621,2.0,9,293,45,1677,3.98,0.5935,24,4,0.8889,4,2,31.65,0,0,1,0,0,0
719,5623,3.0,4,396,27,1597,4.34,0.6675,33,16,0.8,3,4,31.54,0,1,0,0,0,0
720,6204,1.0,8,621,27,32,3.65,0.0000,27,2,0.8571,3,2,39.31,0,0,0,0,1,0
721,6851,3.0,8,391,27,196,4.18,0.3083,31,8,0.6667,1,1,36.2,0,1,0,0,0,0
722,6805,0.0,2,596,24,1586,5.0,0.9565,36,29,1.0,4,0,24.48,1,1,0,0,0,0
723,6835,2.0,8,235,42,1773,3.89,0.5367,32,1,0.6818,7,1,36.14,0,1,0,0,0,0
724,5930,0.0,7,331,21,640,4.83,0.4896,20,5,0.6923,3,2,31.24,1,0,0,0,1,0
725,7232,3.0,8,153,30,1706,4.52,0.6635,27,11,0.913,1,0,32.14,1,1,0,0,0,0
726,5655,1.0,3,527,33,129,3.94,0.3388,23,6,0.6875,5,1,36.77,0,0,0,0,1,0
727,6454,0.0,8,694,48,361,4.71,0.4059,31,12,0.8462,3,4,30.9,0,0,1,0,0,0
728,5349,2.0,6,324,56,1520,4.17,0.5614,26,4,0.7222,6,1,37.71,0,0,0,0,0,1
729,7136,4.0,12,577,43,47,4.37,0.2848,35,4,0.7857,3,2,34.4,0,1,0,0,0,0
730,5620,2.0,12,482,24,1728,3.99,0.5126,27,5,0.7727,3,4,33.82,0,1,0,0,0,0
731,6733,4.0,10,125,53,461,3.94,0.2916,20,7,0.7333,3,2,32.84,0,0,0,0,1,0
732,5836,0.0,2,509,32,1344,4.74,0.6623,26,16,0.9583,2,0,28.6,1,0,1,0,0,0
733,6174,4.0,10,5,50,564,4.09,0.4007,25,8,0.8421,4,4,32.61,0,0,0,0,0,1
734,6956,2.0,9,349,40,50,4.68,0.3041,24,8,0.9091,1,2,30.74,0,0,0,0,1,0
735,5677,4.0,11,558,55,114,4.44,0.2757,21,3,0.9412,2,1,30.84,0,0,0,0,1,0
736,7455,2.0,7,564,62,1206,4.59,0.4635,24,9,0.8,1,1,33.53,0,0,1,0,0,0
737,5326,4.0,10,23,41,1139,4.69,0.6159,39,27,0.9697,5,1,29.38,1,1,0,0,0,0
738,5524,2.0,3,294,37,1654,4.66,0.7498,35,22,0.9677,3,0,29.64,1,0,1,0,0,0
739,7333,3.0,5,364,42,530,3.56,0.1667,24,0,0.5385,7,1,37.71,0,0,0,0,0,1
740,7465,4.0,8,475,37,372,3.42,0.1578,29,1,0.7647,6,3,40.81,0,1,0,0,0,0
741,5220,1.0,2,174,40,128,3.97,0.2474,28,2,0.6364,3,1,35.02,0,0,0,0,0,1
742,7405,4.0,8,629,51,1075,4.91,0.7030,31,19,0.9286,3,3,30.49,1,0,0,0,1,0
743,6017,2.0,5,408,24,91,3.62,0.1672,24,0,0.6923,6,1,41.22,0,0,0,0,0,1
744,7246,1.0,3,444,48,176,4.31,0.2986,30,7,0.84,3,2,34.25,0,0,0,0,0,1
745,5207,0.0,1,524,52,427,3.67,0.1431,24,0,0.3846,2,5,40.31,0,0,0,0,1,0
746,6217,0.0,5,52,29,169,4.52,0.4178,28,12,0.88,0,2,31.89,1,0,0,0,1,0
747,5696,0.0,3,423,56,1138,4.06,0.4386,27,6,0.7619,4,4,36.48,0,1,0,0,0,0
748,5502,1.0,9,152,55,1143,4.31,0.5031,32,11,0.8519,3,4,34.69,0,0,0,0,1,0
749,6907,4.0,9,173,43,1234,4.66,0.6361,23,14,0.9091,1,0,30.1,1,0,0,0,1,0
