vehicle_id,vehicle_type,purchase_year,last_service_date
2595,E-bike,2017,18/06/2023
2596,Bicycle,2012,23/08/2022
2597,Car,2016,10/10/2023
2598,Scooter,2013,26/03/2024
2599,Walking,2023,01/12/2022
2600,Car,2015,20/05/2024
2601,Bicycle,2013,09/02/2024
2602,Walking,2017,23/05/2023
2603,Bicycle,2022,11/03/2023
2604,E-bike,2015,21/03/2023
2605,Bicycle,2015,13/08/2022
2606,E-bike,2018,17/07/2023
2607,Car,2021,01/03/2024
2608,Car,2016,20/01/2024
2609,Scooter,2016,22/12/2022
2610,Walking,2017,03/11/2022
2611,Bicycle,2018,18/12/2022
2612,Car,2012,07/01/2023
2613,E-bike,2023,04/08/2023
2614,Bicycle,2019,01/04/2024
2615,Car,2014,02/10/2022
2616,E-bike,2015,14/12/2022
2617,Scooter,2021,20/08/2022
2618,Bicycle,2019,11/01/2024
2619,Bicycle,2020,11/08/2023
2620,Walking,2015,04/03/2024
2621,Scooter,2016,19/05/2023
2622,E-bike,2018,24/02/2024
2623,Scooter,2012,10/10/2023
2624,Walking,2014,24/12/2022
2625,E-bike,2015,18/05/2023
2626,Bicycle,2015,12/07/2023
2627,Scooter,2023,04/03/2023
2628,Scooter,2022,21/12/2022
2629,E-bike,2021,04/04/2024
2630,Walking,2018,13/01/2023
2631,Scooter,2013,15/01/2023
2632,E-bike,2016,06/12/2023
2633,Car,2012,22/04/2024
2634,E-bike,2015,22/11/2023
2635,Bicycle,2013,25/09/2022
2636,Bicycle,2013,14/05/2023
2637,Bicycle,2012,26/10/2022
2638,Bicycle,2015,22/03/2023
2639,Bicycle,2016,24/08/2022
2640,Walking,2013,11/09/2022
2641,E-bike,2013,14/05/2024
2642,Car,2017,06/10/2023
2643,Bicycle,2014,28/01/2023
2644,Scooter,2012,21/09/2022
2645,Walking,2015,18/04/2024
2646,Scooter,2016,13/03/2024
2647,Scooter,2019,28/07/2022
2648,Scooter,2013,27/05/2024
2649,Car,2013,02/02/2024
2650,Car,2020,12/02/2023
2651,Scooter,2023,19/05/2023
2652,E-bike,2016,19/09/2022
2653,Car,2016,20/01/2024
2654,Car,2018,17/12/2022
2655,E-bike,2016,13/01/2023
2656,E-bike,2016,07/08/2022
2657,Car,2020,06/08/2023
2658,Car,2014,15/01/2024
2659,E-bike,2012,12/05/2023
2660,Scooter,2021,25/10/2022
2661,E-bike,2016,12/11/2022
2662,E-bike,2020,22/07/2022
2663,Bicycle,2023,09/12/2022
2664,Bicycle,2020,02/07/2023
2665,Scooter,2013,12/05/2023
2666,E-bike,2012,28/11/2022
2667,Car,2016,27/02/2023
2668,Bicycle,2020,08/10/2022
2669,Bicycle,2022,21/07/2023
2670,E-bike,2021,22/03/2023
2671,Scooter,2019,27/07/2023
2672,Scooter,2020,03/11/2023
2673,Scooter,2015,08/07/2022
2674,E-bike,2017,18/03/2023
2675,Car,2023,26/01/2023
2676,Car,2020,12/01/2024
2677,Scooter,2021,07/05/2023
2678,Walking,2021,04/05/2023
2679,Car,2017,27/01/2023
2680,Car,2021,21/05/2023
2681,E-bike,2023,21/05/2023
2682,E-bike,2020,07/08/2022
2683,Scooter,2021,27/03/2024
2684,E-bike,2019,15/02/2024
2685,E-bike,2015,08/08/2023
2686,Car,2022,12/10/2023
2687,Walking,2016,10/05/2023
2688,E-bike,2018,21/07/2023
2689,Car,2022,03/05/2023
2690,Car,2017,02/11/2022
2691,E-bike,2020,24/01/2023
2692,Car,2021,17/03/2024
2693,Car,2019,07/10/2023
2694,Walking,2022,02/01/2023
2695,E-bike,2017,14/04/2024
2696,Car,2020,03/07/2023
2697,Car,2021,24/09/2022
2698,Car,2019,24/01/2023
2699,Walking,2020,04/01/2024
2700,Bicycle,2019,13/07/2023
2701,Scooter,2021,24/03/2024
2702,Walking,2014,27/04/2023
2703,E-bike,2017,03/05/2023
2704,Bicycle,2012,31/03/2023
2705,Car,2022,20/03/2023
2706,Car,2023,26/09/2023
2707,Car,2020,15/11/2022
2708,E-bike,2013,27/03/2023
2709,Scooter,2012,17/02/2023
2710,E-bike,2017,11/10/2023
2711,E-bike,2016,24/11/2023
2712,Car,2012,08/01/2023
2713,Bicycle,2018,06/11/2022
2714,Car,2020,23/05/2024
2715,Scooter,2022,26/12/2023
2716,Scooter,2021,23/11/2023
2717,E-bike,2020,07/09/2022
2718,Car,2021,21/09/2022
2719,Car,2020,30/08/2022
2720,E-bike,2013,21/01/2024
2721,Bicycle,2021,20/10/2022
2722,Scooter,2021,25/06/2023
2723,E-bike,2017,31/05/2023
2724,Car,2019,11/03/2024
2725,Car,2020,10/05/2023
2726,Bicycle,2022,22/09/2023
2727,Walking,2021,11/01/2023
2728,E-bike,2020,09/09/2023
2729,Scooter,2012,08/12/2022
2730,E-bike,2023,10/11/2022
2731,Car,2022,26/04/2023
2732,Bicycle,2017,09/05/2024
2733,Car,2012,16/03/2024
2734,E-bike,2021,28/09/2022
2735,E-bike,2015,14/05/2023
2736,Car,2021,28/07/2023
2737,Scooter,2012,22/01/2024
2738,Car,2014,26/10/2022
2739,Car,2015,06/06/2023
2740,Car,2013,26/06/2023
2741,E-bike,2019,02/06/2023
2742,Car,2012,24/10/2022
2743,E-bike,2014,15/04/2024
2744,E-bike,2014,31/01/2024
2745,Car,2012,03/09/2022
2746,Bicycle,2017,20/01/2024
2747,Scooter,2013,05/08/2023
2748,Walking,2020,29/12/2023
2749,Scooter,2019,31/01/2023
2750,Car,2019,27/04/2024
2751,Car,2017,10/07/2022
2752,Walking,2014,27/10/2022
2753,Scooter,2012,01/07/2023
2754,Scooter,2019,15/12/2022
2755,Bicycle,2023,29/05/2023
2756,Car,2021,16/02/2024
2757,Car,2021,16/11/2023
2758,Car,2019,11/05/2024
2759,Car,2015,21/09/2023
2760,Car,2016,30/03/2024
2761,Car,2013,06/01/2023
2762,Scooter,2015,29/09/2022
2763,Walking,2015,07/02/2024
2764,Car,2021,11/08/2022
2765,E-bike,2023,19/02/2024
2766,E-bike,2015,03/03/2023
2767,Car,2016,19/04/2023
2768,E-bike,2018,07/08/2023
2769,Bicycle,2020,03/10/2023
2770,Walking,2019,07/12/2023
2771,Bicycle,2017,25/10/2023
2772,Bicycle,2012,08/01/2024
2773,Scooter,2012,23/11/2023
2774,E-bike,2022,26/03/2023
2775,Car,2017,24/10/2023
2776,Bicycle,2017,15/07/2023
2777,Bicycle,2020,25/04/2023
2778,Scooter,2018,23/09/2022
2779,E-bike,2015,02/03/2024
2780,Scooter,2021,15/03/2023
2781,Car,2022,11/08/2023
2782,E-bike,2022,05/05/2024
2783,Car,2017,17/04/2024
2784,E-bike,2014,30/09/2022
2785,Car,2015,08/08/2022
2786,E-bike,2019,25/03/2023
2787,Walking,2013,20/11/2023
2788,Scooter,2013,30/12/2022
2789,Car,2022,18/02/2023
2790,E-bike,2019,27/09/2022
2791,Scooter,2016,19/03/2023
2792,E-bike,2013,27/10/2023
2793,Bicycle,2016,18/01/2024
2794,Car,2012,27/10/2023
2795,Scooter,2014,08/07/2023
2796,E-bike,2017,10/08/2023
2797,Car,2021,22/03/2023
2798,Walking,2023,27/02/2024
2799,Car,2020,10/07/2023
2800,Scooter,2018,23/05/2023
2801,Car,2014,13/12/2023
2802,Walking,2021,02/10/2023
2803,Walking,2020,02/03/2023
2804,E-bike,2020,06/09/2022
2805,Scooter,2018,23/09/2023
2806,Scooter,2016,13/04/2023
2807,Car,2013,28/07/2022
2808,E-bike,2012,08/04/2024
2809,Bicycle,2020,18/12/2022
2810,Car,2020,15/07/2022
2811,E-bike,2019,06/03/2023
2812,Walking,2015,03/09/2022
2813,E-bike,2021,27/02/2024
2814,Bicycle,2020,10/12/2023
2815,Bicycle,2015,14/05/2023
2816,Scooter,2022,16/04/2024
2817,E-bike,2012,03/07/2023
2818,E-bike,2017,15/12/2023
2819,Car,2023,31/08/2023
2820,Bicycle,2015,24/11/2023
2821,E-bike,2022,20/05/2023
2822,Car,2022,02/01/2024
2823,Scooter,2022,06/01/2024
2824,E-bike,2019,04/04/2024
2825,Car,2019,05/07/2023
2826,Scooter,2014,27/05/2024
2827,Bicycle,2018,13/01/2024
2828,E-bike,2022,10/10/2022
2829,Bicycle,2021,17/07/2023
2830,Car,2012,11/01/2023
2831,E-bike,2014,07/06/2023
2832,Bicycle,2020,14/05/2024
2833,Car,2021,22/03/2023
2834,Bicycle,2022,07/01/2024
2835,Car,2023,23/03/2024
2836,Walking,2013,17/12/2023
2837,E-bike,2012,17/01/2024
2838,E-bike,2014,23/05/2023
2839,Car,2022,09/04/2024
2840,Car,2012,28/11/2023
2841,E-bike,2021,11/11/2022
2842,Car,2022,08/10/2023
2843,Scooter,2015,14/05/2024
2844,Scooter,2013,31/08/2022
2845,Car,2012,09/04/2023
2846,E-bike,2021,23/07/2022
2847,Walking,2021,02/03/2024
2848,Scooter,2012,18/07/2022
2849,Scooter,2021,22/03/2024
2850,Scooter,2020,29/08/2022
2851,Bicycle,2023,14/08/2023
2852,Scooter,2018,23/08/2022
2853,Scooter,2012,09/09/2023
2854,Bicycle,2014,08/02/2023
2855,Car,2021,21/12/2023
2856,Car,2017,08/10/2023
2857,Car,2016,08/09/2022
2858,E-bike,2014,20/08/2022
2859,Scooter,2016,07/07/2023
2860,Car,2013,28/01/2024
2861,Bicycle,2016,21/01/2024
2862,E-bike,2017,12/10/2023
2863,E-bike,2015,19/06/2023
2864,Bicycle,2017,24/04/2023
2865,Car,2016,24/01/2023
2866,Walking,2016,15/11/2022
2867,Car,2017,12/03/2023
2868,Walking,2023,09/11/2023
2869,Scooter,2021,17/03/2024
2870,Bicycle,2014,18/05/2023
2871,Scooter,2017,13/10/2022
2872,Car,2012,18/07/2022
2873,E-bike,2022,08/10/2023
2874,Car,2023,01/01/2023
2875,Car,2017,18/05/2024
2876,Car,2017,20/11/2022
2877,Scooter,2016,19/01/2024
2878,Car,2020,12/10/2022
2879,Bicycle,2014,28/05/2023
2880,Car,2015,16/05/2024
2881,E-bike,2020,25/07/2022
2882,Car,2018,08/03/2023
2883,Car,2017,06/03/2024
2884,Car,2020,28/02/2023
2885,E-bike,2013,13/07/2022
2886,E-bike,2012,05/07/2022
2887,Scooter,2021,21/07/2023
2888,Bicycle,2023,02/10/2023
2889,E-bike,2017,20/01/2024
2890,Car,2021,12/12/2022
2891,Bicycle,2013,29/05/2023
2892,Car,2021,06/12/2023
2893,Walking,2014,04/10/2023
2894,Scooter,2018,21/01/2023
2895,E-bike,2023,02/04/2024
2896,Bicycle,2022,21/10/2022
2897,Scooter,2013,01/08/2022
2898,Walking,2017,09/01/2024
2899,E-bike,2016,11/10/2023
2900,E-bike,2013,16/02/2024
2901,E-bike,2020,04/03/2023
2902,Car,2020,03/06/2023
2903,Scooter,2015,03/10/2022
2904,E-bike,2021,01/10/2022
2905,Car,2012,10/12/2022
2906,Car,2023,02/01/2024
2907,Bicycle,2013,15/08/2022
2908,Walking,2023,27/06/2023
2909,Car,2019,08/02/2024
2910,E-bike,2022,15/01/2023
2911,Walking,2012,07/06/2023
2912,Car,2014,07/11/2023
2913,E-bike,2015,03/02/2023
2914,Walking,2013,08/12/2022
2915,Car,2014,01/08/2023
2916,E-bike,2016,09/08/2022
2917,Scooter,2016,07/04/2024
2918,Car,2020,30/09/2022
2919,E-bike,2013,14/08/2023
2920,Car,2017,08/05/2023
2921,Car,2012,21/03/2023
2922,Scooter,2022,31/08/2022
2923,Bicycle,2015,18/08/2022
2924,Car,2015,28/05/2023
2925,Car,2017,17/02/2024
2926,Bicycle,2021,04/01/2024
2927,E-bike,2014,04/12/2022
2928,Bicycle,2019,06/02/2023
2929,Bicycle,2023,08/08/2023
2930,Car,2016,29/11/2022
2931,Car,2022,13/03/2023
2932,Scooter,2013,01/11/2022
2933,Scooter,2021,02/04/2023
2934,E-bike,2013,25/11/2023
2935,E-bike,2016,02/04/2023
2936,Bicycle,2018,09/07/2023
2937,Car,2014,28/10/2022
2938,E-bike,2019,11/10/2022
2939,Walking,2016,24/01/2024
2940,Bicycle,2018,05/05/2024
2941,E-bike,2019,01/04/2023
2942,Car,2013,28/01/2024
2943,Bicycle,2019,05/08/2022
2944,Scooter,2019,10/11/2022
2945,Bicycle,2018,25/12/2023
2946,Bicycle,2012,21/05/2024
2947,E-bike,2017,25/05/2024
2948,Car,2020,06/01/2023
2949,Car,2019,21/09/2023
2950,E-bike,2012,06/08/2023
2951,Car,2015,09/01/2023
2952,Car,2016,30/11/2022
2953,Bicycle,2022,15/10/2022
2954,Bicycle,2020,12/08/2023
2955,Walking,2017,02/03/2024
2956,E-bike,2018,28/03/2024
2957,Car,2019,11/02/2023
2958,Car,2015,18/01/2023
2959,Car,2021,24/06/2023
2960,Car,2023,08/04/2023
2961,Bicycle,2022,07/12/2023
2962,E-bike,2019,09/09/2022
2963,Bicycle,2015,07/10/2022
2964,E-bike,2016,28/10/2022
2965,Bicycle,2019,06/03/2024
2966,Scooter,2022,15/10/2023
2967,Scooter,2019,03/11/2023
2968,Walking,2020,31/01/2024
2969,Car,2022,04/07/2023
2970,Car,2012,30/11/2023
2971,Bicycle,2014,11/03/2024
2972,Car,2019,03/07/2022
2973,Bicycle,2022,28/12/2022
2974,E-bike,2012,08/12/2023
2975,Bicycle,2019,06/05/2023
2976,Walking,2018,18/11/2023
2977,E-bike,2019,14/07/2022
2978,Walking,2014,01/10/2022
2979,E-bike,2017,16/11/2022
2980,Walking,2013,23/12/2023
2981,Car,2018,12/04/2023
2982,Car,2016,29/11/2022
2983,E-bike,2015,05/09/2023
2984,Car,2012,21/11/2023
2985,E-bike,2017,21/02/2024
2986,E-bike,2023,25/04/2023
2987,Bicycle,2014,17/07/2023
2988,Car,2013,18/07/2022
2989,E-bike,2021,28/10/2022
2990,Car,2015,22/11/2022
2991,Walking,2018,24/04/2024
2992,Car,2021,07/01/2023
2993,Bicycle,2016,13/08/2022
2994,Scooter,2023,30/07/2022
2995,E-bike,2023,18/07/2023
2996,Bicycle,2018,05/07/2023
2997,Scooter,2017,23/03/2024
2998,E-bike,2019,05/09/2022
2999,Bicycle,2018,14/08/2022
3000,E-bike,2012,12/10/2022
3001,Car,2016,02/09/2022
3002,Car,2012,01/06/2023
3003,E-bike,2013,11/08/2022
3004,Bicycle,2017,18/09/2023
3005,Bicycle,2022,19/04/2024
3006,Bicycle,2015,24/07/2023
3007,Car,2022,11/02/2023
3008,Walking,2018,26/04/2024
3009,E-bike,2017,19/11/2022
3010,E-bike,2020,30/05/2023
3011,Walking,2015,26/09/2022
3012,Bicycle,2022,12/09/2022
3013,Bicycle,2013,05/07/2023
3014,Car,2012,27/05/2024
3015,E-bike,2021,21/04/2023
3016,Bicycle,2014,09/05/2023
3017,E-bike,2013,14/02/2024
3018,Car,2022,02/01/2024
3019,Walking,2020,15/01/2024
3020,Bicycle,2022,19/05/2023
3021,Bicycle,2012,14/06/2023
3022,Bicycle,2020,05/08/2022
3023,Scooter,2020,10/07/2022
3024,E-bike,2021,11/07/2022
3025,E-bike,2019,03/01/2023
3026,Scooter,2012,09/01/2023
3027,E-bike,2012,09/09/2023
3028,Bicycle,2016,24/02/2023
3029,Scooter,2013,30/08/2023
3030,Car,2013,13/06/2023
3031,Car,2016,15/10/2023
3032,Walking,2021,22/12/2022
3033,Car,2014,17/07/2022
3034,Bicycle,2019,25/03/2023
3035,Car,2017,14/01/2024
3036,E-bike,2015,25/02/2024
3037,Scooter,2017,04/08/2022
3038,E-bike,2023,06/01/2023
3039,Bicycle,2013,16/05/2024
3040,E-bike,2017,23/10/2022
3041,Car,2019,28/02/2024
3042,Car,2018,12/08/2022
3043,E-bike,2016,05/10/2023
3044,E-bike,2020,17/08/2023
3045,Walking,2015,01/12/2022
3046,E-bike,2013,09/04/2023
3047,E-bike,2021,08/06/2023
3048,E-bike,2016,24/08/2023
3049,E-bike,2017,05/12/2023
3050,Scooter,2018,18/04/2024
3051,Bicycle,2014,26/09/2022
3052,Walking,2013,07/01/2024
3053,Bicycle,2014,17/09/2022
3054,Bicycle,2018,16/04/2024
3055,E-bike,2014,18/04/2023
3056,Car,2022,23/01/2024
3057,E-bike,2023,20/09/2023
3058,Walking,2023,28/01/2024
3059,Car,2012,05/02/2023
3060,Scooter,2014,26/05/2024
3061,Scooter,2021,04/02/2024
3062,Car,2012,20/07/2023
3063,Car,2018,04/03/2024
3064,Car,2021,09/12/2023
3065,E-bike,2015,17/07/2023
3066,E-bike,2022,23/12/2022
3067,E-bike,2021,23/01/2023
3068,Scooter,2020,08/11/2023
3069,Bicycle,2013,26/05/2024
3070,E-bike,2014,02/09/2023
3071,Bicycle,2021,02/04/2024
3072,Car,2016,31/12/2023
3073,E-bike,2020,16/07/2022
3074,E-bike,2018,18/02/2024
3075,Bicycle,2019,05/10/2023
3076,E-bike,2021,12/08/2023
3077,Bicycle,2018,01/06/2023
3078,Scooter,2014,14/02/2023
3079,Scooter,2019,03/12/2023
3080,Scooter,2014,27/04/2023
3081,Walking,2022,10/07/2023
3082,E-bike,2015,09/12/2022
3083,E-bike,2018,05/03/2024
3084,E-bike,2020,13/08/2022
3085,Bicycle,2022,05/07/2022
3086,E-bike,2016,26/11/2022
3087,Car,2015,14/08/2023
3088,E-bike,2014,10/04/2024
3089,Car,2018,26/07/2023
3090,Bicycle,2019,03/01/2023
3091,Car,2012,15/06/2023
3092,Car,2012,24/10/2022
3093,Car,2014,25/02/2023
3094,Scooter,2023,21/11/2023
3095,Bicycle,2014,20/12/2022
3096,E-bike,2021,30/04/2023
3097,E-bike,2019,25/11/2023
3098,Bicycle,2022,04/06/2023
3099,Scooter,2022,24/09/2022
3100,Walking,2015,06/03/2023
3101,Car,2019,29/04/2023
3102,Car,2020,05/08/2023
3103,Bicycle,2012,21/11/2023
3104,E-bike,2014,12/08/2023
3105,Scooter,2016,14/08/2022
3106,E-bike,2021,03/10/2023
3107,Car,2018,30/03/2023
3108,Scooter,2015,02/02/2023
3109,Bicycle,2017,16/10/2023
3110,E-bike,2023,18/01/2023
3111,E-bike,2017,10/07/2022
3112,Bicycle,2017,02/12/2022
3113,Scooter,2023,10/01/2024
3114,Bicycle,2014,28/12/2023
3115,E-bike,2012,21/05/2024
3116,Car,2014,25/12/2022
3117,E-bike,2022,01/03/2024
3118,Scooter,2017,30/10/2023
3119,Bicycle,2020,10/05/2024
3120,E-bike,2020,10/05/2023
3121,Bicycle,2015,23/01/2024
3122,E-bike,2022,29/07/2022
3123,Car,2012,10/03/2023
3124,E-bike,2022,01/01/2023
3125,Scooter,2023,29/10/2023
3126,Bicycle,2012,23/01/2024
3127,Car,2014,29/07/2023
3128,Scooter,2019,17/04/2024
3129,E-bike,2015,12/01/2024
3130,Walking,2018,09/11/2023
3131,Car,2018,27/12/2022
3132,Scooter,2021,02/04/2023
3133,Car,2015,12/01/2024
3134,Car,2016,23/10/2022
3135,Car,2012,24/09/2022
3136,E-bike,2016,14/06/2023
3137,Bicycle,2023,15/01/2023
3138,Bicycle,2017,20/03/2024
3139,Scooter,2016,16/04/2024
3140,Bicycle,2023,15/03/2024
3141,E-bike,2021,24/05/2024
3142,E-bike,2017,19/07/2023
3143,Scooter,2022,09/04/2023
3144,E-bike,2012,15/12/2023
3145,Bicycle,2023,08/04/2024
3146,Car,2019,15/05/2024
3147,E-bike,2014,27/07/2022
3148,E-bike,2019,10/09/2022
3149,Bicycle,2020,14/01/2023
3150,Car,2021,22/07/2023
3151,Scooter,2017,16/05/2024
3152,Bicycle,2022,31/01/2023
3153,E-bike,2015,10/05/2023
3154,Scooter,2016,25/03/2024
3155,Scooter,2012,13/04/2024
3156,Walking,2023,17/03/2023
3157,Car,2016,24/01/2024
3158,E-bike,2015,14/06/2023
3159,Walking,2021,21/09/2022
3160,E-bike,2020,30/11/2023
3161,Bicycle,2023,30/10/2022
3162,Bicycle,2014,06/07/2022
3163,Car,2023,26/08/2023
3164,Scooter,2015,10/03/2023
3165,E-bike,2021,04/10/2023
3166,Bicycle,2013,12/11/2022
3167,Bicycle,2015,16/10/2022
3168,E-bike,2014,21/09/2023
3169,Car,2022,06/06/2023
3170,E-bike,2014,15/11/2023
3171,Bicycle,2016,22/08/2023
3172,Car,2016,08/04/2023
3173,Car,2015,22/12/2023
3174,Car,2022,25/08/2023
3175,Car,2015,14/08/2022
3176,Scooter,2023,27/09/2023
3177,Bicycle,2016,15/07/2023
3178,Bicycle,2022,08/04/2024
3179,Walking,2021,01/11/2023
3180,E-bike,2020,06/10/2022
3181,Scooter,2015,17/12/2023
3182,E-bike,2015,13/08/2023
3183,Car,2022,03/08/2022
3184,Bicycle,2019,17/01/2023
3185,Scooter,2017,29/04/2023
3186,Car,2015,29/03/2023
3187,Bicycle,2019,14/07/2023
3188,E-bike,2019,11/10/2023
3189,E-bike,2019,11/09/2022
3190,Car,2020,20/01/2024
3191,Scooter,2021,28/10/2022
3192,E-bike,2022,01/02/2023
3193,E-bike,2017,17/07/2023
3194,Bicycle,2017,13/05/2024
3195,Bicycle,2019,29/08/2022
3196,E-bike,2014,12/11/2022
3197,Scooter,2023,04/06/2023
3198,Bicycle,2012,18/12/2022
3199,Walking,2017,18/04/2023
3200,Bicycle,2019,02/12/2023
3201,E-bike,2017,27/02/2023
3202,Bicycle,2012,02/08/2022
3203,Bicycle,2012,24/11/2023
3204,E-bike,2022,01/08/2022
3205,E-bike,2014,10/04/2024
3206,Bicycle,2022,12/04/2023
3207,Scooter,2020,16/03/2023
3208,Bicycle,2015,18/09/2023
3209,E-bike,2019,12/08/2022
3210,Scooter,2017,15/03/2024
3211,E-bike,2018,11/07/2022
3212,E-bike,2016,20/07/2023
3213,Scooter,2020,01/02/2023
3214,E-bike,2018,06/05/2023
3215,Scooter,2012,16/10/2023
3216,Car,2016,12/01/2023
3217,Bicycle,2017,21/06/2023
3218,Car,2022,07/01/2024
3219,Bicycle,2018,07/05/2023
3220,E-bike,2013,12/07/2022
3221,Walking,2017,22/08/2022
3222,E-bike,2023,31/01/2024
3223,Car,2019,25/02/2024
3224,Scooter,2013,29/11/2022
3225,Walking,2015,19/02/2024
3226,Car,2015,22/05/2024
3227,Car,2012,08/02/2024
3228,E-bike,2015,28/06/2023
3229,Car,2019,27/10/2022
3230,Scooter,2019,22/12/2022
3231,Bicycle,2016,28/09/2022
3232,E-bike,2022,13/06/2023
3233,Bicycle,2012,16/10/2022
3234,E-bike,2022,20/05/2024
3235,Bicycle,2013,08/01/2024
3236,Car,2019,28/07/2022
3237,Scooter,2017,14/02/2024
3238,Car,2016,11/02/2023
3239,E-bike,2015,11/11/2023
3240,Walking,2015,20/03/2023
3241,Car,2021,01/04/2023
3242,Scooter,2016,23/10/2022
3243,Car,2013,30/03/2024
3244,Car,2022,23/11/2023
3245,Walking,2020,21/12/2023
3246,Car,2014,11/01/2024
3247,Scooter,2016,09/06/2023
3248,E-bike,2014,02/01/2023
3249,Car,2012,23/11/2023
3250,Bicycle,2020,25/03/2024
3251,E-bike,2018,19/02/2023
3252,Car,2016,21/11/2022
3253,Car,2015,12/12/2023
3254,Car,2012,18/08/2023
3255,Car,2015,11/09/2023
3256,Walking,2012,29/01/2024
3257,Bicycle,2019,24/11/2023
3258,Car,2022,06/05/2023
3259,Scooter,2023,10/02/2023
3260,Car,2013,29/06/2023
3261,Car,2016,13/07/2023
3262,Scooter,2012,13/09/2022
3263,Car,2020,23/02/2023
3264,E-bike,2016,21/01/2024
3265,Walking,2021,15/10/2023
3266,Bicycle,2021,21/02/2024
3267,Car,2018,25/04/2023
3268,Walking,2016,01/09/2023
3269,Car,2014,26/06/2023
3270,E-bike,2016,09/09/2023
3271,E-bike,2014,29/08/2022
3272,Bicycle,2015,28/05/2023
3273,Walking,2018,19/05/2023
3274,Bicycle,2017,27/01/2024
3275,Car,2019,12/03/2024
3276,E-bike,2012,14/08/2023
3277,Bicycle,2022,25/10/2022
3278,E-bike,2013,05/10/2022
3279,Car,2020,06/03/2024
3280,Bicycle,2020,06/02/2023
3281,E-bike,2012,19/02/2023
3282,Car,2020,17/01/2023
3283,Car,2015,18/04/2023
3284,Scooter,2021,14/03/2023
3285,Walking,2016,25/03/2023
3286,Car,2017,17/05/2024
3287,E-bike,2017,09/09/2022
3288,Bicycle,2021,02/08/2023
3289,Car,2016,16/04/2023
3290,Bicycle,2021,22/05/2024
3291,E-bike,2012,30/11/2022
3292,Bicycle,2020,21/01/2024
3293,E-bike,2020,04/09/2022
3294,Walking,2015,11/08/2022
3295,Scooter,2017,15/03/2024
3296,Car,2022,16/11/2023
3297,E-bike,2023,24/12/2023
3298,Scooter,2021,25/07/2022
3299,Bicycle,2015,23/11/2023
3300,E-bike,2015,24/08/2022
3301,Bicycle,2013,14/08/2023
3302,Walking,2014,29/09/2023
3303,E-bike,2016,19/03/2024
3304,Scooter,2016,29/05/2023
3305,E-bike,2022,13/07/2023
3306,E-bike,2014,24/07/2023
3307,Bicycle,2017,10/02/2023
3308,Scooter,2014,30/08/2023
3309,E-bike,2020,27/05/2024
3310,Scooter,2013,07/06/2023
3311,Walking,2020,08/09/2022
3312,Car,2013,06/03/2023
3313,Car,2016,11/11/2022
3314,E-bike,2020,31/07/2023
3315,Car,2018,11/10/2022
3316,Bicycle,2019,04/10/2022
3317,Bicycle,2020,15/01/2024
3318,Walking,2016,10/09/2022
3319,Bicycle,2014,18/03/2024
3320,Scooter,2020,08/12/2022
3321,Bicycle,2017,28/11/2023
3322,E-bike,2012,26/05/2023
3323,Bicycle,2020,12/02/2024
3324,Scooter,2019,02/02/2024
3325,E-bike,2017,27/12/2022
3326,Scooter,2017,16/03/2023
3327,Bicycle,2020,17/09/2023
3328,E-bike,2018,24/05/2023
3329,Car,2012,14/04/2024
3330,Scooter,2016,20/12/2023
3331,Car,2021,07/11/2023
3332,Car,2014,27/12/2022
3333,Walking,2023,17/09/2022
3334,Scooter,2020,26/05/2024
3335,Bicycle,2017,13/09/2023
3336,E-bike,2023,17/03/2024
3337,Bicycle,2019,18/01/2023
3338,Car,2016,10/08/2022
3339,Car,2019,23/08/2022
3340,Bicycle,2013,06/08/2023
3341,Scooter,2020,20/10/2022
3342,Car,2012,21/02/2024
3343,Bicycle,2022,03/11/2022
3344,Car,2013,07/02/2024
3345,Scooter,2015,20/05/2023
3346,E-bike,2017,03/12/2023
3347,Walking,2020,12/05/2024
3348,Scooter,2022,17/11/2022
3349,Car,2016,28/03/2023
3350,Scooter,2023,18/04/2024
3351,Car,2020,26/03/2023
3352,Car,2021,30/07/2023
3353,Car,2019,02/01/2024
3354,Car,2019,07/12/2022
3355,Car,2016,29/03/2023
3356,Car,2013,27/02/2023
3357,Car,2021,11/12/2022
3358,E-bike,2014,14/04/2024
3359,E-bike,2023,24/08/2023
3360,Bicycle,2022,31/05/2023
3361,E-bike,2023,21/03/2023
3362,Bicycle,2012,13/09/2023
3363,E-bike,2016,16/09/2022
3364,E-bike,2022,11/07/2023
3365,Car,2014,03/03/2023
3366,Scooter,2022,28/07/2022
3367,Car,2017,29/04/2023
3368,Car,2022,04/04/2024
3369,Walking,2022,06/10/2022
3370,E-bike,2016,19/04/2024
3371,Walking,2015,12/08/2023
3372,Car,2013,28/03/2023
3373,Bicycle,2012,23/11/2023
3374,Car,2020,13/01/2024
3375,Car,2016,29/01/2023
3376,E-bike,2018,10/11/2022
3377,Car,2018,04/07/2022
3378,Walking,2015,18/04/2023
3379,Scooter,2013,02/10/2023
3380,Car,2014,15/01/2024
3381,Scooter,2012,02/02/2023
3382,Car,2016,17/01/2024
3383,Car,2016,04/07/2022
3384,Car,2014,23/07/2023
3385,Bicycle,2014,05/08/2022
3386,Car,2022,28/01/2024
3387,Scooter,2018,18/09/2023
3388,E-bike,2019,27/12/2023
3389,E-bike,2019,22/01/2023
3390,Car,2016,25/09/2023
3391,E-bike,2023,11/12/2022
