courier_id,city,vehicle_type,vehicle_age_years,days_since_service,age,tenure_days,rating,total_earnings,number_of_orders,number_of_five_star_orders,on_time_rate,courier_tier
5657,Chicago,Car,6,41,24,847,3.92,12513.77,28,5,0.5,Standard
5658,Chicago,Bicycle,1,128,37,566,3.73,9855.27,30,6,0.8667,Standard
5659,Seattle,Car,7,367,63,462,4.43,10515.93,23,7,0.6522,Standard
5660,Boston,E-bike,9,565,36,1072,4.61,16123.97,21,9,0.7143,Gold
5661,Boston,E-bike,6,316,53,757,4.06,13362.81,23,11,0.6957,Standard
5662,Chicago,Car,9,373,56,448,4.41,13445.45,31,10,0.7097,Gold
5663,Austin,Scooter,10,276,28,124,3.87,6037.22,27,4,0.7778,Standard
5664,Denver,Scooter,7,78,52,896,4.66,13206.35,33,11,0.7879,Standard
5665,Chicago,E-bike,11,115,54,799,4.11,12601.83,24,5,0.6667,Standard
5666,Chicago,Car,1,626,42,1299,4.66,18030.44,27,11,0.8148,Gold
5667,Chicago,Bicycle,2,454,46,730,4.47,14609.62,27,11,0.6296,Gold
5668,Seattle,E-bike,12,652,63,1343,4.79,17534.52,34,22,0.8235,Gold
5669,Austin,E-bike,3,185,59,62,4.26,8000.55,20,2,0.35,Standard
5670,Boston,Car,6,228,58,1154,4.56,16482.02,33,10,0.7273,Gold
5671,Austin,Car,8,549,18,1212,3.98,12432.07,41,7,0.5854,Standard
5672,Boston,Scooter,3,118,26,99,4.63,12062.59,32,19,0.6875,Gold
5673,Denver,Scooter,1,143,39,956,4.1,12676.85,31,2,0.7097,Standard
5674,Austin,Car,11,392,22,545,3.87,8536.51,25,3,0.68,Standard
5675,Chicago,Car,8,494,44,500,4.08,12762.05,29,6,0.5862,Standard
5676,Boston,E-bike,5,453,20,1251,4.38,13117.15,34,11,0.7647,Standard
5677,Seattle,E-bike,11,558,55,114,4.44,8374.3,21,3,0.7619,Standard
5678,Boston,Scooter,1,193,32,1778,5.0,22663.11,24,17,0.8333,Gold
5679,Chicago,Car,7,682,60,510,4.37,10331.36,38,10,0.6579,Standard
5680,Denver,Car,3,619,23,1155,4.55,14022.11,28,6,0.7143,Standard
5681,Chicago,Walking,5,177,33,1478,4.02,14955.37,25,7,0.8,Standard
5682,Boston,Bicycle,9,3,61,534,4.06,9131.25,31,3,0.5806,Standard
5683,Chicago,Bicycle,11,93,25,761,4.21,14419.23,27,14,0.8519,Gold
5684,Boston,Walking,2,174,61,1206,3.96,14146.43,28,7,0.6786,Standard
5685,Seattle,Walking,11,161,41,1589,4.11,15844.34,30,8,0.5667,Standard
5686,Seattle,Walking,10,609,33,71,4.01,7459.01,28,2,0.4643,Standard
5687,Austin,Bicycle,5,240,61,1419,4.02,16567.54,33,8,0.5455,Standard
5688,Boston,E-bike,3,612,62,1201,4.74,20462.14,22,15,0.9545,Gold
5689,Austin,E-bike,8,567,49,1054,3.91,14328.91,14,4,0.6429,Standard
5690,Denver,Bicycle,11,174,42,988,4.15,12681.46,21,2,0.4762,Standard
5691,Boston,Bicycle,3,122,61,410,4.52,13278.38,25,10,0.72,Gold
5692,Boston,Car,7,650,27,813,4.62,16838.45,27,19,0.8519,Gold
5693,Chicago,E-bike,7,538,18,226,4.05,10496.48,40,11,0.65,Standard
5694,Seattle,Car,6,332,25,30,4.24,9690.01,27,7,0.5556,Standard
5695,Boston,Car,7,139,23,1388,4.27,13568.6,25,3,0.68,Standard
5696,Austin,Car,3,423,56,1138,4.06,12210.98,27,6,0.5926,Standard
5697,Austin,Car,1,93,63,374,3.97,11183.01,27,4,0.6296,Standard
5698,Chicago,Scooter,8,239,19,548,4.09,11027.54,31,6,0.6452,Standard
5699,Austin,E-bike,5,58,40,512,4.72,14810.16,36,18,0.7778,Gold
5700,Denver,Bicycle,4,6,29,1073,4.2,11897.9,32,4,0.625,Standard
5701,Chicago,Car,3,377,24,321,4.67,12779.26,35,16,0.8,Gold
5702,Chicago,Scooter,10,236,23,835,4.66,18125.65,33,25,0.8788,Gold
5703,Seattle,E-bike,2,247,31,1175,4.18,12204.65,28,9,0.7143,Standard
5704,Boston,Bicycle,1,171,51,1390,4.06,17219.73,29,4,0.7241,Standard
5705,Seattle,Car,5,194,20,887,4.12,12636.26,26,7,0.6154,Standard
5706,Chicago,Scooter,12,619,55,1653,4.66,19360.62,27,16,0.8519,Gold
5707,Seattle,Bicycle,5,666,41,47,4.11,8885.35,25,7,0.64,Standard
5708,Boston,Scooter,7,597,58,941,3.95,8954.85,30,5,0.4,Standard
5709,Austin,Bicycle,12,428,45,364,3.9,8662.17,25,1,0.56,Standard
5710,Austin,Scooter,12,235,56,382,3.81,6146.23,28,1,0.3571,Standard
5711,Seattle,Car,10,390,42,76,4.23,9337.39,29,7,0.5862,Standard
5712,Austin,Scooter,7,667,48,1244,4.45,15079.31,35,10,0.6286,Standard
5713,Austin,Scooter,6,231,54,1144,4.39,15579.15,30,10,0.7,Gold
5714,Boston,Car,8,133,58,1244,4.06,15084.68,26,4,0.5769,Standard
5715,Denver,Car,5,542,51,493,3.96,6085.02,22,2,0.7273,Standard
5716,Chicago,Scooter,6,497,42,1314,4.19,17423.14,40,18,0.675,Gold
5717,Denver,Bicycle,5,392,53,1505,4.49,17145.11,19,4,0.5789,Standard
5718,Austin,Car,8,208,51,1784,4.4,18766.47,32,8,0.8125,Standard
5719,Chicago,E-bike,2,600,26,1619,4.87,20408.58,31,21,0.871,Gold
5720,Boston,E-bike,3,629,47,52,4.64,10329.59,33,16,0.7576,Gold
5721,Boston,Bicycle,8,495,46,1770,4.55,19987.48,19,13,0.8947,Gold
5722,Boston,E-bike,11,18,63,194,4.84,15505.91,33,28,0.9697,Gold
5723,Austin,Bicycle,10,320,27,709,4.38,10162.97,28,2,0.6071,Standard
5724,Denver,Scooter,8,330,46,1261,4.26,14951.83,24,7,0.5417,Standard
5725,Seattle,Bicycle,7,141,53,1416,4.41,14982.59,28,4,0.4643,Standard
5726,Boston,Scooter,5,40,29,125,4.01,11188.97,29,5,0.5517,Standard
5727,Denver,Car,4,554,52,212,4.4,9947.45,30,10,0.7667,Standard
5728,Chicago,Car,5,540,23,167,4.36,12601.54,38,21,0.8421,Gold
5729,Boston,Car,12,594,28,1489,3.67,9708.03,29,0,0.4138,Standard
5730,Boston,Bicycle,4,666,51,1431,4.23,16052.59,23,10,0.7391,Gold
5731,Denver,Car,2,338,45,615,4.33,14967.7,34,16,0.6765,Gold
5732,Boston,E-bike,2,155,34,122,4.36,10470.08,30,12,0.5333,Standard
5733,Austin,Car,11,379,36,184,4.15,8430.19,29,5,0.6207,Standard
5734,Austin,Car,7,447,44,998,4.1,11728.92,26,5,0.4615,Standard
5735,Austin,E-bike,1,682,60,321,4.6,12654.77,26,10,0.6923,Standard
5736,Chicago,Bicycle,5,642,57,1165,4.36,15737.33,29,7,0.6552,Gold
5737,Seattle,Scooter,9,652,58,362,4.27,12258.95,34,16,0.7941,Gold
5738,Boston,Bicycle,4,234,27,1752,3.9,15470.0,33,2,0.5152,Standard
5739,Seattle,Car,8,165,40,636,4.35,15883.23,22,8,0.6818,Gold
5740,Seattle,E-bike,11,404,26,353,4.13,10536.67,30,7,0.4333,Standard
5741,Boston,Car,2,469,25,584,3.86,6319.6,39,3,0.5385,Standard
5742,Austin,Scooter,2,343,27,475,4.29,12035.83,28,11,0.6071,Standard
5743,Chicago,Scooter,9,18,44,799,4.09,12558.24,24,4,0.5833,Standard
5744,Chicago,E-bike,5,209,20,227,4.42,10325.35,33,11,0.7273,Standard
5745,Chicago,Bicycle,10,394,36,1018,4.35,13845.59,39,10,0.6923,Standard
5746,Seattle,Car,11,354,21,1274,4.9,21181.64,29,21,0.8966,Gold
5747,Denver,Bicycle,12,334,62,578,3.98,12282.55,27,5,0.3704,Standard
5748,Chicago,E-bike,4,198,41,1062,3.68,11786.76,33,3,0.4545,Standard
5749,Chicago,Bicycle,2,619,30,1609,4.59,16851.81,32,22,0.6875,Gold
5750,Chicago,Car,9,208,22,1442,3.73,9592.59,26,2,0.3846,Standard
5751,Denver,Scooter,3,76,57,323,4.49,14768.62,23,16,0.6957,Gold
5752,Austin,Walking,9,294,30,501,4.78,18340.76,33,25,0.8182,Gold
5753,Chicago,Car,5,108,23,1158,4.72,16789.0,25,13,0.84,Gold
5754,Austin,Bicycle,3,3,39,1438,4.25,17420.34,31,13,0.8387,Gold
5755,Boston,Scooter,7,425,32,1657,4.92,20234.1,31,20,0.871,Gold
5756,Denver,Car,4,625,55,1389,4.7,19328.15,24,14,0.7917,Gold
5757,Boston,E-bike,9,399,29,1787,5.0,19766.26,17,11,0.8235,Gold
5758,Boston,Car,11,460,50,1581,3.83,12345.09,30,2,0.5,Standard
5759,Boston,Car,12,322,24,286,3.57,7061.79,18,1,0.7222,Standard
5760,Boston,Bicycle,7,322,44,1509,3.86,14213.75,26,7,0.5769,Standard
5761,Denver,Scooter,4,609,50,306,3.77,9900.68,27,1,0.5185,Standard
5762,Denver,Bicycle,4,22,49,490,3.95,10549.41,38,6,0.5526,Standard
5763,Chicago,Bicycle,4,560,50,1038,4.22,12719.33,26,5,0.5385,Standard
5764,Denver,Car,2,94,38,548,4.42,13658.1,31,12,0.7419,Gold
5765,Chicago,E-bike,10,254,53,971,4.49,13255.11,17,8,0.7647,Standard
5766,Chicago,E-bike,3,398,38,1717,4.9,20538.03,27,20,1.0,Gold
5767,Austin,Bicycle,12,191,35,1535,4.67,20156.91,34,27,0.7941,Gold
5768,Chicago,E-bike,12,266,55,1631,4.77,17201.4,36,15,0.5833,Gold
5769,Seattle,Bicycle,11,7,52,537,4.47,10728.65,25,5,0.48,Standard
5770,Seattle,Walking,5,398,21,450,3.88,10292.77,33,5,0.5152,Standard
5771,Seattle,Car,4,146,51,782,4.51,15443.74,30,17,0.7,Gold
5772,Austin,Car,6,378,54,1404,4.26,17350.11,20,6,0.75,Gold
5773,Austin,Scooter,4,633,51,636,4.99,14362.95,27,16,0.8148,Gold
5774,Austin,E-bike,6,522,37,972,4.23,14337.9,30,12,0.6667,Standard
5775,Chicago,Car,12,583,24,1096,4.41,14708.43,30,9,0.8333,Standard
5776,Denver,Car,6,334,34,528,4.87,17477.28,24,17,0.7917,Gold
5777,Denver,Car,3,343,54,505,4.13,10946.12,38,10,0.6579,Standard
5778,Austin,E-bike,5,620,21,1084,5.0,18157.72,29,19,0.8276,Gold
5779,Austin,E-bike,11,416,21,946,4.7,17094.32,21,16,0.8571,Gold
5780,Denver,Car,6,652,33,649,4.18,7084.05,27,1,0.5185,Standard
5781,Boston,Car,3,616,22,213,3.69,6624.31,30,2,0.6,Standard
5782,Seattle,Walking,12,265,62,508,4.14,9914.24,28,3,0.5357,Standard
5783,Austin,E-bike,4,616,46,1533,4.68,20157.5,26,16,0.8077,Gold
5784,Seattle,Scooter,5,160,47,251,4.0,8026.45,28,7,0.5714,Standard
5785,Austin,Bicycle,10,370,63,1607,4.51,16394.91,30,11,0.6667,Standard
5786,Denver,Car,10,533,46,1033,4.63,11879.24,34,10,0.4412,Standard
5787,Chicago,Car,1,549,60,65,3.69,6972.54,30,2,0.4667,Standard
5788,Seattle,E-bike,4,512,36,1046,4.57,16869.75,39,17,0.7436,Gold
5789,Seattle,Bicycle,1,378,32,223,4.39,12497.77,21,12,0.7143,Gold
5790,Denver,E-bike,3,294,56,146,4.3,8817.36,30,8,0.6,Standard
5791,Austin,Car,11,285,58,638,4.33,11219.18,30,5,0.6,Standard
5792,Boston,Bicycle,10,272,57,1375,4.02,15134.49,24,6,0.6667,Standard
5793,Boston,Scooter,7,78,30,1741,5.0,22032.21,31,26,0.9032,Gold
5794,Chicago,E-bike,10,375,35,965,4.25,14931.36,32,11,0.6875,Standard
5795,Denver,E-bike,11,660,42,981,4.18,8529.21,23,3,0.5217,Standard
5796,Boston,Car,3,142,39,284,4.44,12995.43,36,14,0.6111,Gold
5797,Chicago,Bicycle,2,396,59,923,4.76,15799.49,28,14,0.7143,Gold
5798,Chicago,E-bike,8,234,58,1285,4.74,17980.28,22,9,0.5455,Gold
5799,Seattle,Walking,5,379,28,884,4.72,16922.79,26,13,0.8462,Gold
5800,Seattle,Bicycle,4,403,53,1498,4.13,16674.34,27,9,0.6296,Standard
5801,Seattle,Car,7,126,47,367,3.86,6553.59,24,0,0.25,Standard
5802,Boston,E-bike,8,190,21,900,4.57,13882.18,24,14,0.7917,Gold
5803,Denver,Bicycle,12,334,41,1024,4.14,12573.83,27,9,0.7407,Standard
5804,Austin,E-bike,6,65,42,1197,4.18,15752.45,20,6,0.7,Gold
5805,Chicago,Bicycle,1,189,20,322,3.97,8354.28,25,7,0.48,Standard
5806,Seattle,Car,6,563,53,1786,4.3,17510.26,21,13,0.6667,Gold
5807,Seattle,Car,10,617,59,371,4.53,9914.36,20,4,0.85,Standard
5808,Boston,Car,9,669,45,1122,4.43,10773.73,20,2,0.6,Standard
5809,Chicago,Car,12,684,23,454,4.49,11713.77,22,6,0.5909,Standard
5810,Seattle,E-bike,6,370,56,752,3.46,4029.76,29,2,0.2414,Standard
5811,Chicago,Scooter,2,142,23,1452,4.06,15203.0,21,4,0.5238,Standard
5812,Denver,Bicycle,8,658,29,852,4.58,12383.79,27,6,0.6296,Gold
5813,Chicago,Bicycle,8,315,45,1417,3.98,12407.18,24,3,0.4583,Standard
5814,Chicago,Car,11,210,57,1222,4.47,17175.59,35,12,0.7143,Gold
5815,Denver,Car,1,418,44,1111,4.16,12320.38,23,5,0.5217,Standard
5816,Denver,E-bike,5,637,23,310,4.37,11150.17,29,8,0.6552,Standard
5817,Boston,Car,4,141,59,282,4.43,10018.68,17,7,0.7059,Standard
5818,Austin,Scooter,8,266,43,867,3.99,11643.17,35,5,0.6286,Standard
5819,Denver,Car,3,653,30,1373,4.54,19255.48,30,18,0.7333,Gold
5820,Seattle,Scooter,1,230,34,234,4.38,7453.88,34,9,0.5882,Standard
5821,Boston,Car,6,451,37,483,3.86,10836.08,21,3,0.7619,Standard
5822,Boston,E-bike,6,568,23,1769,4.97,22318.58,24,18,0.9167,Gold
5823,Denver,Car,3,604,32,1285,3.88,9749.3,19,1,0.4737,Standard
5824,Denver,Car,12,101,42,1562,4.44,14581.56,24,4,0.3333,Standard
5825,Boston,E-bike,2,433,47,1679,3.98,14478.23,21,7,0.5714,Standard
5826,Austin,Car,1,139,55,48,3.89,8539.27,34,2,0.5,Standard
5827,Seattle,E-bike,12,367,30,572,4.2,14178.39,34,15,0.7941,Gold
5828,Chicago,Walking,4,155,18,959,4.55,14765.07,28,15,0.7857,Gold
5829,Chicago,Scooter,2,230,39,505,3.99,9071.63,33,3,0.5455,Standard
5830,Denver,Bicycle,3,320,51,987,4.55,14784.43,31,18,0.7097,Gold
5831,Chicago,Car,7,585,46,1799,4.43,19241.49,20,10,0.75,Gold
5832,Chicago,Car,1,559,32,147,4.37,10623.58,28,12,0.6786,Standard
5833,Denver,Car,3,160,32,928,4.42,12250.01,30,6,0.5,Standard
5834,Boston,E-bike,6,650,23,634,4.09,10531.12,27,2,0.5926,Standard
5835,Boston,E-bike,12,165,57,837,3.86,9244.2,24,2,0.625,Standard
5836,Austin,Bicycle,2,509,32,1344,4.74,17479.49,26,16,0.8846,Gold
5837,Denver,Car,8,136,41,388,4.3,13269.43,26,10,0.9231,Gold
5838,Chicago,E-bike,3,407,41,176,4.26,9450.93,39,13,0.6923,Standard
5839,Boston,Scooter,8,474,58,1211,3.48,10903.65,37,3,0.5135,Standard
5840,Seattle,Bicycle,2,367,49,255,3.6,7025.24,20,5,0.55,Standard
5841,Boston,Bicycle,4,602,31,1449,3.81,14049.33,19,4,0.6842,Standard
5842,Seattle,Scooter,11,67,22,383,4.52,15076.59,24,14,0.875,Gold
5843,Boston,Bicycle,2,247,44,567,3.5,6508.96,29,2,0.5517,Standard
5844,Denver,E-bike,3,114,40,1062,4.84,19236.67,30,15,0.7667,Gold
5845,Seattle,Bicycle,8,132,43,230,4.9,16710.9,29,22,0.9655,Gold
5846,Chicago,Bicycle,5,324,57,152,4.3,12879.99,40,23,0.775,Gold
5847,Seattle,Bicycle,12,58,42,1021,4.26,15231.51,31,7,0.6452,Standard
5848,Boston,Walking,12,124,23,306,4.01,8884.34,24,2,0.5,Standard
5849,Austin,Scooter,9,611,25,1276,4.57,17984.61,21,10,0.8095,Gold
5850,Boston,Car,4,579,48,68,4.69,10130.15,27,12,0.5185,Standard
5851,Chicago,Scooter,11,11,46,538,4.13,11944.69,35,4,0.7143,Standard
5852,Boston,E-bike,2,83,28,1759,4.43,20307.19,29,16,0.8276,Gold
5853,Boston,Car,1,212,36,1106,4.52,17376.57,31,17,0.8065,Gold
5854,Chicago,Car,2,586,46,1031,4.19,11117.7,25,1,0.72,Standard
5855,Denver,Bicycle,3,101,18,885,4.69,18075.39,32,22,0.875,Gold
5856,Chicago,Car,1,350,62,82,4.97,14552.5,38,29,0.9211,Gold
5857,Denver,Bicycle,5,353,30,781,4.83,17073.44,32,19,0.7812,Gold
5858,Denver,E-bike,8,118,39,314,3.84,9109.3,30,4,0.5,Standard
5859,Boston,E-bike,7,416,55,1271,4.78,16817.29,21,13,0.8571,Gold
5860,Chicago,Scooter,11,468,44,1606,4.17,14294.3,29,8,0.5517,Standard
5861,Chicago,Car,5,504,34,1007,4.6,18441.4,25,19,1.0,Gold
5862,Denver,Scooter,10,173,53,1429,4.27,11607.04,36,6,0.6111,Standard
5863,Denver,Scooter,12,63,62,1143,4.46,17644.5,31,18,0.7742,Gold
5864,Denver,Bicycle,8,529,52,1496,3.91,13372.9,24,2,0.625,Standard
5865,Austin,Walking,11,272,52,425,4.77,13766.58,29,17,0.7931,Gold
5866,Seattle,Walking,6,196,24,166,4.36,9886.01,25,9,0.64,Standard
5867,Denver,Car,9,557,58,1786,4.76,22926.42,29,22,0.8966,Gold
5868,Boston,Car,4,641,38,155,4.19,9303.79,15,3,0.6667,Standard
5869,Austin,Scooter,12,217,18,869,4.19,13979.88,30,10,0.7,Standard
5870,Austin,Car,1,520,26,1220,5.0,18478.12,35,29,0.9429,Gold
5871,Boston,Scooter,2,587,22,1082,3.75,10834.63,37,4,0.6216,Standard
5872,Seattle,Bicycle,1,243,42,1673,4.43,15447.92,25,10,0.76,Standard
5873,Austin,Bicycle,6,452,33,1205,5.0,17418.53,27,15,0.8889,Gold
5874,Seattle,Bicycle,9,370,25,750,4.31,13941.76,22,8,0.6818,Gold
5875,Boston,Car,2,51,54,501,4.13,11917.02,35,7,0.6,Standard
5876,Seattle,Bicycle,7,301,59,1773,4.48,17362.99,33,16,0.7273,Standard
5877,Seattle,Walking,11,194,33,850,3.89,9962.85,29,4,0.5172,Standard
5878,Chicago,E-bike,2,154,37,286,5.0,15941.28,35,25,0.8857,Gold
5879,Chicago,Bicycle,10,37,40,1059,4.11,13325.51,24,5,0.5417,Standard
5880,Boston,Scooter,12,684,39,1656,4.83,22205.34,29,19,0.7586,Gold
5881,Chicago,Car,3,437,46,1511,4.32,16233.2,23,10,0.6957,Standard
5882,Seattle,Walking,11,372,33,1748,5.0,25433.66,37,36,0.973,Gold
5883,Chicago,Scooter,4,211,55,1482,4.24,15066.6,26,5,0.5769,Standard
5884,Boston,E-bike,6,180,52,1395,3.95,15357.82,25,7,0.6,Standard
5885,Austin,E-bike,3,154,37,282,4.19,10910.92,29,8,0.6207,Standard
5886,Boston,Car,5,330,58,140,4.25,12075.22,22,14,0.8182,Gold
5887,Chicago,Scooter,7,154,21,155,3.88,8007.69,25,2,0.56,Standard
5888,Denver,E-bike,4,266,37,512,3.96,8729.57,27,4,0.4074,Standard
5889,Boston,Walking,8,274,21,1615,4.59,19352.86,24,18,0.7917,Gold
5890,Chicago,Bicycle,9,92,48,985,4.62,15726.33,23,10,0.7826,Gold
5891,Seattle,E-bike,7,82,44,153,5.0,14166.55,34,23,0.8529,Gold
5892,Seattle,Walking,4,20,19,660,3.82,12283.48,27,3,0.5556,Standard
5893,Chicago,Bicycle,2,595,45,616,4.65,13472.76,18,9,0.8889,Gold
5894,Boston,Bicycle,9,425,30,83,3.67,4302.05,25,0,0.36,Standard
5895,Chicago,Car,10,308,59,1792,4.5,20017.85,41,25,0.7805,Gold
5896,Denver,Walking,7,674,43,452,4.3,10933.64,25,7,0.52,Standard
5897,Boston,Car,5,590,63,721,4.52,14487.72,37,17,0.7568,Gold
5898,Austin,Scooter,3,39,23,1515,4.29,16322.03,24,10,0.6667,Standard
5899,Boston,Bicycle,4,388,49,1687,4.15,17092.31,30,11,0.6667,Standard
5900,Austin,E-bike,4,658,55,112,4.48,10920.04,29,9,0.5862,Standard
5901,Austin,E-bike,5,659,50,844,4.33,13606.67,35,6,0.7714,Standard
5902,Austin,Car,8,235,21,1515,4.84,20902.49,28,21,0.9643,Gold
5903,Seattle,Scooter,7,667,58,645,4.53,13134.41,29,15,0.8276,Gold
5904,Austin,Car,1,280,25,724,4.11,11589.65,29,7,0.6552,Standard
5905,Denver,E-bike,5,212,26,457,3.81,11525.75,30,3,0.4,Standard
5906,Austin,Car,8,661,21,332,4.36,10471.6,27,6,0.6296,Standard
5907,Chicago,Car,12,246,61,1212,4.21,13424.64,21,1,0.2857,Standard
5908,Denver,E-bike,4,109,58,585,3.65,9595.61,27,2,0.6667,Standard
5909,Austin,Bicycle,2,631,48,1735,4.03,17219.07,24,6,0.4583,Standard
5910,Seattle,E-bike,4,617,55,1669,4.13,16849.41,35,12,0.5143,Standard
5911,Boston,Car,1,255,26,1555,4.05,14236.54,45,7,0.5778,Standard
5912,Denver,E-bike,11,192,29,286,4.61,13776.61,25,15,0.84,Gold
5913,Denver,Car,10,142,21,728,3.85,12627.15,36,12,0.5556,Standard
5914,Austin,Bicycle,7,672,24,1708,5.0,21076.82,21,16,0.9048,Gold
5915,Boston,Bicycle,1,651,34,1275,4.22,15052.21,24,10,0.5833,Gold
5916,Denver,Bicycle,11,113,63,242,3.93,8207.25,32,7,0.7188,Standard
5917,Seattle,E-bike,11,218,38,1437,4.54,17598.14,30,15,0.8333,Gold
5918,Boston,E-bike,3,568,22,283,4.18,10514.77,26,5,0.5769,Standard
5919,Seattle,Bicycle,2,316,33,648,4.37,11842.16,42,14,0.6905,Standard
5920,Austin,Walking,2,254,20,171,4.32,8228.47,19,5,0.4737,Standard
5921,Denver,Car,6,659,31,911,4.83,12981.32,34,8,0.5294,Standard
5922,Seattle,E-bike,11,35,47,493,4.7,14670.89,20,9,0.7,Gold
5923,Seattle,Scooter,8,527,52,1116,4.02,15460.75,29,14,0.6897,Standard
5924,Seattle,Car,10,381,18,1744,4.06,12522.23,28,6,0.6429,Standard
5925,Denver,E-bike,7,466,19,898,4.24,13939.64,26,3,0.5769,Standard
5926,Boston,Walking,2,280,21,1437,4.72,18573.96,30,17,0.7667,Gold
5927,Chicago,Walking,3,589,41,410,4.15,12559.16,22,3,0.5455,Standard
5928,Chicago,Car,9,334,42,54,4.69,12010.15,23,11,0.7826,Gold
5929,Seattle,Scooter,10,401,58,1474,3.98,15842.76,27,11,0.6667,Standard
5930,Austin,E-bike,7,331,21,640,4.83,13412.77,20,5,0.45,Gold
5931,Austin,Walking,6,205,47,1451,4.87,18344.17,24,11,0.7083,Gold
5932,Chicago,Scooter,8,173,32,1775,5.0,20187.83,27,15,0.8519,Gold
5933,Chicago,E-bike,4,625,30,1630,4.29,16634.61,28,13,0.75,Gold
5934,Seattle,E-bike,10,610,53,1404,4.49,14769.78,28,9,0.8214,Standard
5935,Chicago,Bicycle,10,696,59,855,4.75,15981.67,20,11,0.7,Gold
5936,Boston,Car,3,397,41,1307,4.11,12784.3,27,5,0.4444,Standard
5937,Seattle,E-bike,8,317,60,393,4.81,11767.88,31,18,0.6774,Gold
5938,Denver,Car,12,582,37,1632,4.65,20978.91,33,22,0.8788,Gold
5939,Denver,E-bike,5,336,37,993,4.48,15890.1,27,8,0.7037,Gold
5940,Denver,E-bike,6,691,39,1596,4.73,16295.53,36,13,0.5556,Gold
5941,Chicago,Walking,6,505,63,475,4.23,11057.5,32,4,0.5625,Standard
5942,Seattle,Scooter,9,607,60,698,4.3,10174.03,28,2,0.5357,Standard
5943,Boston,E-bike,10,642,49,493,3.94,7726.13,23,2,0.6087,Standard
5944,Boston,Car,9,399,60,616,4.38,14886.32,29,5,0.6207,Gold
5945,Boston,Car,12,205,36,277,4.17,9733.68,20,3,0.75,Standard
5946,Seattle,Bicycle,12,436,49,770,4.15,12847.86,30,14,0.7333,Standard
5947,Denver,Car,5,114,51,576,5.0,17770.04,30,16,0.7667,Gold
5948,Austin,Car,9,16,57,1569,5.0,22330.0,29,27,0.8966,Gold
5949,Austin,Walking,3,152,37,328,3.71,7748.92,30,6,0.5333,Standard
5950,Chicago,Car,10,314,25,457,3.79,8877.01,36,2,0.5556,Standard
5951,Seattle,Bicycle,10,154,35,1769,4.82,20488.59,33,28,0.8788,Gold
5952,Boston,Car,12,419,20,1395,3.98,15761.06,28,4,0.7143,Standard
5953,Chicago,Walking,9,99,53,1069,3.8,9745.47,34,2,0.5882,Standard
5954,Chicago,Bicycle,7,126,40,1096,4.78,16551.16,36,14,0.7222,Gold
5955,Chicago,Walking,6,246,28,1586,4.33,18307.62,30,16,0.7333,Gold
5956,Austin,Car,4,334,61,134,3.98,9545.33,34,4,0.6471,Standard
5957,Chicago,E-bike,8,394,47,1057,4.11,14877.59,29,7,0.7241,Standard
5958,Chicago,Scooter,6,347,38,778,4.29,13629.15,28,9,0.7143,Standard
5959,Denver,Scooter,1,230,27,1545,4.23,14026.47,21,5,0.6667,Standard
5960,Austin,E-bike,7,185,45,489,4.48,12664.72,39,16,0.6154,Standard
5961,Boston,E-bike,3,642,37,889,4.32,13969.09,30,9,0.5333,Standard
5962,Boston,Car,3,375,52,675,3.44,8095.39,31,1,0.5806,Standard
5963,Seattle,Car,7,500,35,936,4.36,15277.4,25,21,0.76,Gold
5964,Boston,E-bike,6,88,37,1267,3.99,13555.46,31,7,0.6452,Standard
5965,Chicago,Scooter,1,557,22,795,4.72,15147.88,27,17,0.8889,Gold
5966,Denver,E-bike,8,664,48,1576,3.99,16593.79,19,4,0.5789,Standard
5967,Austin,Walking,4,454,19,1744,4.69,16374.46,30,15,0.6333,Standard
5968,Denver,Bicycle,2,84,28,629,3.75,10803.37,35,1,0.3714,Standard
5969,Chicago,E-bike,4,31,58,1006,4.23,13970.05,30,11,0.6667,Standard
5970,Seattle,Walking,2,276,59,667,4.24,13045.3,30,12,0.6,Standard
5971,Boston,E-bike,9,243,34,938,4.01,12705.23,30,11,0.6333,Standard
5972,Boston,E-bike,3,409,24,1646,4.21,15852.58,29,10,0.6897,Standard
5973,Denver,E-bike,2,136,38,434,4.07,11549.74,25,3,0.64,Standard
5974,Seattle,E-bike,4,59,27,954,4.64,16399.95,29,12,0.8276,Gold
5975,Chicago,Car,12,366,39,1498,4.56,16708.38,31,11,0.7097,Standard
5976,Seattle,Bicycle,12,193,61,623,4.35,12554.35,28,12,0.8214,Gold
5977,Seattle,E-bike,2,486,43,74,4.46,11663.97,28,15,0.7143,Gold
5978,Chicago,Bicycle,12,669,18,217,4.61,11354.48,22,10,0.6818,Gold
5979,Boston,Bicycle,1,142,63,737,4.71,14177.5,29,14,0.6552,Gold
5980,Denver,E-bike,3,156,57,1118,3.61,9800.48,24,2,0.5417,Standard
5981,Denver,Scooter,3,520,18,1711,4.3,14536.14,24,4,0.4167,Standard
5982,Austin,Bicycle,12,162,54,224,3.5100000000000002,6204.05,19,0,0.4737,Standard
5983,Chicago,Scooter,1,128,54,164,4.53,12542.35,27,15,0.8148,Gold
5984,Boston,Car,8,514,56,1067,4.3,13563.26,23,1,0.6522,Standard
5985,Austin,Car,5,535,38,111,4.35,12842.49,22,13,0.7727,Gold
5986,Austin,Car,5,295,36,1012,5.0,16437.14,28,15,0.75,Gold
