car_id,model,manufacture_year,last_inspection_date
1344,Hyundai Sonata,2009,2021-10-12
1345,Honda Accord,2011,2021-06-19
1346,Kia Optima,2014,2022-07-22
1347,Chevrolet Malibu,2005,2023-03-12
1348,Hyundai Sonata,2007,2022-06-08
1349,Chevrolet Malibu,2018,2021-01-03
1350,Hyundai Sonata,2011,2021-05-04
1351,Toyota Camry,2015,2021-05-10
1352,Ford Fusion,2015,2021-02-14
1353,Nissan Altima,2014,2022-05-14
1354,Kia Optima,2012,2022-06-29
1355,Honda Accord,2013,2021-01-03
1356,Nissan Altima,2019,2021-11-17
1357,Ford Fusion,2022,2022-07-21
1358,Toyota Camry,2009,2022-08-07
1359,Toyota Camry,2017,2021-02-15
1360,Ford Fusion,2022,2023-02-26
1361,Toyota Camry,2005,2023-02-18
1362,Toyota Camry,2019,2021-06-20
1363,Ford Fusion,2013,2023-04-13
1364,Honda Accord,2022,2022-11-12
1365,Nissan Altima,2015,2020-11-05
1366,Toyota Camry,2020,2022-03-28
1367,Ford Fusion,2007,2021-06-29
1368,Nissan Altima,2007,2022-02-01
1369,Kia Optima,2021,2023-01-23
1370,Hyundai Sonata,2014,2022-10-31
1371,Kia Optima,2015,2021-05-30
1372,Ford Fusion,2008,2023-01-19
1373,Nissan Altima,2009,2021-10-27
1374,Ford Fusion,2019,2022-06-06
1375,Kia Optima,2010,2022-05-17
1376,Kia Optima,2015,2020-12-09
1377,Kia Optima,2010,2021-10-17
1378,Chevrolet Malibu,2009,2021-10-08
1379,Nissan Altima,2007,2022-06-04
1380,Nissan Altima,2021,2022-05-07
1381,Kia Optima,2021,2021-08-06
1382,Honda Accord,2007,2023-03-11
1383,Ford Fusion,2011,2022-09-13
1384,Kia Optima,2015,2021-10-22
1385,Ford Fusion,2011,2021-10-01
1386,Honda Accord,2017,2023-01-22
1387,Nissan Altima,2009,2021-05-06
1388,Ford Fusion,2006,2021-12-13
1389,Kia Optima,2011,2022-09-13
1390,Kia Optima,2015,2021-06-07
1391,Ford Fusion,2008,2020-11-05
1392,Nissan Altima,2019,2022-03-30
1393,Kia Optima,2005,2022-08-03
1394,Chevrolet Malibu,2006,2022-07-19
1395,Honda Accord,2014,2021-10-29
1396,Hyundai Sonata,2014,2023-03-03
1397,Hyundai Sonata,2010,2022-02-04
1398,Hyundai Sonata,2009,2023-03-23
1399,Toyota Camry,2006,2023-03-11
1400,Ford Fusion,2016,2022-03-24
1401,Chevrolet Malibu,2011,2021-06-13
1402,Honda Accord,2007,2021-02-09
1403,Ford Fusion,2012,2023-01-26
1404,Ford Fusion,2021,2022-09-07
1405,Honda Accord,2009,2022-03-31
1406,Honda Accord,2021,2021-11-14
1407,Ford Fusion,2009,2020-11-08
1408,Kia Optima,2008,2021-08-07
1409,Toyota Camry,2009,2021-12-17
1410,Honda Accord,2010,2023-02-19
1411,Toyota Camry,2007,2023-02-01
1412,Nissan Altima,2015,2022-11-28
1413,Honda Accord,2011,2021-08-28
1414,Chevrolet Malibu,2017,2022-06-21
1415,Hyundai Sonata,2013,2022-09-10
1416,Chevrolet Malibu,2012,2021-08-20
1417,Hyundai Sonata,2013,2021-04-11
1418,Nissan Altima,2007,2022-03-16
1419,Kia Optima,2017,2021-02-11
1420,Nissan Altima,2006,2021-06-23
1421,Kia Optima,2017,2021-07-10
1422,Kia Optima,2022,2021-02-24
1423,Hyundai Sonata,2018,2022-10-31
1424,Hyundai Sonata,2013,2021-06-02
1425,Honda Accord,2010,2020-12-04
1426,Chevrolet Malibu,2020,2020-11-03
1427,Hyundai Sonata,2009,2021-11-11
1428,Kia Optima,2013,2021-06-05
1429,Honda Accord,2018,2021-02-05
1430,Chevrolet Malibu,2021,2021-03-09
1431,Nissan Altima,2021,2021-01-27
1432,Honda Accord,2006,2021-03-27
1433,Honda Accord,2021,2022-05-07
1434,Nissan Altima,2007,2021-06-27
1435,Ford Fusion,2015,2022-04-11
1436,Toyota Camry,2021,2021-04-24
1437,Ford Fusion,2016,2021-04-16
1438,Hyundai Sonata,2022,2020-12-25
1439,Ford Fusion,2011,2021-11-02
1440,Kia Optima,2010,2022-02-11
1441,Chevrolet Malibu,2010,2022-11-17
1442,Nissan Altima,2011,2021-09-18
1443,Kia Optima,2017,2021-11-21
1444,Nissan Altima,2013,2022-01-07
1445,Toyota Camry,2018,2021-08-14
1446,Toyota Camry,2012,2021-03-10
1447,Kia Optima,2010,2022-12-02
1448,Kia Optima,2008,2022-03-23
1449,Chevrolet Malibu,2014,2021-07-04
1450,Toyota Camry,2021,2021-04-08
1451,Ford Fusion,2020,2021-05-15
1452,Toyota Camry,2009,2021-04-26
1453,Toyota Camry,2013,2021-03-07
1454,Honda Accord,2017,2020-12-01
1455,Hyundai Sonata,2016,2021-10-15
1456,Toyota Camry,2006,2022-09-03
1457,Kia Optima,2015,2021-11-24
1458,Nissan Altima,2005,2021-07-16
1459,Honda Accord,2007,2023-01-14
1460,Nissan Altima,2016,2021-06-03
1461,Chevrolet Malibu,2006,2021-12-11
1462,Ford Fusion,2011,2020-12-24
1463,Toyota Camry,2015,2022-10-06
1464,Toyota Camry,2016,2021-01-19
1465,Chevrolet Malibu,2013,2022-03-08
1466,Toyota Camry,2006,2021-11-15
1467,Hyundai Sonata,2019,2021-08-29
1468,Ford Fusion,2022,2021-11-10
1469,Chevrolet Malibu,2020,2021-01-22
1470,Toyota Camry,2018,2022-11-15
1471,Kia Optima,2012,2021-06-27
1472,Hyundai Sonata,2020,2020-11-19
1473,Nissan Altima,2013,2022-09-29
1474,Honda Accord,2007,2022-08-28
1475,Kia Optima,2020,2022-02-11
1476,Ford Fusion,2010,2021-07-02
1477,Nissan Altima,2021,2020-12-03
1478,Ford Fusion,2011,2021-04-29
1479,Honda Accord,2020,2021-05-01
1480,Ford Fusion,2014,2022-03-14
1481,Honda Accord,2013,2021-09-11
1482,Toyota Camry,2010,2022-10-07
1483,Ford Fusion,2020,2022-02-22
1484,Toyota Camry,2006,2022-10-27
1485,Ford Fusion,2013,2023-03-21
1486,Kia Optima,2011,2021-03-06
1487,Honda Accord,2014,2021-04-21
1488,Toyota Camry,2009,2022-01-10
1489,Toyota Camry,2016,2023-04-01
1490,Nissan Altima,2011,2023-01-23
1491,Honda Accord,2008,2023-01-04
1492,Nissan Altima,2008,2021-07-09
1493,Toyota Camry,2017,2022-10-14
1494,Ford Fusion,2009,2022-09-02
1495,Ford Fusion,2010,2021-03-01
1496,Nissan Altima,2016,2021-02-16
1497,Nissan Altima,2010,2021-05-29
1498,Chevrolet Malibu,2011,2022-07-10
1499,Nissan Altima,2009,2021-11-09
1500,Chevrolet Malibu,2011,2022-10-16
1501,Nissan Altima,2017,2021-03-04
1502,Honda Accord,2014,2023-01-28
1503,Honda Accord,2022,2021-06-14
1504,Ford Fusion,2018,2022-01-10
1505,Hyundai Sonata,2005,2021-06-03
1506,Honda Accord,2011,2022-03-05
1507,Kia Optima,2010,2022-11-23
1508,Nissan Altima,2015,2021-06-08
1509,Kia Optima,2009,2021-09-24
1510,Hyundai Sonata,2022,2022-02-21
1511,Ford Fusion,2010,2022-05-14
1512,Honda Accord,2014,2022-06-09
1513,Chevrolet Malibu,2007,2022-02-06
1514,Ford Fusion,2021,2022-08-22
1515,Honda Accord,2021,2022-08-04
1516,Kia Optima,2019,2022-08-07
1517,Nissan Altima,2011,2023-04-03
1518,Toyota Camry,2006,2020-12-31
1519,Nissan Altima,2017,2022-09-14
1520,Nissan Altima,2012,2022-11-17
1521,Kia Optima,2022,2022-11-30
1522,Hyundai Sonata,2017,2020-11-07
1523,Honda Accord,2014,2022-02-10
1524,Honda Accord,2022,2022-06-25
1525,Hyundai Sonata,2019,2022-04-16
1526,Toyota Camry,2013,2023-01-25
1527,Ford Fusion,2005,2022-07-07
1528,Toyota Camry,2006,2022-09-03
1529,Toyota Camry,2012,2021-04-22
1530,Kia Optima,2015,2023-02-21
1531,Toyota Camry,2005,2022-03-28
1532,Toyota Camry,2007,2021-05-04
1533,Kia Optima,2017,2021-03-26
1534,Honda Accord,2018,2022-01-09
1535,Chevrolet Malibu,2005,2022-09-26
1536,Toyota Camry,2014,2022-06-16
1537,Honda Accord,2006,2022-09-27
1538,Toyota Camry,2018,2021-08-27
1539,Hyundai Sonata,2020,2022-07-25
1540,Hyundai Sonata,2020,2021-09-25
1541,Nissan Altima,2015,2021-09-02
1542,Honda Accord,2016,2020-12-21
1543,Toyota Camry,2021,2022-05-17
1544,Nissan Altima,2016,2020-12-01
1545,Honda Accord,2013,2022-04-19
1546,Hyundai Sonata,2018,2021-08-11
1547,Hyundai Sonata,2015,2021-08-28
1548,Chevrolet Malibu,2020,2021-04-09
1549,Nissan Altima,2014,2022-02-17
1550,Toyota Camry,2020,2021-05-02
1551,Honda Accord,2005,2022-05-30
1552,Chevrolet Malibu,2005,2022-01-28
1553,Nissan Altima,2006,2022-01-20
1554,Hyundai Sonata,2015,2021-07-20
1555,Nissan Altima,2017,2021-10-06
1556,Honda Accord,2008,2023-02-03
1557,Kia Optima,2007,2021-04-17
1558,Chevrolet Malibu,2020,2021-06-02
1559,Kia Optima,2018,2023-01-11
1560,Chevrolet Malibu,2016,2020-12-01
1561,Ford Fusion,2013,2021-08-29
1562,Honda Accord,2012,2023-01-28
1563,Honda Accord,2005,2022-01-28
1564,Kia Optima,2008,2021-03-24
1565,Nissan Altima,2021,2022-08-06
1566,Nissan Altima,2011,2020-12-27
1567,Kia Optima,2017,2022-04-03
1568,Hyundai Sonata,2017,2022-09-23
1569,Kia Optima,2010,2022-05-29
1570,Kia Optima,2008,2021-12-29
1571,Toyota Camry,2017,2021-08-04
1572,Ford Fusion,2006,2020-12-31
1573,Chevrolet Malibu,2013,2022-10-21
1574,Chevrolet Malibu,2020,2020-12-02
1575,Honda Accord,2017,2021-12-26
1576,Ford Fusion,2018,2022-12-21
1577,Nissan Altima,2006,2021-01-02
1578,Chevrolet Malibu,2008,2022-06-05
1579,Toyota Camry,2009,2021-10-04
1580,Hyundai Sonata,2010,2021-07-26
1581,Ford Fusion,2008,2023-04-02
1582,Honda Accord,2022,2022-09-27
1583,Nissan Altima,2007,2021-08-05
1584,Ford Fusion,2017,2022-06-27
1585,Hyundai Sonata,2015,2023-04-06
1586,Ford Fusion,2015,2023-03-25
1587,Chevrolet Malibu,2008,2021-04-02
1588,Toyota Camry,2010,2022-11-27
1589,Kia Optima,2015,2023-01-14
1590,Toyota Camry,2010,2021-11-25
1591,Chevrolet Malibu,2017,2022-12-29
1592,Ford Fusion,2005,2021-09-04
1593,Ford Fusion,2006,2021-12-11
1594,Toyota Camry,2018,2021-09-08
1595,Hyundai Sonata,2016,2022-01-28
1596,Honda Accord,2005,2021-05-15
1597,Hyundai Sonata,2021,2021-09-12
1598,Chevrolet Malibu,2005,2022-04-06
1599,Chevrolet Malibu,2022,2023-04-01
1600,Hyundai Sonata,2018,2022-08-12
1601,Ford Fusion,2022,2022-12-17
1602,Chevrolet Malibu,2022,2023-03-31
1603,Chevrolet Malibu,2010,2022-08-12
1604,Ford Fusion,2018,2022-10-11
1605,Toyota Camry,2008,2023-02-05
1606,Kia Optima,2013,2022-07-08
1607,Honda Accord,2009,2022-01-14
1608,Hyundai Sonata,2013,2022-11-05
1609,Honda Accord,2020,2022-08-12
1610,Toyota Camry,2012,2023-03-27
1611,Chevrolet Malibu,2006,2023-02-28
1612,Honda Accord,2010,2022-11-24
1613,Hyundai Sonata,2019,2022-03-03
1614,Hyundai Sonata,2014,2021-08-24
1615,Toyota Camry,2015,2021-05-06
1616,Honda Accord,2012,2021-09-26
1617,Chevrolet Malibu,2010,2021-10-07
1618,Nissan Altima,2015,2020-12-24
1619,Toyota Camry,2016,2022-08-28
1620,Kia Optima,2021,2021-04-27
1621,Honda Accord,2016,2020-12-23
1622,Toyota Camry,2022,2021-11-20
1623,Kia Optima,2019,2021-03-20
1624,Toyota Camry,2006,2022-12-12
1625,Nissan Altima,2012,2021-02-13
1626,Kia Optima,2011,2021-11-23
1627,Hyundai Sonata,2005,2022-09-27
1628,Hyundai Sonata,2008,2023-02-18
1629,Ford Fusion,2018,2021-07-06
1630,Toyota Camry,2011,2022-03-23
1631,Hyundai Sonata,2007,2022-07-10
1632,Kia Optima,2010,2022-04-29
1633,Toyota Camry,2009,2020-11-05
1634,Kia Optima,2008,2022-03-26
1635,Ford Fusion,2006,2023-02-03
1636,Nissan Altima,2018,2022-08-06
1637,Honda Accord,2019,2022-12-05
1638,Hyundai Sonata,2013,2021-08-06
1639,Honda Accord,2016,2021-04-25
1640,Honda Accord,2021,2021-03-19
1641,Chevrolet Malibu,2020,2021-09-23
1642,Toyota Camry,2005,2021-05-24
1643,Nissan Altima,2022,2022-04-04
1644,Hyundai Sonata,2006,2021-09-27
1645,Toyota Camry,2005,2023-01-08
1646,Ford Fusion,2012,2021-12-17
1647,Ford Fusion,2018,2021-11-29
1648,Hyundai Sonata,2006,2023-03-18
1649,Kia Optima,2010,2021-12-08
1650,Chevrolet Malibu,2009,2021-07-04
1651,Honda Accord,2012,2022-05-19
1652,Toyota Camry,2022,2021-12-11
1653,Toyota Camry,2010,2022-07-31
1654,Hyundai Sonata,2008,2022-08-14
1655,Honda Accord,2007,2022-12-19
1656,Honda Accord,2008,2022-06-24
1657,Chevrolet Malibu,2007,2021-04-22
1658,Kia Optima,2015,2020-12-24
1659,Chevrolet Malibu,2012,2021-09-20
1660,Honda Accord,2013,2021-09-30
1661,Hyundai Sonata,2019,2021-10-10
1662,Hyundai Sonata,2015,2022-02-11
1663,Honda Accord,2007,2022-03-30
1664,Nissan Altima,2011,2021-10-03
1665,Nissan Altima,2010,2021-05-09
1666,Ford Fusion,2019,2022-04-08
1667,Chevrolet Malibu,2010,2021-11-22
1668,Hyundai Sonata,2007,2022-02-16
1669,Nissan Altima,2018,2022-08-01
1670,Chevrolet Malibu,2012,2022-07-28
1671,Chevrolet Malibu,2006,2023-02-03
1672,Nissan Altima,2017,2022-03-15
1673,Honda Accord,2008,2021-07-13
1674,Chevrolet Malibu,2020,2021-08-06
1675,Chevrolet Malibu,2019,2020-11-09
1676,Kia Optima,2011,2023-03-10
1677,Honda Accord,2015,2021-05-31
1678,Ford Fusion,2015,2021-04-30
1679,Kia Optima,2016,2022-03-18
1680,Nissan Altima,2006,2022-08-03
1681,Kia Optima,2010,2022-05-28
1682,Toyota Camry,2008,2021-08-09
1683,Toyota Camry,2017,2021-02-28
1684,Chevrolet Malibu,2006,2021-09-14
1685,Ford Fusion,2014,2022-01-07
1686,Nissan Altima,2018,2021-09-05
1687,Ford Fusion,2022,2023-02-10
1688,Ford Fusion,2010,2021-10-15
1689,Kia Optima,2005,2023-03-08
1690,Toyota Camry,2018,2020-12-03
1691,Chevrolet Malibu,2005,2021-02-04
1692,Kia Optima,2006,2022-01-12
1693,Hyundai Sonata,2022,2022-05-13
1694,Ford Fusion,2020,2021-06-25
1695,Honda Accord,2017,2021-09-18
1696,Hyundai Sonata,2020,2021-07-19
1697,Nissan Altima,2006,2022-01-06
1698,Honda Accord,2006,2022-09-14
1699,Ford Fusion,2010,2023-02-08
1700,Kia Optima,2005,2022-08-03
1701,Honda Accord,2020,2021-12-25
1702,Honda Accord,2006,2022-03-29
1703,Hyundai Sonata,2014,2022-01-14
1704,Honda Accord,2020,2022-08-08
1705,Kia Optima,2018,2020-12-22
1706,Kia Optima,2009,2022-05-20
1707,Kia Optima,2013,2021-03-15
1708,Kia Optima,2014,2022-04-28
1709,Honda Accord,2018,2022-03-12
1710,Honda Accord,2012,2021-10-19
1711,Ford Fusion,2010,2022-08-21
1712,Nissan Altima,2019,2022-09-29
1713,Kia Optima,2020,2022-05-09
1714,Chevrolet Malibu,2013,2021-04-21
1715,Hyundai Sonata,2005,2022-12-06
1716,Kia Optima,2014,2022-03-17
1717,Hyundai Sonata,2021,2021-08-18
1718,Ford Fusion,2022,2021-07-19
1719,Ford Fusion,2012,2022-03-20
1720,Nissan Altima,2007,2023-01-31
1721,Toyota Camry,2015,2023-03-31
1722,Chevrolet Malibu,2019,2022-02-16
1723,Hyundai Sonata,2022,2021-04-16
1724,Chevrolet Malibu,2005,2023-03-20
1725,Nissan Altima,2010,2021-02-06
1726,Chevrolet Malibu,2013,2021-08-15
1727,Kia Optima,2006,2023-04-07
1728,Nissan Altima,2020,2022-06-10
1729,Nissan Altima,2007,2022-09-28
1730,Toyota Camry,2016,2020-12-12
1731,Chevrolet Malibu,2021,2021-12-02
1732,Kia Optima,2017,2022-06-27
1733,Hyundai Sonata,2018,2022-08-08
1734,Kia Optima,2009,2021-11-24
1735,Kia Optima,2019,2023-04-10
1736,Chevrolet Malibu,2012,2022-08-26
1737,Nissan Altima,2006,2022-11-17
1738,Toyota Camry,2011,2021-10-04
1739,Toyota Camry,2011,2021-08-21
1740,Honda Accord,2014,2022-02-19
1741,Nissan Altima,2009,2022-12-10
1742,Chevrolet Malibu,2013,2022-05-16
1743,Nissan Altima,2012,2021-03-18
1744,Toyota Camry,2010,2022-10-13
1745,Honda Accord,2017,2022-11-19
1746,Kia Optima,2010,2023-01-04
1747,Kia Optima,2018,2021-04-10
1748,Ford Fusion,2009,2022-12-28
1749,Chevrolet Malibu,2020,2021-11-08
1750,Chevrolet Malibu,2011,2020-10-28
1751,Kia Optima,2005,2021-09-15
1752,Kia Optima,2007,2022-04-09
1753,Hyundai Sonata,2019,2022-10-11
1754,Ford Fusion,2020,2023-04-13
1755,Hyundai Sonata,2008,2022-11-26
1756,Ford Fusion,2015,2020-12-09
1757,Ford Fusion,2015,2022-12-06
1758,Hyundai Sonata,2007,2023-03-28
1759,Nissan Altima,2013,2021-04-11
1760,Hyundai Sonata,2017,2022-04-03
1761,Ford Fusion,2022,2022-05-29
1762,Ford Fusion,2020,2021-07-08
1763,Toyota Camry,2006,2021-12-30
1764,Hyundai Sonata,2009,2021-01-12
1765,Hyundai Sonata,2012,2022-02-18
1766,Kia Optima,2007,2021-07-13
1767,Nissan Altima,2015,2021-02-13
1768,Nissan Altima,2005,2022-02-22
1769,Toyota Camry,2007,2022-08-02
1770,Honda Accord,2005,2020-11-19
1771,Ford Fusion,2010,2022-09-23
1772,Ford Fusion,2018,2023-03-10
1773,Ford Fusion,2008,2021-11-11
1774,Ford Fusion,2022,2020-11-08
1775,Chevrolet Malibu,2009,2023-01-27
1776,Toyota Camry,2005,2021-03-12
1777,Ford Fusion,2011,2021-03-29
1778,Honda Accord,2018,2020-12-30
1779,Ford Fusion,2006,2022-04-01
1780,Hyundai Sonata,2006,2022-08-28
1781,Toyota Camry,2020,2022-01-09
1782,Ford Fusion,2015,2022-12-07
1783,Toyota Camry,2011,2021-03-18
1784,Kia Optima,2018,2021-08-26
1785,Chevrolet Malibu,2020,2022-02-04
1786,Honda Accord,2011,2022-01-06
1787,Honda Accord,2015,2021-07-13
1788,Toyota Camry,2005,2021-12-30
1789,Nissan Altima,2010,2021-03-21
1790,Chevrolet Malibu,2015,2021-01-03
1791,Hyundai Sonata,2008,2020-12-12
1792,Kia Optima,2022,2021-10-04
1793,Ford Fusion,2022,2021-06-16
1794,Honda Accord,2009,2022-07-09
1795,Nissan Altima,2012,2023-03-11
1796,Honda Accord,2008,2022-04-20
1797,Kia Optima,2014,2021-02-20
1798,Honda Accord,2007,2022-12-15
1799,Nissan Altima,2012,2021-12-10
1800,Nissan Altima,2014,2022-10-24
1801,Toyota Camry,2016,2022-03-25
1802,Nissan Altima,2015,2022-12-07
1803,Nissan Altima,2008,2021-06-23
1804,Honda Accord,2019,2021-04-16
1805,Toyota Camry,2017,2021-06-02
1806,Toyota Camry,2018,2021-07-20
1807,Toyota Camry,2013,2022-09-15
1808,Nissan Altima,2021,2021-12-24
1809,Toyota Camry,2012,2023-01-10
1810,Kia Optima,2019,2022-05-13
1811,Honda Accord,2008,2022-01-15
1812,Hyundai Sonata,2009,2021-08-22
1813,Hyundai Sonata,2014,2023-01-17
1814,Nissan Altima,2015,2021-04-14
1815,Kia Optima,2018,2022-02-26
1816,Toyota Camry,2010,2021-02-11
1817,Honda Accord,2020,2021-12-26
1818,Honda Accord,2010,2021-12-09
1819,Toyota Camry,2014,2021-07-31
1820,Ford Fusion,2021,2021-04-07
1821,Ford Fusion,2014,2022-11-24
1822,Chevrolet Malibu,2017,2022-01-10
1823,Ford Fusion,2021,2023-03-19
1824,Kia Optima,2022,2022-02-12
1825,Chevrolet Malibu,2013,2021-04-13
1826,Kia Optima,2012,2021-02-25
1827,Toyota Camry,2008,2022-08-03
1828,Kia Optima,2014,2022-05-02
1829,Hyundai Sonata,2021,2021-12-05
1830,Kia Optima,2013,2022-04-24
1831,Ford Fusion,2011,2022-11-05
1832,Kia Optima,2006,2022-07-14
1833,Hyundai Sonata,2012,2022-04-16
1834,Toyota Camry,2009,2022-01-03
1835,Ford Fusion,2022,2021-01-07
1836,Toyota Camry,2014,2021-12-11
1837,Kia Optima,2007,2022-05-01
1838,Ford Fusion,2006,2021-08-29
1839,Honda Accord,2020,2021-05-20
1840,Nissan Altima,2021,2022-03-23
1841,Ford Fusion,2018,2022-01-30
1842,Toyota Camry,2007,2022-10-01
1843,Chevrolet Malibu,2006,2021-02-26
1844,Chevrolet Malibu,2008,2021-02-24
1845,Chevrolet Malibu,2018,2022-11-08
1846,Hyundai Sonata,2018,2022-06-07
1847,Ford Fusion,2020,2022-08-13
1848,Nissan Altima,2006,2021-01-05
1849,Nissan Altima,2007,2023-02-15
1850,Honda Accord,2021,2022-10-10
1851,Toyota Camry,2021,2022-07-05
1852,Honda Accord,2018,2021-11-27
1853,Nissan Altima,2006,2022-09-03
1854,Honda Accord,2006,2021-12-18
1855,Toyota Camry,2006,2021-06-12
1856,Chevrolet Malibu,2017,2021-03-31
1857,Ford Fusion,2020,2023-01-15
1858,Hyundai Sonata,2016,2022-12-11
1859,Nissan Altima,2009,2023-01-19
1860,Chevrolet Malibu,2018,2021-01-16
1861,Chevrolet Malibu,2006,2021-09-05
1862,Ford Fusion,2019,2021-12-23
1863,Chevrolet Malibu,2021,2021-05-03
1864,Ford Fusion,2017,2021-11-04
1865,Chevrolet Malibu,2020,2022-09-15
1866,Ford Fusion,2015,2022-01-11
1867,Toyota Camry,2013,2021-07-21
1868,Chevrolet Malibu,2010,2023-03-13
1869,Toyota Camry,2021,2021-10-16
1870,Chevrolet Malibu,2017,2022-01-23
1871,Toyota Camry,2008,2023-02-11
1872,Honda Accord,2022,2022-08-21
1873,Hyundai Sonata,2006,2022-03-07
1874,Kia Optima,2015,2022-06-10
1875,Ford Fusion,2008,2022-07-28
1876,Toyota Camry,2016,2021-09-08
1877,Honda Accord,2012,2022-04-16
1878,Kia Optima,2012,2022-01-22
1879,Chevrolet Malibu,2017,2021-04-27
1880,Toyota Camry,2018,2023-01-21
1881,Ford Fusion,2011,2022-05-26
1882,Honda Accord,2022,2023-02-08
1883,Honda Accord,2013,2021-01-01
1884,Chevrolet Malibu,2007,2022-10-30
1885,Hyundai Sonata,2005,2021-04-07
1886,Honda Accord,2008,2022-10-25
1887,Hyundai Sonata,2017,2022-06-27
1888,Ford Fusion,2014,2021-10-15
1889,Toyota Camry,2011,2021-03-28
1890,Nissan Altima,2013,2022-11-06
1891,Honda Accord,2020,2022-10-05
1892,Honda Accord,2015,2021-02-11
1893,Kia Optima,2006,2022-06-29
1894,Hyundai Sonata,2005,2022-10-08
1895,Toyota Camry,2013,2021-06-15
1896,Chevrolet Malibu,2012,2023-01-23
1897,Hyundai Sonata,2020,2021-02-24
1898,Kia Optima,2015,2021-02-16
1899,Chevrolet Malibu,2018,2021-03-05
1900,Ford Fusion,2015,2022-07-23
1901,Nissan Altima,2011,2023-01-02
1902,Nissan Altima,2016,2022-03-28
1903,Chevrolet Malibu,2016,2022-06-18
1904,Honda Accord,2017,2020-12-03
1905,Ford Fusion,2008,2021-09-24
1906,Honda Accord,2016,2020-12-17
1907,Ford Fusion,2010,2021-06-08
1908,Honda Accord,2019,2021-07-11
1909,Toyota Camry,2019,2023-01-04
1910,Kia Optima,2016,2023-02-12
1911,Toyota Camry,2022,2023-03-04
1912,Kia Optima,2014,2021-10-28
1913,Toyota Camry,2005,2022-10-15
1914,Chevrolet Malibu,2015,2020-11-06
1915,Ford Fusion,2018,2022-12-16
1916,Nissan Altima,2006,2020-12-14
1917,Honda Accord,2006,2021-08-22
1918,Nissan Altima,2009,2023-01-09
1919,Nissan Altima,2020,2023-02-21
1920,Nissan Altima,2014,2022-04-24
1921,Ford Fusion,2022,2022-06-14
1922,Nissan Altima,2020,2022-07-05
1923,Chevrolet Malibu,2014,2021-12-25
1924,Nissan Altima,2017,2022-12-19
1925,Ford Fusion,2010,2022-12-19
1926,Toyota Camry,2006,2021-07-29
1927,Ford Fusion,2012,2020-11-05
1928,Toyota Camry,2015,2022-08-11
1929,Honda Accord,2008,2020-12-28
1930,Kia Optima,2008,2022-06-08
1931,Toyota Camry,2005,2022-06-17
1932,Nissan Altima,2018,2023-01-23
1933,Chevrolet Malibu,2021,2022-03-30
1934,Kia Optima,2019,2022-01-22
1935,Honda Accord,2011,2021-08-26
1936,Honda Accord,2015,2022-11-23
1937,Ford Fusion,2022,2022-10-27
1938,Nissan Altima,2015,2022-03-22
1939,Kia Optima,2010,2023-02-11
1940,Honda Accord,2011,2022-12-07
1941,Honda Accord,2018,2021-09-26
1942,Honda Accord,2013,2020-12-08
1943,Kia Optima,2020,2021-11-15
1944,Toyota Camry,2020,2022-12-05
1945,Ford Fusion,2005,2020-11-05
1946,Toyota Camry,2018,2021-12-31
1947,Honda Accord,2011,2021-07-09
1948,Kia Optima,2014,2022-10-19
1949,Toyota Camry,2009,2021-11-10
1950,Ford Fusion,2011,2023-02-05
1951,Kia Optima,2010,2021-09-29
1952,Hyundai Sonata,2005,2022-10-15
1953,Toyota Camry,2019,2021-01-17
1954,Nissan Altima,2007,2023-02-24
1955,Kia Optima,2011,2021-09-05
1956,Ford Fusion,2008,2022-12-10
1957,Nissan Altima,2007,2021-08-05
1958,Nissan Altima,2011,2022-01-26
1959,Hyundai Sonata,2021,2020-11-26
1960,Honda Accord,2021,2021-09-06
1961,Chevrolet Malibu,2011,2022-05-15
1962,Kia Optima,2014,2023-01-26
1963,Toyota Camry,2022,2021-10-26
1964,Chevrolet Malibu,2009,2022-03-14
1965,Chevrolet Malibu,2022,2023-02-26
1966,Chevrolet Malibu,2006,2021-11-08
1967,Ford Fusion,2009,2022-10-08
1968,Nissan Altima,2011,2022-09-16
1969,Chevrolet Malibu,2005,2023-04-06
1970,Honda Accord,2019,2022-05-15
1971,Chevrolet Malibu,2020,2022-09-30
1972,Kia Optima,2011,2023-02-09
1973,Hyundai Sonata,2020,2022-03-20
1974,Ford Fusion,2018,2022-09-29
1975,Nissan Altima,2019,2022-12-15
1976,Toyota Camry,2019,2022-02-19
1977,Kia Optima,2015,2023-02-17
1978,Ford Fusion,2006,2020-11-05
1979,Toyota Camry,2021,2022-02-15
1980,Chevrolet Malibu,2015,2020-10-31
1981,Hyundai Sonata,2021,2021-02-11
1982,Hyundai Sonata,2022,2020-11-15
1983,Toyota Camry,2008,2021-12-13
1984,Chevrolet Malibu,2012,2022-03-30
1985,Hyundai Sonata,2008,2021-07-06
1986,Chevrolet Malibu,2005,2023-02-01
1987,Chevrolet Malibu,2022,2021-03-20
1988,Honda Accord,2021,2022-06-28
1989,Honda Accord,2021,2023-04-08
1990,Kia Optima,2020,2022-09-13
1991,Nissan Altima,2016,2022-09-09
1992,Nissan Altima,2014,2023-04-02
1993,Ford Fusion,2022,2021-08-21
1994,Hyundai Sonata,2014,2023-01-19
1995,Chevrolet Malibu,2016,2021-03-14
1996,Toyota Camry,2008,2022-03-03
1997,Nissan Altima,2018,2021-07-08
1998,Kia Optima,2019,2022-06-13
