driver_id,car_id,age,started_driving_year,second_language,rating,net_worth_of_tips,driver_class
1159,1726,56,2003,French,4.5,647.71,B class
1160,2435,47,2014,no,5.0,1103.31,A class
1161,2220,28,2015,Arabic,4.37,589.58,B class
1162,2967,23,2020,Mandarin,4.33,666.34,B class
1163,528,66,2021,no,4.76,533.15,A class
1164,1723,36,2007,French,3.69,123.37,B class
1165,1060,36,2007,no,4.4,607.22,B class
1166,2521,50,1999,no,4.78,531.12,B class
1167,2606,38,2021,no,4.02,630.5,B class
1168,1636,63,2009,Spanish,4.66,975.31,A class
1169,703,53,2008,Mandarin,4.52,706.07,A class
1170,2608,37,2022,Arabic,4.29,453.74,B class
1171,2493,33,2010,no,4.78,824.96,A class
1172,2655,61,2021,Spanish,4.49,917.8,A class
1173,1596,48,2017,Spanish,4.39,865.61,A class
1174,615,64,1999,Spanish,4.69,895.44,A class
1175,257,37,2010,no,5.0,902.2,A class
1176,289,21,2022,no,4.67,681.4,B class
1177,1928,63,2011,Mandarin,4.26,645.06,B class
1178,1513,32,2011,no,3.84,262.29,B class
1179,2747,60,2021,no,3.72,229.33,B class
1180,1799,54,2007,no,4.44,559.34,B class
1181,1705,31,2022,no,4.38,505.99,B class
1182,1114,56,2019,no,4.21,366.75,B class
1183,2359,24,2019,no,4.31,867.57,A class
1184,2510,39,2012,Mandarin,4.16,686.41,B class
1185,2744,37,2020,Russian,4.32,417.42,B class
1186,429,51,2004,no,4.6,902.44,A class
1187,2098,46,2016,no,4.95,994.23,A class
1188,1303,49,2002,French,4.04,809.17,B class
1189,2712,43,2023,no,4.54,758.33,B class
1190,452,55,2018,Russian,3.64,347.07,B class
1191,65,28,2016,Spanish,3.77,359.36,B class
1192,2907,54,2009,no,4.13,510.74,B class
1193,1517,23,2020,no,4.65,1035.41,A class
1194,2096,25,2020,no,4.12,526.76,B class
1195,2920,55,2009,French,4.22,446.31,B class
1196,527,28,2015,no,4.23,715.2,B class
1197,2795,57,2020,Arabic,4.39,761.44,B class
1198,2245,27,2017,Mandarin,3.97,248.37,B class
1199,2891,27,2016,Arabic,5.0,1005.48,A class
1200,1305,64,2005,Arabic,4.57,736.95,A class
1201,1943,29,2020,no,4.37,413.85,B class
1202,2779,63,2018,no,4.25,332.67,B class
1203,1860,37,2018,French,4.82,730.34,A class
1204,513,58,2008,no,4.87,1029.68,A class
1205,50,65,2021,no,4.76,1043.74,A class
1206,471,26,2017,no,4.18,661.79,B class
1207,1808,36,2013,no,4.62,918.05,A class
1208,521,47,2015,Arabic,4.6,762.01,A class
1209,2484,61,2002,no,4.77,796.11,A class
1210,261,29,2014,Spanish,4.31,626.03,B class
1211,1295,29,2014,Russian,4.34,736.15,B class
1212,2271,38,2005,no,4.95,1014.98,A class
1213,1764,30,2018,Mandarin,4.9,907.79,A class
1214,1389,33,2010,no,5.0,1095.91,A class
1215,489,27,2019,no,4.46,823.25,B class
1216,1412,59,2015,no,4.31,638.31,B class
1217,766,58,2010,no,3.22,308.71,B class
1218,1706,27,2016,no,3.86,204.53,B class
1219,2756,46,2009,no,3.97,596.87,B class
1220,1101,51,2010,no,3.76,385.87,B class
1221,2693,50,2014,no,4.66,933.63,A class
1222,2275,67,2009,Spanish,4.08,315.46,B class
1223,538,51,2012,no,4.17,523.7,B class
1224,1007,53,2012,French,4.54,380.79,B class
1225,1456,22,2021,Portuguese,4.86,982.57,A class
1226,590,24,2019,Mandarin,4.14,675.2,B class
1227,555,50,2015,Spanish,4.8,894.62,A class
1228,1833,63,2020,Spanish,4.69,793.37,A class
1229,1460,39,2016,Spanish,4.82,978.65,A class
1230,1143,51,2013,Portuguese,4.64,970.01,A class
1231,64,30,2019,Russian,4.3,725.77,B class
1232,1324,42,2019,no,3.53,334.68,B class
1233,105,56,2000,Spanish,4.51,655.14,A class
1234,2012,52,2016,French,4.26,650.79,B class
1235,1434,26,2017,no,4.41,710.95,A class
1236,62,62,2020,no,4.11,417.25,B class
1237,466,64,1999,Spanish,4.71,854.44,A class
1238,2796,43,2018,Mandarin,4.22,520.8,B class
1239,2327,37,2014,no,4.0,484.49,B class
1240,27,45,2004,no,4.33,733.28,B class
1241,541,58,2018,no,4.95,1058.4,A class
1242,95,42,2010,Spanish,4.68,1196.74,A class
1243,718,22,2021,Portuguese,4.63,766.49,A class
1244,2815,24,2023,Arabic,3.77,457.24,B class
1245,1615,59,2023,no,3.98,603.4,B class
1246,808,57,2004,no,4.23,703.37,B class
1247,911,57,2017,French,4.43,791.77,A class
1248,644,26,2017,Mandarin,4.37,762.75,B class
1249,1423,29,2014,no,4.29,558.36,B class
1250,176,39,2004,no,4.47,844.85,B class
1251,2295,31,2012,no,4.04,651.89,B class
1252,168,39,2004,French,4.25,616.57,A class
1253,1155,47,2014,Spanish,5.0,975.9,A class
1254,1075,34,2009,no,3.98,173.83,B class
1255,2182,26,2017,Portuguese,4.39,931.44,A class
1256,1267,39,2009,Spanish,5.0,1055.93,A class
1257,1791,54,2023,Portuguese,4.45,754.55,B class
1258,2172,50,1999,no,4.63,628.92,B class
1259,551,36,2009,no,4.81,672.98,A class
1260,2177,35,2008,Portuguese,4.32,831.96,B class
1261,666,48,2015,Portuguese,4.25,696.54,A class
1262,706,29,2016,Russian,4.06,330.41,B class
1263,197,60,2010,French,3.78,444.87,B class
1264,1762,61,2002,no,4.52,949.47,A class
1265,2735,22,2021,no,4.12,310.96,B class
1266,2351,66,2004,no,4.53,710.92,A class
1267,1552,22,2021,Portuguese,4.62,920.07,A class
1268,2667,42,2004,no,4.96,1000.02,A class
1269,2726,52,2005,Mandarin,4.82,689.5,A class
1270,175,36,2007,Portuguese,4.95,1176.66,A class
1271,1168,30,2022,Russian,4.57,711.51,A class
1272,211,23,2020,Portuguese,4.2,468.01,B class
1273,391,55,2021,Spanish,3.74,168.5,B class
1274,210,22,2021,no,4.74,1099.77,A class
1275,669,43,2005,Russian,4.23,283.89,B class
1276,1080,39,2007,no,4.78,1040.37,A class
1277,2350,66,2005,no,4.62,1132.36,A class
1278,2805,64,2005,Russian,4.1,780.8,B class
1279,2186,59,1999,Spanish,4.23,928.82,A class
1280,119,55,2002,no,5.0,1365.81,A class
1281,2204,46,2009,no,4.85,1187.06,A class
1282,2573,37,2006,no,4.27,584.3,B class
1283,22,28,2022,Portuguese,4.11,593.94,B class
1284,628,66,2005,Spanish,4.84,988.48,A class
1285,98,39,2010,no,4.42,497.74,B class
1286,66,41,2002,Spanish,5.0,1104.74,A class
1287,1983,27,2016,Arabic,4.76,885.29,A class
1288,268,34,2019,Portuguese,3.93,299.49,B class
1289,2372,50,2005,no,4.72,821.46,A class
1290,1388,41,2002,Spanish,4.55,760.0,A class
1291,2923,48,2023,no,4.42,646.03,B class
1292,695,30,2022,no,4.03,795.6,B class
1293,2038,24,2019,no,5.0,947.3,A class
1294,319,62,2010,no,5.0,879.57,A class
1295,1780,41,2010,Spanish,4.26,453.07,B class
1296,1734,37,2021,no,4.09,543.61,B class
1297,875,34,2009,no,4.47,625.07,B class
1298,1625,51,2009,no,3.75,237.67,B class
1299,1918,47,2002,no,4.56,828.04,A class
1300,2370,39,2014,Mandarin,4.9,1149.85,A class
1301,516,64,2015,no,4.12,413.37,B class
1302,1259,63,2021,no,4.1,531.25,B class
1303,286,30,2013,Russian,4.45,586.92,A class
1304,1502,51,2007,no,4.25,905.23,A class
1305,59,66,2016,Arabic,4.08,482.99,B class
1306,1195,43,2005,Spanish,3.98,413.97,B class
1307,2019,22,2021,Mandarin,4.06,426.75,B class
1308,634,27,2019,Spanish,4.8,1031.58,A class
1309,2190,52,2009,no,4.27,325.52,B class
1310,1032,63,2006,French,4.2,801.45,B class
1311,946,27,2023,French,5.0,1046.77,A class
1312,1951,46,2019,no,4.05,668.87,B class
1313,2555,44,2014,Mandarin,4.64,607.7,A class
1314,222,34,2020,no,4.76,891.93,A class
1315,2377,50,2015,Arabic,4.9,886.98,A class
1316,77,62,2020,French,3.96,122.83,B class
1317,1065,32,2011,no,4.28,601.25,B class
1318,1164,23,2020,Arabic,4.36,488.45,A class
1319,2413,37,2015,Russian,5.0,1075.18,A class
1320,2483,35,2008,Mandarin,4.48,696.98,B class
1321,2990,55,2023,no,3.88,427.8,B class
1322,1379,46,2009,French,4.72,709.26,A class
1323,997,21,2022,Spanish,4.68,871.97,A class
1324,543,36,2007,no,4.93,825.31,A class
1325,2904,55,2018,Arabic,4.22,431.19,B class
1326,625,43,2009,Spanish,4.33,761.35,B class
1327,2849,47,2004,Arabic,4.69,665.74,A class
1328,277,33,2010,Spanish,4.82,941.36,A class
1329,800,36,2019,no,4.2,677.91,B class
1330,356,27,2016,Russian,4.22,526.46,B class
1331,1771,24,2019,Spanish,4.26,646.74,B class
1332,1650,22,2021,no,5.0,997.09,A class
1333,2391,50,2019,no,4.26,765.28,B class
1334,596,28,2020,no,4.75,961.6,A class
1335,2681,47,2017,Spanish,4.6,660.9,A class
1336,2537,65,2020,no,4.51,581.08,B class
1337,1212,53,2005,Portuguese,3.88,416.58,B class
1338,1451,48,2009,Russian,3.28,337.75,B class
1339,2933,26,2017,Mandarin,4.91,829.65,A class
1340,1398,43,2010,no,4.33,558.58,A class
1341,465,62,2008,Mandarin,4.68,955.52,A class
1342,1568,39,2019,no,4.05,263.43,B class
1343,2862,59,2016,French,4.28,523.02,B class
1344,2059,54,2001,no,5.0,954.64,A class
1345,2104,33,2023,Portuguese,5.0,996.89,A class
1346,20,27,2016,no,4.42,681.17,B class
1347,796,21,2022,no,4.75,744.11,A class
1348,2399,33,2017,Russian,4.7,671.59,A class
1349,816,36,2015,no,4.34,593.92,B class
1350,993,51,2018,Arabic,4.86,1013.02,A class
1351,1180,47,2009,Portuguese,4.71,545.28,B class
1352,2643,43,2018,no,4.8,846.02,A class
1353,1919,54,2004,no,4.82,1008.9,A class
1354,1442,57,2014,Spanish,4.36,774.06,A class
1355,934,54,1999,French,5.0,1051.82,A class
1356,905,63,2002,Russian,4.31,953.23,A class
1357,877,37,2013,no,4.31,454.32,B class
1358,2294,59,2009,Mandarin,4.97,1193.96,A class
1359,900,40,2023,no,4.81,1030.26,A class
1360,1256,29,2022,Spanish,4.94,1172.39,A class
1361,198,27,2016,French,2.9,0.0,B class
1362,2379,25,2018,Arabic,4.66,815.31,A class
1363,1043,65,2014,no,4.65,861.0,A class
1364,1167,28,2021,no,4.66,530.43,B class
1365,393,60,2003,no,4.83,818.7,A class
1366,2260,57,2013,no,4.43,715.61,A class
1367,2029,41,2012,no,4.46,985.98,A class
1368,1613,63,2013,Arabic,4.64,537.34,B class
1369,933,63,2011,no,5.0,893.35,A class
1370,592,64,2007,no,4.74,905.35,A class
1371,2900,44,2004,Mandarin,4.5,963.86,A class
1372,1854,35,2010,no,4.47,710.05,A class
1373,295,23,2020,no,4.83,954.85,A class
1374,2243,60,2002,Portuguese,4.98,1160.58,A class
1375,89,62,2016,no,4.04,765.45,B class
1376,187,46,2023,no,4.74,860.26,A class
1377,362,24,2023,Spanish,4.18,660.42,B class
1378,38,59,2004,no,5.0,1355.4,A class
1379,1362,35,2014,no,4.81,902.75,A class
1380,675,46,2023,no,4.01,575.21,B class
1381,2048,51,2003,no,5.0,1479.75,A class
1382,1220,27,2016,Arabic,3.74,316.98,B class
1383,1514,23,2020,no,4.75,640.37,A class
1384,2422,24,2019,no,4.11,324.54,B class
1385,1201,66,2022,no,4.99,984.96,A class
1386,2049,65,2006,Russian,4.58,885.96,A class
1387,1199,41,2008,no,4.22,577.74,B class
1388,1082,41,2019,Arabic,4.56,865.62,B class
1389,531,40,2015,no,4.06,547.94,B class
1390,529,37,2011,Portuguese,4.47,605.64,B class
1391,1347,46,2020,no,4.08,411.5,B class
1392,2943,37,2006,no,3.91,688.6,B class
1393,1450,49,2017,no,4.49,698.29,A class
1394,1657,38,2005,no,4.68,624.13,A class
1395,259,50,2003,Mandarin,4.2,548.48,B class
1396,283,65,2008,Spanish,3.71,247.69,B class
1397,2200,30,2021,Spanish,4.53,663.53,A class
1398,2487,23,2023,no,4.53,717.77,A class
1399,1340,45,2020,Mandarin,4.51,704.83,A class
1400,2014,26,2017,no,4.35,702.34,A class
1401,2964,31,2012,Russian,4.98,962.3,A class
1402,2820,58,2020,Mandarin,4.83,786.08,A class
1403,258,40,2006,Spanish,5.0,1213.8,A class
1404,2851,46,2022,Arabic,5.0,1263.81,A class
1405,1344,57,2017,Spanish,3.82,178.45,B class
1406,2929,27,2016,Spanish,3.79,266.22,B class
1407,2255,43,2003,no,4.33,754.47,A class
1408,2431,22,2021,Spanish,4.56,900.5,A class
1409,542,44,2010,no,4.61,895.51,B class
1410,2719,31,2023,no,4.36,836.07,A class
1411,1471,63,2016,French,4.5,673.7,B class
1412,1288,33,2010,no,4.44,621.97,B class
1413,568,30,2021,Spanish,4.15,582.75,B class
1414,2890,21,2022,no,4.19,568.59,B class
1415,836,27,2016,no,4.82,828.25,A class
1416,714,31,2012,Arabic,4.27,475.92,B class
1417,1092,31,2018,no,3.9,670.1,B class
1418,1998,55,2017,Spanish,4.6,794.29,A class
1419,2244,62,2019,Spanish,4.4,789.61,B class
1420,2191,61,2014,Arabic,4.95,1047.89,A class
1421,580,65,2010,no,3.98,408.39,B class
1422,806,63,2021,French,3.94,545.8,B class
1423,2776,42,2009,no,4.7,452.13,A class
1424,1488,39,2018,no,4.49,953.57,A class
1425,851,51,2009,no,3.91,341.5,B class
1426,732,36,2016,no,5.0,1001.2,A class
1427,1865,49,2000,no,5.0,1226.58,A class
1428,2827,67,2016,no,4.32,642.92,B class
1429,137,30,2013,no,4.72,953.76,A class
1430,2714,57,2019,Spanish,3.54,0.0,B class
1431,1343,64,2021,no,4.77,810.67,A class
1432,755,46,2019,no,4.03,411.39,B class
1433,1279,37,2013,no,4.57,634.83,A class
1434,1643,32,2011,no,3.73,473.16,B class
1435,305,28,2019,Spanish,4.6,515.23,B class
1436,1626,36,2007,Arabic,4.27,638.26,B class
1437,2626,56,2006,Spanish,4.63,668.62,A class
1438,94,45,2015,Spanish,5.0,1323.71,A class
1439,1859,31,2015,no,4.44,598.31,B class
1440,2611,46,2000,Portuguese,5.0,1300.71,A class
1441,402,59,2006,no,4.42,601.75,B class
1442,1384,21,2022,no,5.0,740.0,A class
1443,2630,21,2022,no,3.75,224.38,B class
1444,1903,66,2013,no,4.59,693.38,B class
1445,2762,56,2022,French,3.95,593.89,B class
1446,919,48,2003,no,4.81,1035.1,A class
1447,1281,63,2002,no,4.73,604.54,A class
1448,1381,48,2012,no,3.56,290.56,B class
1449,1875,45,2006,Russian,4.38,507.31,B class
1450,416,30,2018,French,4.25,544.42,B class
1451,1414,59,2002,Portuguese,5.0,944.2,A class
1452,1604,56,2014,Arabic,4.86,667.38,A class
1453,1505,34,2017,Arabic,4.17,670.56,B class
1454,2549,55,2011,no,3.99,557.43,B class
1455,734,55,2017,no,4.84,964.21,A class
1456,864,25,2018,no,3.73,387.95,B class
1457,552,28,2015,no,4.78,748.03,A class
1458,2028,48,2013,Mandarin,4.69,831.02,A class
1459,487,50,2004,no,4.39,593.36,B class
1460,1063,51,2013,no,4.61,676.07,A class
1461,436,38,2005,Spanish,4.65,762.51,A class
1462,284,60,2017,no,4.51,638.58,A class
1463,2009,41,2006,no,4.23,391.21,B class
1464,290,30,2013,no,4.83,1033.94,A class
1465,424,26,2017,Mandarin,4.8,1023.57,A class
1466,1367,62,2018,no,4.37,740.57,A class
1467,1371,54,2019,no,4.75,944.87,A class
1468,727,42,2002,no,4.18,615.43,A class
1469,74,30,2013,Mandarin,4.84,1193.95,A class
1470,1059,25,2018,no,4.49,592.09,B class
1471,1741,28,2015,no,3.86,640.71,B class
1472,1608,25,2018,Arabic,4.84,1086.38,A class
1473,158,45,2007,Arabic,3.94,168.7,B class
1474,1011,30,2013,no,4.42,904.26,A class
1475,1715,27,2017,no,4.37,521.0,B class
1476,2749,34,2023,no,3.98,433.26,B class
1477,999,53,2022,Mandarin,4.55,740.39,B class
1478,1240,44,2015,no,3.84,375.81,B class
1479,2811,28,2015,Portuguese,4.66,858.72,A class
1480,2905,56,2012,French,4.49,605.2,A class
1481,1668,44,2008,Spanish,4.21,617.44,B class
1482,548,29,2014,no,4.92,1114.04,A class
1483,2759,53,2017,Arabic,4.48,764.03,A class
1484,235,67,2005,Mandarin,4.92,847.4,A class
1485,1958,46,2005,French,5.0,1128.42,A class
1486,526,28,2015,no,4.94,792.06,A class
1487,2961,35,2008,Mandarin,4.76,758.89,A class
1488,2066,49,2014,French,4.27,574.18,B class
1489,2648,67,2006,Portuguese,3.99,525.09,B class
1490,122,64,2015,Spanish,4.55,779.97,A class
1491,1431,64,2002,no,4.88,1043.63,A class
1492,2322,60,2008,no,4.75,773.66,A class
1493,1616,48,2003,Mandarin,3.37,0.0,B class
1494,1179,51,2016,Portuguese,4.79,1049.19,A class
1495,2944,55,2023,Spanish,4.47,754.19,A class
1496,2380,54,2020,no,4.37,603.82,B class
1497,2201,51,2010,no,4.7,889.79,A class
1498,2,27,2016,Spanish,4.49,884.91,A class
1499,2115,62,2008,Arabic,4.52,508.53,B class
1500,483,21,2022,no,4.86,1012.61,A class
1501,134,41,2012,no,4.12,559.15,B class
1502,916,41,2002,Portuguese,4.62,877.96,A class
1503,450,67,2000,no,4.47,736.17,A class
1504,435,25,2018,no,4.02,399.19,B class
1505,318,43,2002,no,4.74,1144.09,A class
1506,2395,37,2023,no,4.93,769.29,A class
1507,1707,25,2018,no,4.78,1013.25,A class
1508,844,31,2013,Spanish,5.0,898.14,A class
1509,1731,40,2016,Spanish,3.8,298.59,B class
1510,2662,64,2000,Spanish,3.92,513.11,B class
1511,637,39,2007,Spanish,4.32,713.93,A class
1512,324,62,2020,no,4.07,663.51,B class
1513,1917,55,2020,no,4.1,548.24,B class
1514,2482,59,2021,no,4.95,1353.69,A class
1515,2267,61,2016,no,4.51,797.99,B class
1516,138,54,2022,Mandarin,4.55,820.84,A class
1517,153,55,2017,no,4.84,926.0,A class
1518,2352,28,2015,Spanish,4.46,918.64,A class
1519,678,54,2002,no,5.0,1192.18,A class
1520,921,23,2020,no,3.92,390.99,B class
1521,243,55,2011,no,4.43,317.01,B class
1522,225,51,2006,no,3.92,571.83,B class
1523,1996,56,2000,Spanish,5.0,1230.37,A class
1524,544,51,2022,French,4.62,696.59,A class
1525,2999,38,2005,no,4.42,771.3,B class
1526,620,38,2005,Spanish,4.24,475.48,B class
1527,1225,49,2014,French,4.93,955.98,A class
1528,372,43,2012,no,4.5,766.52,A class
1529,723,37,2013,no,5.0,1167.6,A class
1530,578,43,2020,no,4.31,503.58,B class
1531,2432,46,2018,no,4.83,780.49,A class
1532,1148,32,2016,Arabic,4.57,838.23,A class
1533,2826,50,2023,no,4.08,530.91,B class
1534,2408,35,2011,no,4.35,720.14,B class
1535,715,33,2012,Mandarin,4.14,536.43,B class
1536,456,40,2015,no,4.47,694.94,A class
1537,591,25,2019,Spanish,4.68,1029.41,A class
1538,537,49,1999,no,4.9,962.9,A class
1539,888,55,2007,no,4.75,822.98,A class
1540,2812,65,2012,no,4.42,806.11,B class
1541,2701,34,2009,no,5.0,958.17,A class
1542,1714,46,2014,no,4.72,894.14,A class
1543,2126,44,2018,Mandarin,5.0,884.74,A class
1544,2206,55,2007,Spanish,5.0,1360.19,A class
1545,1541,50,2004,Mandarin,4.9,1007.81,A class
1546,1341,58,2007,no,4.61,777.7,A class
1547,432,60,2009,Russian,4.91,958.19,A class
1548,2583,26,2023,no,3.79,347.81,B class
1549,1454,37,2008,French,4.33,442.23,B class
1550,1980,51,2008,Mandarin,3.95,460.51,B class
1551,2274,46,2013,Spanish,4.49,670.35,B class
1552,2690,43,2017,no,4.21,383.79,B class
1553,1633,29,2014,Mandarin,4.01,408.12,B class
1554,2930,47,2014,Mandarin,4.46,720.18,A class
1555,430,55,2017,no,4.21,656.03,B class
1556,1710,22,2021,French,4.75,896.99,A class
1557,232,48,2011,no,5.0,1078.81,A class
1558,2810,63,2010,no,4.67,891.21,A class
1559,2694,47,2007,Spanish,4.08,649.32,B class
1560,2434,65,2014,French,4.84,1002.21,A class
1561,2824,37,2020,no,4.2,681.21,B class
1562,2948,21,2022,no,4.34,530.06,B class
1563,950,53,2000,no,4.32,636.26,B class
1564,814,31,2012,no,4.35,332.8,B class
1565,664,21,2022,no,4.53,819.93,B class
1566,2477,29,2016,no,4.53,856.03,A class
1567,2873,64,2005,French,4.81,1126.36,A class
1568,1886,57,2001,no,5.0,1042.51,A class
1569,271,33,2010,no,4.58,700.04,A class
1570,2738,49,2010,no,4.47,823.04,A class
1571,2421,36,2012,no,4.27,648.73,B class
1572,1100,29,2014,no,4.08,471.75,B class
1573,1222,67,2002,no,4.11,635.52,B class
1574,2454,59,2014,no,4.23,430.06,B class
1575,229,38,2005,no,3.38,0.0,B class
1576,1316,37,2006,Spanish,4.37,557.28,B class
1577,1108,59,2002,Arabic,5.0,970.18,A class
1578,636,42,2022,no,4.73,522.45,A class
1579,2097,38,2020,no,4.3,491.29,B class
1580,2111,39,2016,no,4.47,785.54,A class
1581,2766,42,2004,no,3.7,534.18,B class
1582,856,45,2022,Spanish,4.5,819.17,A class
1583,2122,22,2021,Spanish,4.82,1099.23,A class
1584,353,43,2023,no,4.44,651.79,B class
1585,2799,41,2019,no,3.58,280.58,B class
1586,1871,33,2010,no,4.59,895.43,B class
1587,262,37,2006,no,5.0,834.89,A class
1588,1770,40,2006,Portuguese,4.59,752.51,A class
1589,1467,38,2016,no,4.15,293.95,B class
1590,2217,63,2008,no,5.0,1327.11,A class
1591,2561,45,2004,no,4.09,332.11,B class
1592,300,44,2010,no,4.16,723.97,B class
1593,1840,33,2010,no,4.35,527.13,B class
1594,914,64,2009,no,3.84,562.08,B class
1595,2742,22,2021,no,3.95,609.15,B class
1596,102,46,2008,no,4.58,1023.55,A class
1597,16,28,2015,Spanish,5.0,963.81,A class
1598,2143,57,2003,no,4.52,710.66,B class
1599,2597,38,2011,no,4.09,368.58,B class
1600,255,34,2009,Arabic,4.82,714.93,A class
1601,1452,23,2020,no,4.49,943.33,A class
1602,2302,58,2005,Russian,4.69,707.23,A class
1603,2797,39,2011,Portuguese,4.82,849.82,A class
1604,697,33,2016,no,4.3,685.16,B class
1605,2616,60,2001,no,4.45,907.79,A class
1606,2792,21,2022,French,4.37,400.65,B class
1607,2397,43,2022,no,4.8,949.0,A class
1608,1579,28,2023,no,5.0,1083.3,A class
1609,1846,26,2021,Spanish,4.59,613.73,A class
1610,770,22,2021,no,4.29,581.66,B class
1611,2552,29,2020,Arabic,4.49,833.5,A class
1612,1758,65,2001,Mandarin,4.41,721.21,B class
1613,1044,41,2002,Arabic,4.88,924.54,A class
1614,2653,67,2019,Mandarin,4.79,619.77,A class
1615,1739,33,2010,Spanish,4.4,498.07,B class
1616,2146,56,2020,no,4.6,908.62,A class
1617,2912,25,2018,Russian,4.49,516.85,B class
1618,2005,26,2017,Portuguese,4.23,445.01,B class
1619,2828,21,2022,French,4.6,1038.68,A class
1620,1922,63,2013,French,4.65,806.29,A class
1621,1422,52,2003,Spanish,4.67,1065.36,A class
1622,1097,55,2000,no,4.46,807.42,A class
1623,1516,64,2020,Arabic,4.54,481.49,B class
1624,2732,36,2007,no,4.37,697.24,B class
1625,2008,54,2016,no,4.37,612.7,B class
1626,1797,44,2012,no,4.65,893.36,A class
1627,1637,46,2021,Spanish,4.83,769.8,A class
1628,1987,52,1999,Spanish,4.92,1284.47,A class
1629,1435,43,2004,no,4.61,648.75,A class
1630,1796,22,2021,no,4.54,879.2,A class
1631,2185,24,2019,no,3.99,382.76,B class
1632,1923,44,2002,no,5.0,1419.92,A class
1633,1054,47,2020,no,4.69,852.54,A class
1634,1118,55,2017,Mandarin,4.19,321.21,B class
1635,1994,47,2023,no,4.54,614.68,B class
1636,2677,29,2014,no,4.77,1006.01,A class
1637,2748,38,2011,no,4.28,764.54,B class
1638,522,41,2023,no,3.69,113.34,B class
1639,236,67,2007,Arabic,4.03,466.09,B class
1640,470,46,2023,no,4.47,949.83,A class
1641,1418,50,2004,no,3.74,331.32,B class
1642,2865,55,2006,Mandarin,4.29,460.35,B class
1643,1685,38,2005,no,4.48,972.14,A class
1644,1173,66,2021,French,4.27,449.38,B class
1645,2924,52,2002,Russian,4.04,517.76,B class
1646,2791,60,2010,Spanish,4.36,583.12,B class
1647,343,56,2002,Portuguese,4.06,604.58,B class
1648,810,50,2006,no,4.59,953.15,A class
1649,2535,22,2021,no,3.9,534.13,B class
1650,130,48,2023,no,4.11,477.44,B class
1651,688,27,2016,no,4.41,870.04,A class
1652,1342,49,2012,no,4.31,609.82,B class
1653,1947,53,2002,no,4.57,664.93,B class
1654,1483,46,2006,no,3.81,395.97,B class
1655,1940,35,2022,no,4.52,903.05,A class
1656,381,23,2020,Spanish,4.34,675.42,B class
1657,2406,52,2022,no,4.01,461.26,B class
1658,1612,53,2016,no,4.01,585.38,B class
1659,407,43,2018,no,4.73,812.43,B class
1660,405,54,1999,Mandarin,4.73,843.9,A class
1661,2889,57,2020,no,4.42,520.7,B class
1662,655,45,2002,Mandarin,5.0,1290.26,A class
1663,2088,23,2020,no,4.16,589.84,A class
1664,384,61,2007,no,4.31,490.86,A class
1665,743,42,2021,Russian,4.99,788.43,A class
1666,2451,52,2014,no,4.5,682.4,B class
1667,1119,63,2008,no,4.72,581.75,A class
1668,1557,38,2006,no,4.88,1024.02,A class
1669,2276,50,2002,no,3.85,573.0,B class
1670,2721,21,2022,no,4.15,554.08,B class
1671,724,62,2011,no,4.9,1184.95,A class
1672,47,23,2020,no,4.48,739.35,A class
1673,274,46,2017,Portuguese,4.28,726.83,B class
1674,1147,37,2006,no,3.8,162.1,B class
1675,2645,22,2021,no,3.67,0.0,B class
1676,982,42,2001,French,5.0,1290.17,A class
1677,1761,64,2013,no,4.56,956.46,A class
1678,1235,28,2015,Arabic,4.26,436.11,B class
1679,2754,34,2009,no,4.51,786.49,A class
1680,2806,29,2014,Spanish,3.98,335.7,B class
1681,2063,26,2018,Portuguese,4.22,506.9,B class
1682,646,31,2012,no,4.37,488.77,B class
1683,2508,47,2018,French,4.08,295.97,B class
1684,57,57,2004,Spanish,3.97,138.64,B class
1685,1145,53,2023,French,3.68,122.17,B class
1686,2411,57,2003,no,4.65,730.36,A class
1687,1992,54,2000,no,4.36,591.88,B class
1688,791,38,2023,no,4.62,789.39,A class
1689,1848,63,2008,Russian,4.87,1013.57,A class
1690,494,29,2022,no,4.26,501.15,B class
1691,304,53,2014,no,4.07,714.43,B class
1692,87,26,2017,Arabic,4.59,786.68,A class
1693,1314,56,2011,no,4.46,588.42,B class
1694,1473,25,2018,Spanish,4.72,912.04,A class
1695,1688,31,2012,no,4.96,1007.54,A class
1696,2543,39,2014,Spanish,5.0,1034.42,A class
1697,1251,53,2021,no,3.47,333.93,B class
1698,1752,23,2020,no,4.45,660.2,B class
1699,2037,33,2016,no,4.36,616.37,B class
1700,1798,36,2012,no,4.52,839.11,A class
1701,972,55,2021,no,3.72,101.02,B class
1702,1644,66,2016,no,3.71,350.25,B class
1703,2584,49,2010,Mandarin,5.0,906.59,A class
1704,1904,44,2001,no,4.47,705.02,B class
1705,2808,36,2015,no,4.03,681.86,B class
1706,23,59,2009,no,4.09,381.2,B class
1707,2728,26,2017,no,4.43,1076.24,A class
1708,2739,27,2016,Mandarin,4.14,557.12,B class
1709,2997,30,2016,no,4.39,609.4,A class
1710,2486,33,2022,Arabic,4.24,328.83,B class
1711,110,42,2001,Spanish,4.12,678.27,B class
1712,2976,65,2021,French,4.86,1018.72,A class
1713,2463,51,2018,Mandarin,4.41,685.66,A class
1714,2006,39,2020,no,4.45,521.96,B class
1715,2974,30,2013,Russian,4.3,635.99,B class
