driver_id,age,second_language,rating
2380,46,no,4.35
2381,65,no,4.62
2382,26,no,4.53
2383,22,Russian,4.75
2384,51,no,4.41
2385,23,Spanish,4.12
2386,57,Mandarin,3.7
2387,22,no,3.93
2388,66,no,3.95
2389,46,no,4.13
2390,65,Spanish,5.0
2391,26,Russian,4.79
2392,33,no,4.87
2393,42,Russian,4.21
2394,22,no,4.85
2395,25,no,4.74
2396,36,Arabic,4.45
2397,55,Arabic,4.77
2398,54,no,4.88
2399,25,Spanish,4.09
2400,23,Arabic,4.03
2401,51,Mandarin,4.22
2402,37,Spanish,3.63
2403,58,no,4.47
2404,35,no,4.11
2405,38,Spanish,4.15
2406,31,no,4.63
2407,33,no,3.88
2408,54,no,4.76
2409,43,no,4.61
2410,51,no,4.0
2411,24,no,4.24
2412,46,no,3.95
2413,42,no,4.36
2414,63,Arabic,4.56
2415,40,Spanish,4.67
2416,25,no,4.65
2417,53,no,4.19
2418,28,no,3.84
2419,63,Spanish,4.95
2420,39,Spanish,4.62
2421,57,Spanish,4.07
2422,51,Mandarin,4.83
2423,42,no,4.83
2424,48,no,4.74
2425,29,no,4.28
2426,24,no,3.76
2427,57,no,3.71
2428,66,Mandarin,4.31
2429,61,no,5.0
2430,35,Spanish,4.29
2431,37,no,4.36
2432,37,no,4.21
2433,54,Mandarin,4.28
2434,50,no,4.68
2435,58,no,4.1
2436,65,no,4.84
2437,39,Mandarin,4.24
2438,52,no,5.0
2439,44,Portuguese,3.98
2440,65,Russian,5.0
2441,37,French,4.84
2442,29,no,4.49
2443,38,Spanish,4.17
2444,50,no,3.93
2445,65,Arabic,4.25
2446,59,no,4.41
2447,21,no,3.93
2448,44,no,3.66
2449,28,French,5.0
2450,38,Arabic,4.63
2451,65,no,4.77
2452,67,no,4.1
2453,28,Mandarin,4.32
2454,27,French,4.18
2455,53,Mandarin,4.46
2456,40,no,4.59
2457,41,Spanish,4.98
2458,62,Arabic,4.68
2459,64,no,4.55
2460,63,no,4.52
2461,57,no,4.79
2462,67,no,4.3
2463,54,French,4.64
2464,62,no,4.46
2465,46,no,4.32
2466,23,no,3.99
2467,59,Arabic,4.51
2468,64,French,4.58
2469,35,no,4.66
2470,41,Mandarin,4.18
2471,47,no,4.69
2472,51,French,4.8
2473,52,Mandarin,5.0
2474,39,no,3.94
2475,61,Russian,4.51
2476,59,no,3.79
2477,65,Spanish,4.76
2478,48,no,3.76
2479,24,Mandarin,4.24
2480,60,no,4.51
2481,24,no,3.84
2482,30,no,4.11
2483,34,Russian,4.39
2484,29,no,4.64
2485,55,Spanish,4.14
2486,41,no,4.62
2487,31,French,4.12
2488,21,no,4.53
2489,31,Spanish,4.98
2490,53,Portuguese,3.63
2491,58,no,4.72
2492,34,no,4.4
2493,24,Arabic,4.66
2494,47,no,4.12
2495,57,no,4.73
2496,24,no,5.0
2497,58,French,4.77
2498,29,Portuguese,4.11
2499,33,Spanish,4.24
2500,50,Spanish,4.1
2501,23,no,4.76
2502,35,no,4.58
2503,27,no,4.07
2504,31,no,4.27
2505,57,no,4.51
2506,31,Spanish,4.7
2507,23,no,4.03
2508,31,no,4.68
2509,25,no,4.46
2510,50,no,4.03
2511,66,no,4.24
2512,28,no,4.73
2513,55,no,3.52
2514,38,no,4.01
2515,24,Mandarin,4.99
2516,53,Arabic,4.43
2517,30,Mandarin,4.28
2518,45,Spanish,4.67
2519,44,Arabic,4.8
2520,49,no,4.59
2521,27,Spanish,4.46
2522,32,no,4.3
2523,55,no,4.49
2524,64,no,4.17
2525,21,no,4.68
2526,40,French,5.0
2527,62,no,4.42
2528,34,Spanish,4.67
2529,42,Arabic,4.84
2530,63,no,5.0
2531,66,no,4.77
2532,51,no,3.81
2533,53,no,4.14
2534,49,Russian,4.65
2535,34,Mandarin,4.29
2536,62,Mandarin,5.0
2537,22,no,4.96
2538,23,Mandarin,3.94
2539,49,Mandarin,4.15
2540,60,no,4.14
2541,59,no,4.13
2542,52,no,4.12
2543,38,no,5.0
2544,37,Arabic,3.86
2545,41,Spanish,3.74
2546,33,no,3.82
2547,40,Portuguese,4.34
2548,25,no,4.25
2549,36,no,4.55
2550,65,Portuguese,4.48
2551,54,Arabic,3.86
2552,27,Spanish,4.08
2553,34,no,3.87
2554,33,Russian,3.9
2555,34,Mandarin,4.07
2556,53,Spanish,4.94
2557,63,no,3.97
2558,54,no,4.5
2559,43,French,4.57
2560,28,Arabic,5.0
2561,27,Spanish,4.64
2562,59,no,5.0
2563,52,Mandarin,4.25
2564,44,no,4.37
2565,48,no,4.35
2566,60,no,4.03
2567,59,no,4.54
2568,25,Mandarin,5.0
2569,39,no,4.08
2570,23,no,4.08
2571,39,Arabic,4.09
2572,50,Mandarin,3.91
2573,30,no,4.04
2574,28,no,4.14
2575,44,Mandarin,4.19
2576,45,no,4.39
2577,54,no,3.9
2578,21,no,4.27
2579,32,no,4.63
2580,57,Mandarin,3.96
2581,53,no,4.27
2582,63,no,4.46
2583,59,no,4.27
2584,60,no,4.68
2585,45,no,4.15
2586,66,Arabic,4.65
2587,40,no,4.36
2588,63,no,4.32
2589,39,no,5.0
2590,41,Mandarin,4.45
2591,53,no,4.21
2592,39,Portuguese,4.81
2593,27,Spanish,4.97
2594,63,no,4.03
2595,42,Spanish,4.68
2596,64,no,5.0
2597,39,Portuguese,4.2
2598,66,Portuguese,4.83
2599,49,no,4.83
2600,57,Spanish,4.17
2601,56,no,4.69
2602,30,no,4.41
2603,59,French,4.2
2604,65,Portuguese,3.92
2605,52,no,4.11
2606,65,Mandarin,4.9
2607,60,Mandarin,4.96
2608,52,no,4.7
2609,43,Spanish,4.62
2610,61,Spanish,4.7
2611,29,Mandarin,4.59
2612,47,Russian,4.6
2613,59,no,4.66
2614,65,no,3.88
2615,33,no,4.11
2616,25,no,3.88
2617,36,no,4.77
2618,61,Arabic,5.0
2619,45,no,3.5
2620,23,Spanish,4.88
2621,26,no,4.17
2622,36,no,4.72
2623,37,French,4.87
2624,27,Spanish,4.89
2625,44,no,4.51
2626,43,Portuguese,4.1
2627,30,no,4.42
2628,31,no,4.72
2629,52,no,4.44
2630,65,Spanish,4.2
2631,67,no,4.38
2632,47,French,4.16
2633,22,no,3.82
2634,63,no,4.54
2635,65,Arabic,4.51
2636,34,no,4.05
2637,39,no,3.87
2638,22,no,3.46
2639,58,no,4.44
2640,57,no,4.81
2641,21,no,3.94
2642,54,Spanish,4.74
2643,40,no,5.0
2644,46,no,4.91
2645,31,Spanish,4.54
2646,59,no,4.74
2647,40,Spanish,4.23
2648,60,Mandarin,3.96
2649,27,no,4.27
2650,48,no,4.37
2651,35,no,4.95
2652,66,no,4.35
2653,47,no,4.14
2654,54,Mandarin,4.22
2655,25,Spanish,4.21
2656,52,no,4.37
2657,25,Portuguese,4.05
2658,37,no,4.65
2659,31,Arabic,4.51
2660,21,French,4.42
2661,48,no,4.79
2662,32,no,4.8
2663,45,no,4.92
2664,56,Portuguese,3.97
2665,29,no,4.42
2666,54,Arabic,4.15
2667,34,no,4.5
2668,36,no,3.8
2669,48,Spanish,4.99
2670,50,no,4.67
2671,51,no,5.0
2672,30,Portuguese,5.0
2673,48,no,4.54
2674,33,Portuguese,4.33
2675,34,Russian,5.0
2676,65,no,4.21
2677,25,no,3.9
2678,40,no,4.9
2679,41,Spanish,4.62
2680,32,Russian,4.95
2681,57,Arabic,4.82
2682,43,Portuguese,4.6
2683,54,no,5.0
2684,39,no,4.24
2685,63,no,4.2
2686,55,Arabic,3.99
2687,36,no,3.74
2688,66,no,4.89
2689,61,no,4.22
2690,48,no,4.9
2691,21,no,4.19
2692,48,no,4.88
2693,53,Arabic,4.47
2694,38,French,4.33
2695,27,no,4.49
2696,47,French,4.89
2697,58,no,4.36
2698,36,French,4.34
2699,42,no,4.0
2700,21,Spanish,4.54
2701,54,no,4.41
2702,61,no,4.49
2703,57,Spanish,4.5
2704,41,Mandarin,4.26
2705,23,Mandarin,4.61
2706,44,no,4.83
2707,65,no,5.0
2708,24,Mandarin,4.88
2709,31,no,4.77
2710,60,no,4.03
2711,47,no,3.69
2712,29,no,4.6
2713,22,no,4.87
2714,40,no,4.74
2715,48,Spanish,5.0
2716,60,Spanish,3.83
2717,62,French,4.91
2718,42,Spanish,4.63
2719,40,no,3.87
2720,64,Portuguese,4.63
2721,57,Mandarin,4.43
2722,30,no,4.82
2723,53,no,4.65
2724,54,Spanish,4.8
2725,31,Spanish,4.03
2726,66,Spanish,4.46
2727,34,French,3.92
2728,46,Portuguese,4.98
2729,44,Portuguese,5.0
2730,53,Spanish,4.06
2731,63,Russian,4.6
2732,39,Portuguese,4.2
2733,39,no,4.05
2734,56,Spanish,4.78
2735,65,no,4.21
2736,63,no,4.82
2737,56,no,4.56
2738,54,no,4.76
2739,57,no,3.91
2740,64,no,4.83
2741,21,no,4.73
2742,48,Spanish,4.76
2743,22,Arabic,4.27
2744,48,Russian,3.84
2745,39,no,3.86
2746,35,no,4.19
2747,62,Arabic,4.45
2748,54,no,4.57
2749,47,Russian,5.0
2750,62,Mandarin,4.22
2751,25,no,4.45
2752,51,no,4.41
2753,28,no,4.08
2754,31,no,4.58
2755,29,no,4.91
2756,46,French,4.3
2757,50,Spanish,4.63
2758,56,no,4.79
2759,41,no,4.58
2760,65,no,3.94
2761,38,no,4.71
2762,28,Spanish,4.64
2763,22,Spanish,4.17
2764,26,French,4.46
2765,41,no,4.73
2766,40,no,4.77
2767,61,French,4.06
2768,26,Mandarin,4.6
2769,33,Mandarin,4.41
2770,67,no,4.31
2771,22,Arabic,4.3
2772,40,no,3.81
2773,30,no,3.66
2774,46,French,4.57
2775,66,no,5.0
2776,31,French,4.11
2777,38,no,3.98
2778,42,no,4.54
2779,58,no,4.37
2780,67,French,4.41
2781,25,French,4.14
2782,43,no,4.33
2783,56,no,4.16
2784,21,no,3.52
2785,58,no,3.94
2786,32,Mandarin,4.73
2787,45,no,4.87
2788,66,no,4.67
2789,50,no,4.74
2790,67,Spanish,3.47
2791,49,Spanish,4.12
2792,30,Spanish,4.85
2793,53,Spanish,5.0
2794,49,Russian,4.92
2795,35,no,3.98
2796,24,Arabic,3.98
2797,51,Spanish,4.2
2798,48,no,4.46
2799,57,French,5.0
2800,26,Spanish,4.44
2801,46,Spanish,4.52
2802,59,no,4.65
2803,62,no,4.32
2804,65,Arabic,4.53
2805,30,no,4.08
2806,29,no,3.79
2807,48,no,4.94
2808,42,no,4.13
2809,32,French,4.83
2810,25,Spanish,3.66
2811,27,Portuguese,4.13
2812,36,no,5.0
2813,55,no,4.33
2814,24,no,3.79
2815,25,no,4.32
2816,33,Mandarin,4.51
2817,62,no,4.34
2818,67,no,4.11
2819,41,Arabic,4.71
2820,23,Spanish,4.22
2821,21,no,5.0
2822,61,Mandarin,4.35
2823,41,no,4.26
2824,24,Arabic,4.17
2825,60,Spanish,5.0
2826,45,no,3.83
2827,37,no,4.61
2828,42,no,4.34
2829,31,Mandarin,3.89
2830,64,no,4.19
2831,58,Mandarin,4.63
2832,30,no,4.0
2833,55,no,4.6
2834,29,no,4.97
2835,42,no,4.47
2836,56,no,3.71
2837,22,Spanish,3.94
2838,55,Portuguese,4.14
2839,31,no,4.3
2840,53,Spanish,4.31
2841,44,no,4.48
2842,22,Mandarin,4.8
2843,56,no,4.35
2844,33,Spanish,3.91
2845,65,no,4.85
2846,60,no,4.95
2847,30,Spanish,4.56
2848,49,no,4.42
2849,38,no,4.26
2850,49,no,4.25
2851,47,Portuguese,3.69
2852,34,no,4.68
2853,51,no,4.76
2854,33,Arabic,5.0
2855,63,Spanish,4.51
2856,65,no,4.45
2857,28,Spanish,4.43
2858,55,no,4.54
2859,64,no,4.44
2860,26,no,4.29
2861,55,Mandarin,4.74
2862,65,French,4.8
2863,31,no,4.73
2864,48,no,3.93
2865,58,no,4.62
2866,36,no,4.19
2867,32,no,4.14
2868,39,Spanish,4.04
2869,36,no,4.61
2870,55,Portuguese,4.79
2871,38,no,4.38
2872,38,no,4.41
2873,65,no,4.72
2874,48,Spanish,4.93
2875,64,no,4.52
2876,54,no,3.95
2877,62,no,4.55
2878,30,Mandarin,4.92
2879,65,Portuguese,4.12
2880,65,no,4.64
2881,22,no,4.75
2882,37,no,3.7
2883,40,no,4.51
2884,40,Russian,4.61
2885,57,no,4.42
2886,53,Spanish,4.02
2887,31,Portuguese,4.08
2888,49,Spanish,4.61
2889,66,no,4.32
2890,41,Spanish,4.37
2891,64,no,4.58
2892,51,no,4.8
2893,64,Russian,4.04
2894,63,no,3.84
2895,21,no,4.68
2896,58,no,4.49
2897,29,no,4.0
2898,59,Spanish,4.22
2899,58,Mandarin,4.3
2900,33,Spanish,4.52
2901,24,no,4.43
2902,40,no,3.91
2903,35,no,4.11
2904,47,no,3.63
2905,24,French,4.93
2906,23,Spanish,4.36
2907,41,Arabic,4.73
2908,57,French,4.44
2909,35,no,4.6
2910,36,Spanish,4.45
2911,28,Mandarin,4.42
2912,34,Portuguese,4.26
2913,35,no,4.06
2914,33,Spanish,4.27
2915,37,no,4.35
2916,34,Mandarin,4.98
2917,52,Portuguese,4.91
2918,36,Portuguese,4.43
2919,56,no,4.27
2920,49,no,4.68
2921,51,Mandarin,4.72
2922,48,Spanish,4.43
2923,64,Arabic,4.42
2924,33,no,3.83
2925,67,French,3.58
2926,30,Spanish,4.27
2927,27,no,4.52
2928,59,no,4.35
2929,63,Mandarin,4.51
2930,25,no,4.19
2931,49,French,4.94
2932,45,Spanish,5.0
2933,31,no,4.62
2934,45,no,4.17
2935,53,Russian,4.63
2936,47,Mandarin,4.82
2937,45,French,4.42
2938,62,Mandarin,4.85
2939,31,Spanish,4.13
2940,50,Portuguese,5.0
2941,35,Spanish,4.19
2942,66,no,3.98
2943,32,no,4.2
2944,61,no,3.29
2945,50,Mandarin,4.15
2946,31,no,5.0
2947,56,Mandarin,4.21
2948,32,Portuguese,3.72
2949,33,no,4.62
2950,37,no,3.96
2951,53,Spanish,4.86
2952,39,no,4.17
2953,47,French,4.56
2954,46,no,4.13
2955,30,no,5.0
2956,31,Spanish,4.61
2957,35,no,4.24
2958,31,no,4.19
2959,64,no,4.23
2960,38,no,4.03
2961,40,Arabic,4.35
2962,52,no,5.0
2963,58,no,4.22
2964,53,no,3.69
2965,46,no,3.81
2966,66,no,4.76
2967,63,Mandarin,4.16
2968,30,no,4.25
2969,28,Spanish,4.88
2970,39,no,4.24
2971,60,no,4.94
2972,66,no,4.2
2973,54,Mandarin,4.89
2974,53,Portuguese,4.57
2975,31,no,4.49
2976,48,Portuguese,4.83
2977,29,no,4.5
2978,46,Spanish,4.36
2979,30,Mandarin,4.2
2980,24,no,4.81
2981,66,no,4.49
2982,62,no,4.25
2983,53,Mandarin,4.02
2984,50,no,4.58
2985,32,Arabic,4.29
2986,47,no,4.39
2987,56,Portuguese,4.36
2988,46,no,4.49
2989,34,Spanish,4.44
2990,39,no,4.91
2991,60,no,4.78
2992,32,no,4.42
2993,66,Spanish,4.81
2994,56,no,4.4
2995,62,Spanish,4.97
2996,44,Russian,5.0
2997,31,no,4.95
2998,22,no,4.9
2999,46,no,4.61
3000,39,no,5.0
