,driver_id,car_model,car_manufacture_year,days_since_inspection,age,experience,second_language,rating,net_worth_of_tips,number_of_rejected_rides,number_of_upvotes,number_of_complaints,number_of_incidents,driver_class
641,2930,1.0,2011,324,25.0,5,6.0,4.19,-0.09555,0,31,1,0,1
642,2540,6.0,2014,897,60.0,13,6.0,4.14,0.35128,4,13,0,0,1
643,1147,5.0,2022,681,63.0,3,6.0,4.63,0.58367,1,39,1,1,0
644,263,1.0,2012,391,57.0,8,6.0,3.87,-1.35657,5,18,4,3,1
645,2034,3.0,2010,475,45.0,24,5.0,4.27,0.18879,4,29,0,2,1
646,1486,1.0,2008,65,44.0,8,6.0,4.94,0.40408,3,34,2,0,0
647,2978,6.0,2017,776,46.0,13,5.0,4.36,-0.06449,1,16,0,0,0
648,1768,3.0,2018,823,63.0,16,6.0,4.75,1.64048,3,44,0,0,0
649,299,1.0,2011,488,33.0,4,5.0,4.25,-1.34257,3,26,1,2,1
650,2437,0.0,2014,650,39.0,16,2.0,4.24,0.45210,6,28,4,2,0
651,2159,1.0,2015,670,43.0,9,6.0,4.24,-0.15178,0,18,0,0,0
652,2968,2.0,2013,899,30.0,10,6.0,4.25,-0.96546,3,24,0,0,1
653,2999,0.0,2012,28,46.0,15,6.0,4.61,0.50871,1,28,1,0,0
654,513,0.0,2015,639,65.0,16,5.0,4.76,0.76428,2,50,2,0,0
655,38,4.0,2020,537,26.0,6,6.0,4.9,0.87229,0,38,0,1,0
656,2395,6.0,2006,170,25.0,5,6.0,4.74,0.62547,0,41,1,0,0
657,2169,6.0,2008,34,65.0,7,0.0,4.53,-0.44930,0,22,1,1,1
658,1654,1.0,2020,417,46.0,17,6.0,3.81,-1.13599,6,14,4,2,1
659,399,4.0,2011,460,44.0,14,3.0,4.53,0.38612,1,35,1,0,0
660,1421,6.0,2006,390,65.0,13,6.0,3.98,-1.08770,2,17,0,1,1
661,1091,1.0,2015,725,66.0,2,6.0,4.57,0.94232,2,18,2,0,0
662,1171,4.0,2008,412,33.0,13,6.0,4.78,0.53200,0,39,0,0,0
663,1413,2.0,2007,85,30.0,2,5.0,4.15,-0.40976,2,29,4,0,1
664,1277,5.0,2015,710,66.0,18,6.0,4.62,1.72723,1,59,1,0,0
665,1168,5.0,2018,252,63.0,14,5.0,4.66,1.11659,1,20,1,0,0
666,1204,0.0,2007,79,58.0,15,6.0,4.87,1.32799,0,39,0,0,0
667,396,3.0,2022,881,39.0,2,6.0,3.94,-0.66614,4,21,1,1,1
668,95,6.0,2021,230,56.0,15,1.0,4.4,0.23910,2,26,0,0,0
669,1166,5.0,2012,522,50.0,24,6.0,4.78,-0.61050,2,45,1,2,1
670,677,2.0,2019,6,64.0,12,6.0,4.7,-0.08432,2,20,1,1,0
671,2021,2.0,2014,291,35.0,5,6.0,4.96,0.30019,0,41,1,1,0
672,2634,3.0,2018,872,63.0,15,6.0,4.54,-0.18210,3,55,2,0,1
673,896,2.0,2018,399,27.0,0,1.0,3.57,-1.79313,3,11,3,1,1
674,1448,4.0,2021,617,48.0,11,6.0,3.56,-1.54584,6,19,3,1,1
675,1069,0.0,2015,386,29.0,9,6.0,4.3,0.11616,12,36,1,1,0
676,2630,3.0,2013,238,44.0,5,5.0,4.2,0.46843,2,41,0,0,0
677,998,3.0,2012,678,37.0,17,1.0,4.52,-0.25551,5,29,3,1,1
678,2338,1.0,2018,36,43.0,18,6.0,5.0,2.43188,4,45,0,0,0
679,197,3.0,2011,682,34.0,2,6.0,4.62,0.26333,1,11,0,0,0
680,408,3.0,2016,442,49.0,10,6.0,4.21,-0.31030,3,16,2,1,1
681,662,6.0,2011,749,66.0,14,6.0,4.21,0.48981,2,29,1,1,0
682,579,3.0,2016,717,44.0,3,6.0,3.49,-2.35890,0,10,2,4,1
683,972,6.0,2016,712,44.0,1,2.0,4.67,-0.13992,1,38,1,0,0
684,944,5.0,2022,765,61.0,4,0.0,4.42,0.48367,3,41,2,0,0
685,2289,6.0,2020,131,48.0,21,6.0,4.56,1.14715,0,37,1,0,0
686,318,1.0,2016,268,36.0,8,6.0,4.58,0.31916,3,19,1,1,1
687,2336,4.0,2019,158,48.0,8,6.0,4.26,0.26966,3,34,2,0,0
688,2904,3.0,2012,253,47.0,14,6.0,3.63,-1.39798,8,15,2,1,1
689,2527,1.0,2007,279,62.0,6,6.0,4.42,-0.90258,2,24,3,0,1
690,2531,5.0,2022,223,66.0,5,6.0,4.77,0.32880,0,35,1,0,0
691,1798,6.0,2018,135,58.0,5,6.0,4.62,0.88921,1,32,0,1,0
692,1282,0.0,2009,813,37.0,17,6.0,4.27,-0.40373,5,26,3,1,1
693,1037,4.0,2019,795,46.0,17,6.0,4.96,0.97202,3,30,1,1,0
694,545,1.0,2010,395,66.0,7,6.0,3.76,-1.78178,6,17,2,0,1
695,1396,3.0,2022,536,65.0,15,5.0,3.71,-1.71253,0,16,4,0,1
696,2685,0.0,2015,174,63.0,0,6.0,4.2,-1.41217,4,22,0,1,1
697,2564,1.0,2020,245,44.0,5,6.0,4.37,0.15722,3,20,1,2,1
698,547,2.0,2011,631,27.0,7,2.0,4.49,-1.01542,1,30,3,0,1
699,2778,6.0,2016,489,42.0,17,6.0,4.54,1.23965,2,24,0,1,0
700,1097,4.0,2006,648,44.0,18,5.0,4.55,0.19940,1,16,0,0,0
701,1193,5.0,2011,12,23.0,3,6.0,4.65,1.35027,2,41,0,1,0
702,2317,5.0,2020,463,42.0,8,6.0,4.33,-0.72482,5,30,0,1,1
703,2209,5.0,2021,251,67.0,4,1.0,4.53,-0.28623,1,23,0,1,1
704,2674,5.0,2011,211,33.0,13,3.0,4.33,0.59063,4,29,4,2,1
705,636,5.0,2021,127,49.0,4,1.0,4.85,0.15535,2,57,2,0,0
706,890,2.0,2011,615,35.0,15,1.0,4.26,0.60409,2,25,0,1,0
707,591,1.0,2012,537,50.0,2,6.0,3.79,-1.77758,2,15,0,1,1
708,963,1.0,2014,422,37.0,10,1.0,4.09,-1.28121,7,9,0,1,1
709,2225,2.0,2009,248,62.0,18,5.0,4.57,0.01818,1,37,2,1,0
710,2143,0.0,2010,555,48.0,8,6.0,4.59,0.68799,4,36,0,0,0
711,109,4.0,2015,842,39.0,18,6.0,4.83,0.71541,2,26,0,1,0
712,1403,6.0,2008,620,40.0,17,5.0,5.0,2.04388,0,75,0,0,0
713,893,5.0,2022,465,41.0,8,6.0,4.76,0.99252,0,62,1,1,0
714,1451,0.0,2017,298,59.0,21,3.0,5.0,0.99563,3,52,0,0,0
715,2339,3.0,2012,645,22.0,2,6.0,4.83,0.56439,1,55,1,0,0
716,2554,5.0,2014,276,33.0,0,4.0,3.9,-0.11157,5,27,4,0,1
717,2591,5.0,2007,618,53.0,23,6.0,4.21,0.26220,3,22,1,3,1
718,1158,1.0,2019,501,22.0,2,6.0,4.7,0.31838,4,31,0,0,0
719,713,5.0,2018,82,21.0,1,6.0,3.97,-0.77400,4,19,1,1,1
720,288,3.0,2011,770,50.0,20,4.0,4.52,1.04353,5,50,4,0,0
721,1011,5.0,2013,401,37.0,17,6.0,4.27,-1.17697,0,18,0,0,1
722,1006,5.0,2010,741,36.0,6,0.0,3.92,-1.73986,10,13,1,1,1
723,1618,0.0,2018,850,26.0,6,3.0,4.23,-0.94531,4,18,0,0,1
724,1684,5.0,2019,5,57.0,19,5.0,3.97,-2.13654,2,21,4,0,1
725,1579,4.0,2016,302,44.0,3,6.0,4.3,-0.76537,1,22,0,0,1
726,1219,4.0,2012,176,44.0,14,6.0,3.97,-0.35486,5,27,1,0,1
727,1587,2.0,2013,384,37.0,17,6.0,5.0,0.57061,0,40,0,1,0
728,2815,6.0,2020,99,25.0,2,6.0,4.32,-0.42368,2,26,3,1,0
729,2855,1.0,2015,62,63.0,21,5.0,4.51,-0.47333,4,35,2,1,1
730,796,4.0,2008,719,58.0,13,4.0,3.94,-0.03809,1,18,1,0,1
731,201,2.0,2019,729,25.0,5,0.0,3.81,-1.30839,3,4,1,1,1
732,2512,1.0,2010,661,28.0,8,6.0,4.73,1.65463,1,45,0,1,0
733,1459,1.0,2011,708,50.0,19,6.0,4.39,-0.36850,6,32,4,1,1
734,2706,0.0,2005,476,44.0,5,6.0,4.83,0.10247,3,42,1,0,0
735,1325,3.0,2018,876,55.0,5,0.0,4.22,-0.99905,6,15,2,0,1
736,1076,6.0,2022,42,45.0,18,6.0,4.69,-0.16181,2,35,1,0,0
737,526,2.0,2015,60,54.0,17,6.0,4.35,-0.54860,2,18,0,0,1
738,2042,0.0,2012,768,44.0,21,6.0,4.87,2.30225,2,52,1,0,0
739,2870,4.0,2020,811,55.0,18,3.0,4.79,0.88271,1,48,1,0,0
740,2119,1.0,2009,94,44.0,11,2.0,4.1,-0.40684,5,17,1,1,1
741,507,1.0,2019,686,51.0,10,6.0,4.23,0.00733,4,21,2,1,1
742,480,2.0,2011,665,36.0,8,6.0,3.95,-0.12518,3,19,1,4,1
743,688,0.0,2005,226,49.0,18,6.0,4.78,0.88178,1,42,0,1,0
744,1189,6.0,2021,622,43.0,0,6.0,4.54,0.27293,3,36,2,1,1
745,2690,0.0,2020,864,48.0,6,6.0,4.9,0.63010,3,22,1,1,0
746,397,2.0,2020,335,25.0,5,6.0,3.91,-1.21655,3,33,0,0,1
747,2186,4.0,2009,352,62.0,1,6.0,4.23,-0.77466,5,25,1,1,1
748,1366,4.0,2009,817,57.0,10,6.0,4.43,0.10683,1,29,0,2,0
749,1862,1.0,2015,130,59.0,21,5.0,5.0,1.40665,0,46,0,1,0
750,837,1.0,2016,183,61.0,8,2.0,4.51,0.83815,3,25,0,0,0
751,2264,6.0,2016,194,47.0,22,6.0,3.83,-1.26500,4,25,4,0,1
752,1264,1.0,2020,646,61.0,21,6.0,4.52,1.01612,3,32,0,0,0
753,603,3.0,2017,684,30.0,10,0.0,4.49,0.59767,2,40,1,1,1
754,241,2.0,2009,582,33.0,13,4.0,4.09,-1.04668,6,21,1,1,1
755,1940,2.0,2008,128,44.0,11,1.0,3.88,-1.57823,4,12,2,1,1
756,449,1.0,2017,207,44.0,17,1.0,4.23,-1.14688,3,16,1,1,1
757,843,1.0,2010,157,65.0,24,5.0,4.14,-0.95282,3,8,0,1,1
758,2442,2.0,2021,457,29.0,9,6.0,4.49,-0.68613,6,27,2,1,1
759,14,4.0,2020,6,23.0,3,6.0,3.98,-0.86934,7,16,1,0,1
760,2939,1.0,2018,619,31.0,0,5.0,4.13,-1.88027,6,18,3,1,1
761,985,0.0,2015,830,44.0,5,6.0,5.0,2.64398,2,63,0,1,0
762,2004,5.0,2014,725,44.0,18,5.0,4.41,-0.43791,3,22,0,1,1
763,2562,1.0,2011,426,44.0,5,6.0,5.0,-0.48884,1,37,0,0,0
764,1788,6.0,2013,232,21.0,0,6.0,4.27,-0.27472,2,20,0,0,1
765,377,3.0,2017,633,26.0,6,6.0,3.91,-0.81926,2,30,0,0,1
766,2660,5.0,2010,228,21.0,1,1.0,4.42,-0.67034,5,25,1,1,1
767,264,3.0,2006,625,50.0,22,5.0,4.3,-1.00220,0,23,3,0,1
768,616,2.0,2008,197,63.0,10,6.0,4.24,0.07934,0,26,0,0,0
769,504,0.0,2012,559,63.0,10,6.0,4.34,-1.03023,6,16,0,0,1
770,58,3.0,2017,294,50.0,15,5.0,4.43,-0.41088,2,36,0,0,0
771,2695,2.0,2008,689,27.0,7,6.0,4.49,0.12798,1,28,2,0,1
772,1197,6.0,2012,398,57.0,3,0.0,4.39,0.28502,4,35,3,0,1
773,2471,6.0,2019,347,47.0,1,6.0,4.69,0.23848,3,21,1,0,0
774,2654,5.0,2017,185,54.0,10,2.0,4.22,0.97786,4,29,7,0,0
775,233,6.0,2017,183,35.0,3,6.0,4.81,1.46003,0,27,1,1,0
776,2670,2.0,2016,17,50.0,3,6.0,4.67,0.41967,3,24,0,0,0
777,1676,3.0,2006,529,42.0,22,1.0,5.0,2.34082,2,66,0,0,0
778,1872,0.0,2010,805,36.0,15,6.0,4.14,-1.03875,5,16,2,0,1
779,1136,0.0,2017,897,61.0,19,3.0,4.79,0.66284,3,42,0,1,0
780,1583,4.0,2016,870,22.0,2,5.0,4.82,1.59841,2,48,1,0,0
781,1902,4.0,2018,450,21.0,1,1.0,4.22,-0.76599,4,17,2,0,1
782,2572,6.0,2016,391,50.0,16,2.0,3.91,-1.03793,6,19,2,0,1
783,2758,6.0,2009,467,56.0,15,6.0,4.79,0.16045,3,41,1,0,0
784,174,3.0,2007,176,48.0,3,6.0,4.33,0.08949,4,19,1,0,1
785,142,2.0,2006,763,24.0,4,0.0,4.2,0.10236,7,20,3,1,1
786,205,3.0,2020,264,51.0,9,3.0,5.0,2.87245,0,84,0,0,0
787,1992,1.0,2020,157,67.0,10,6.0,4.86,0.33829,0,35,1,0,0
788,1235,5.0,2007,657,44.0,6,6.0,4.41,0.08871,3,32,4,2,0
789,2326,5.0,2018,588,34.0,14,3.0,4.41,0.52325,1,31,1,0,0
790,1783,2.0,2021,49,46.0,8,6.0,4.42,0.38825,1,18,0,0,1
791,1490,3.0,2022,538,64.0,8,5.0,4.55,0.35707,2,33,0,0,0
792,1611,1.0,2011,38,44.0,3,0.0,4.49,0.56520,2,24,0,2,0
793,682,3.0,2010,316,45.0,20,1.0,4.13,-0.94182,4,15,2,0,1
794,858,6.0,2010,598,45.0,1,6.0,4.12,-0.83411,1,15,1,1,1
795,2166,0.0,2011,671,38.0,18,6.0,4.26,-1.23234,2,19,2,1,1
796,1437,3.0,2017,233,56.0,17,5.0,4.63,-0.07588,4,36,2,0,0
797,1839,6.0,2013,633,41.0,14,6.0,4.43,0.12806,7,13,2,1,1
798,2204,3.0,2011,270,53.0,21,1.0,4.74,0.97342,4,40,2,0,0
799,2076,3.0,2008,211,23.0,3,6.0,4.27,0.04629,2,40,2,0,0
800,790,4.0,2005,460,65.0,3,6.0,4.3,-0.79819,1,8,0,0,1
801,2569,3.0,2010,460,39.0,14,6.0,4.08,-0.38946,3,17,1,0,1
802,1415,0.0,2018,708,27.0,7,6.0,4.82,0.54479,4,28,1,0,0
803,1385,4.0,2017,613,66.0,1,6.0,4.99,1.15411,1,50,0,1,0
804,2649,6.0,2007,710,27.0,2,6.0,4.27,-0.10904,4,24,2,0,1
805,1184,6.0,2020,761,39.0,11,2.0,4.16,-0.00671,3,28,1,1,1
806,2022,5.0,2006,116,48.0,3,6.0,4.43,-0.25357,5,37,1,0,1
807,2286,0.0,2011,88,44.0,1,1.0,3.97,-0.59837,5,16,0,0,1
808,936,1.0,2006,71,67.0,24,6.0,4.82,1.16632,1,33,1,1,0
809,512,5.0,2015,890,54.0,19,6.0,4.94,0.30633,3,28,1,0,0
810,1262,5.0,2014,35,29.0,7,4.0,4.06,-1.39090,5,20,1,0,1
811,1585,3.0,2015,763,41.0,4,6.0,3.58,-1.58465,4,14,1,1,1
812,101,5.0,2017,564,49.0,0,5.0,4.49,0.02941,2,26,2,1,1
813,13,5.0,2007,847,57.0,24,6.0,4.65,0.54537,1,57,0,0,0
814,645,4.0,2011,284,26.0,6,0.0,5.0,1.50739,1,47,0,0,0
815,1550,0.0,2015,896,51.0,15,2.0,3.95,-0.88505,4,29,2,3,1
816,779,6.0,2008,330,32.0,11,2.0,4.05,-2.36337,3,28,3,2,1
817,2246,3.0,2016,874,36.0,16,1.0,5.0,2.15147,1,45,2,0,0
818,1268,2.0,2008,788,42.0,19,6.0,4.96,1.21266,2,37,0,0,0
819,1059,1.0,2018,440,46.0,9,1.0,4.37,0.19194,2,34,2,0,1
820,2222,4.0,2009,153,55.0,9,5.0,3.88,-1.49296,3,11,1,2,1
821,1399,1.0,2014,518,45.0,3,2.0,4.51,0.06491,3,26,0,0,0
822,1354,5.0,2011,574,57.0,9,5.0,4.36,0.33409,3,40,2,1,0
823,2613,4.0,2017,69,59.0,10,6.0,4.66,0.24175,4,33,2,1,0
824,855,0.0,2014,130,54.0,17,3.0,5.0,1.23214,2,35,0,1,0
825,21,5.0,2016,59,22.0,2,6.0,3.8,-2.50829,5,24,2,1,1
826,750,6.0,2013,241,40.0,20,6.0,4.47,-0.34576,5,21,1,2,1
827,1494,2.0,2013,350,44.0,7,3.0,4.79,1.40385,2,46,1,0,0
828,118,0.0,2007,11,21.0,1,5.0,3.96,-1.10426,8,27,2,0,1
829,2040,6.0,2013,485,41.0,0,6.0,4.14,-0.61039,6,19,2,0,1
830,2255,4.0,2021,618,53.0,2,2.0,4.25,0.40571,2,44,0,0,0
831,564,4.0,2013,281,46.0,9,6.0,4.43,-0.38530,1,47,2,0,1
832,1645,5.0,2022,373,52.0,21,4.0,4.04,-0.66245,2,18,1,2,1
833,1128,0.0,2009,397,44.0,19,6.0,4.59,-0.01149,0,21,1,0,0
834,491,2.0,2014,310,53.0,4,5.0,4.12,-0.00822,8,17,2,1,1
835,47,1.0,2022,668,48.0,21,6.0,4.54,0.24276,1,41,0,1,0
836,493,6.0,2008,598,40.0,5,2.0,4.03,-0.18374,5,24,0,1,1
837,1644,1.0,2014,893,66.0,2,1.0,4.27,-0.92832,2,24,2,1,1
838,2281,5.0,2010,479,49.0,18,6.0,3.92,-1.67174,4,18,3,1,1
839,2333,2.0,2013,667,53.0,10,3.0,4.96,1.30785,1,37,0,0,0
840,948,2.0,2008,404,30.0,10,4.0,4.57,0.23521,0,35,3,0,0
841,1906,6.0,2005,472,65.0,15,6.0,4.62,-1.32363,5,20,1,1,1
842,769,6.0,2005,863,21.0,1,6.0,4.21,0.26158,3,32,3,0,1
843,2951,6.0,2017,465,53.0,15,5.0,4.86,1.10512,1,46,0,1,0
844,2587,4.0,2005,577,40.0,15,6.0,4.36,0.67229,3,41,2,0,0
845,2248,1.0,2011,340,65.0,8,6.0,3.74,-1.10543,3,25,3,1,1
846,2158,3.0,2019,186,44.0,14,5.0,4.77,1.16593,0,21,2,0,0
847,960,1.0,2013,447,64.0,1,5.0,3.76,-1.34883,6,13,1,0,1
848,1976,5.0,2013,591,64.0,0,1.0,3.88,-2.02347,5,9,1,1,1
849,1217,0.0,2012,830,58.0,13,6.0,3.22,-1.47527,0,10,6,2,1
850,1748,5.0,2008,752,61.0,0,2.0,3.28,-2.49250,7,4,0,2,1
851,565,3.0,2006,316,61.0,1,3.0,4.54,0.68803,2,31,0,0,0
852,610,1.0,2017,292,23.0,3,6.0,4.68,0.63846,3,24,0,2,0
853,2501,4.0,2007,565,23.0,3,6.0,4.76,1.08206,1,33,1,0,0
854,1431,6.0,2013,760,64.0,2,6.0,4.77,0.47644,3,30,0,0,0
855,1233,0.0,2017,742,56.0,23,5.0,4.51,-0.12829,4,34,1,0,0
856,1562,5.0,2021,37,21.0,1,6.0,4.34,-0.61462,1,31,3,0,1
857,577,1.0,2008,642,60.0,19,4.0,4.06,-0.01771,5,13,2,0,1
858,627,4.0,2020,374,62.0,1,6.0,4.43,0.10543,4,28,0,0,0
859,1584,1.0,2006,115,43.0,0,6.0,4.44,-0.14132,4,32,0,1,1
860,1377,4.0,2018,843,24.0,0,5.0,4.18,-0.10776,4,29,2,0,1
861,1588,2.0,2005,877,40.0,17,3.0,4.59,0.25030,3,39,0,1,0
862,2319,5.0,2007,307,52.0,17,4.0,3.83,-1.38713,5,18,1,3,1
863,1534,3.0,2019,553,35.0,12,6.0,4.35,0.12444,3,37,2,0,1
864,1880,0.0,2018,158,40.0,20,6.0,5.0,2.18428,0,56,0,0,0
865,2949,6.0,2021,509,33.0,13,6.0,4.62,0.67746,1,26,0,0,0
866,756,2.0,2014,731,33.0,13,6.0,4.21,0.30750,5,30,1,0,1
867,2451,2.0,2015,139,65.0,16,6.0,4.77,-0.02689,0,35,3,0,0
868,1532,0.0,2020,401,32.0,7,0.0,4.57,0.58360,2,44,4,1,0
869,2747,5.0,2007,59,62.0,4,0.0,4.45,-0.11270,2,20,2,1,1
870,640,1.0,2020,90,62.0,17,6.0,4.53,-0.22441,2,21,2,0,0
871,2445,6.0,2015,748,65.0,17,0.0,4.25,-1.28020,2,25,4,1,1
872,44,4.0,2018,94,28.0,8,5.0,4.21,-0.30971,1,19,2,0,1
873,8,5.0,2018,611,47.0,15,2.0,3.97,-0.80678,4,21,4,1,1
874,2617,6.0,2020,383,36.0,10,6.0,4.77,1.12020,2,32,0,0,0
875,739,6.0,2009,498,22.0,2,6.0,4.13,0.30656,4,38,3,1,1
876,33,3.0,2015,428,35.0,3,6.0,4.68,-0.87793,1,35,1,1,0
877,471,6.0,2018,732,49.0,5,6.0,4.37,-0.13451,7,15,3,1,1
878,472,2.0,2019,790,56.0,7,6.0,4.79,1.63053,2,59,0,0,0
879,422,3.0,2017,292,26.0,6,6.0,4.26,0.87474,1,31,0,1,0
880,1691,4.0,2009,539,53.0,9,6.0,4.07,0.10224,0,22,2,0,1
881,2235,5.0,2016,460,62.0,2,6.0,3.66,-1.22196,1,21,3,1,1
882,2711,2.0,2009,280,47.0,4,6.0,3.69,-1.49802,8,12,3,0,1
883,1478,6.0,2009,867,44.0,8,6.0,3.84,-1.21438,4,27,2,1,1
884,2197,2.0,2015,641,64.0,1,1.0,4.73,-0.09921,0,31,4,0,0
885,2698,5.0,2012,35,36.0,12,1.0,4.34,0.03365,0,26,2,0,1
886,2662,3.0,2007,630,32.0,12,6.0,4.8,0.31722,4,40,1,0,0
887,2631,2.0,2011,623,67.0,11,6.0,4.38,0.51357,1,44,0,1,1
888,1715,4.0,2006,698,30.0,10,4.0,4.3,-0.20275,2,29,1,0,1
889,2844,1.0,2006,549,33.0,12,5.0,3.91,-1.28806,4,20,3,1,1
890,465,4.0,2007,856,23.0,3,5.0,4.46,0.41765,2,32,1,0,1
891,1334,0.0,2010,447,28.0,3,6.0,4.75,1.06328,3,26,2,1,0
892,2411,1.0,2010,237,24.0,4,6.0,4.24,0.73504,5,36,1,0,1
893,1956,6.0,2020,243,51.0,16,2.0,4.27,-0.02199,2,24,1,0,1
894,668,4.0,2007,260,22.0,2,5.0,4.34,-0.42154,5,24,1,1,1
895,10,4.0,2010,48,43.0,20,6.0,4.64,0.14594,2,32,0,0,0
896,2238,0.0,2020,28,43.0,14,2.0,4.7,0.92902,2,31,0,0,0
897,1722,0.0,2022,324,35.0,1,5.0,4.22,-0.89209,5,23,1,0,1
898,1731,4.0,2009,10,35.0,11,2.0,4.69,-0.02825,3,21,0,2,1
899,2645,5.0,2007,801,31.0,11,5.0,4.54,0.36920,4,19,0,1,0
900,1284,1.0,2009,555,66.0,18,5.0,4.84,1.16779,3,22,0,0,0
901,1889,4.0,2019,397,38.0,5,0.0,4.23,-0.73018,5,20,2,0,1
902,1455,0.0,2021,624,55.0,6,6.0,4.84,1.07343,2,34,2,0,0
903,1524,2.0,2018,535,51.0,1,1.0,4.62,0.03287,3,33,0,0,0
904,1697,2.0,2012,307,53.0,2,6.0,3.47,-1.37721,5,9,1,1,1
905,1294,4.0,2009,419,62.0,13,6.0,5.0,0.74433,2,49,1,0,0
906,1423,1.0,2021,139,42.0,14,6.0,4.7,-0.91763,2,41,1,0,0
907,1443,6.0,2005,3,21.0,1,6.0,3.75,-1.80316,3,15,2,1,1
908,2692,6.0,2017,137,48.0,13,6.0,4.88,0.58084,4,27,0,1,0
909,2469,1.0,2005,253,35.0,10,6.0,4.66,-0.52648,3,27,3,0,1
910,1114,6.0,2019,466,34.0,14,3.0,4.15,-0.84640,5,28,3,1,1
911,1652,6.0,2012,324,49.0,11,6.0,4.31,-0.30450,3,36,3,0,1
912,433,6.0,2006,726,57.0,15,6.0,4.37,-1.21204,2,11,0,0,1
913,787,5.0,2014,614,39.0,7,5.0,4.22,0.13782,7,17,1,1,1
914,1152,5.0,2006,364,62.0,14,6.0,4.85,0.14155,3,25,0,0,0
915,125,2.0,2019,382,25.0,5,2.0,4.56,0.80822,0,37,1,0,0
916,66,3.0,2016,401,60.0,14,3.0,4.28,0.01608,3,30,1,0,1
917,2254,4.0,2012,116,48.0,14,6.0,4.71,0.59503,2,44,0,0,0
918,1194,0.0,2008,239,25.0,3,6.0,4.12,-0.62746,4,21,2,0,1
919,1821,2.0,2012,34,65.0,20,6.0,4.32,0.53223,3,31,2,0,0
920,1822,5.0,2007,613,62.0,14,6.0,4.22,-0.51128,4,27,2,2,1
921,2346,1.0,2010,676,32.0,12,6.0,4.65,0.14917,2,38,2,0,0
922,2544,6.0,2007,889,37.0,5,0.0,3.86,-0.75542,3,28,2,1,1
923,781,4.0,2013,811,39.0,5,0.0,4.1,-0.95161,7,23,1,3,1
924,2031,5.0,2011,825,66.0,11,0.0,3.81,-2.16927,4,8,4,1,1
925,130,3.0,2007,141,53.0,1,4.0,4.27,-0.07654,3,24,1,1,1
926,1180,5.0,2012,491,44.0,16,6.0,4.44,-0.50078,6,13,4,0,1
927,2068,2.0,2012,77,57.0,19,5.0,3.97,-1.66925,5,25,5,3,1
928,1445,5.0,2007,470,56.0,1,1.0,3.95,-0.36644,4,17,2,1,1
929,1359,3.0,2021,739,40.0,0,6.0,4.81,1.33024,0,26,2,0,0
930,2937,0.0,2009,321,45.0,12,1.0,4.42,0.19279,3,34,2,0,0
931,2677,3.0,2014,695,44.0,5,6.0,3.9,-1.05329,4,13,3,0,1
932,1865,1.0,2019,887,44.0,3,5.0,4.25,-0.55510,2,22,0,0,1
933,2906,4.0,2022,558,23.0,3,5.0,4.36,-0.53188,3,30,0,1,1
934,1924,6.0,2019,297,23.0,3,6.0,3.72,-2.23701,4,8,2,0,1
935,1574,5.0,2019,543,59.0,9,6.0,4.23,-1.00344,5,29,2,0,1
936,1079,6.0,2016,630,45.0,16,1.0,4.72,0.55805,1,44,2,1,0
937,2330,4.0,2019,360,54.0,0,6.0,4.21,-1.10143,1,26,1,0,1
938,238,0.0,2009,793,38.0,11,5.0,4.38,-0.44195,5,17,1,3,1
939,962,0.0,2019,69,40.0,16,6.0,4.33,-0.09757,4,25,1,1,1
940,1223,6.0,2007,856,51.0,11,6.0,4.17,-0.63935,7,38,1,1,1
941,1882,3.0,2011,719,23.0,3,6.0,4.3,0.29855,2,31,1,0,1
942,1527,1.0,2019,466,49.0,9,1.0,4.93,1.04143,1,46,3,0,0
943,1970,6.0,2022,757,45.0,7,6.0,4.26,0.20870,4,17,1,1,1
944,1707,6.0,2006,880,26.0,6,6.0,4.43,1.50902,1,24,0,1,0
945,763,5.0,2010,798,44.0,16,6.0,4.08,-1.01060,4,29,2,1,1
946,370,0.0,2011,611,47.0,2,1.0,4.06,-0.88618,4,26,1,1,1
947,523,1.0,2022,891,60.0,3,6.0,4.78,0.93964,1,26,1,0,0
948,2067,2.0,2021,105,56.0,0,6.0,4.43,0.16076,1,24,0,1,1
949,76,5.0,2017,421,40.0,8,0.0,4.54,-0.85410,4,14,2,0,1
950,2885,3.0,2014,15,57.0,0,6.0,4.42,-1.58609,4,23,3,1,1
951,55,0.0,2017,107,62.0,18,5.0,3.9,-0.91829,5,24,2,2,1
952,267,3.0,2016,24,26.0,6,4.0,4.37,-0.03952,3,24,1,0,0
953,1626,4.0,2014,784,44.0,11,6.0,4.65,0.79795,3,29,0,1,0
954,1779,6.0,2006,551,21.0,1,6.0,4.4,1.32772,2,30,0,1,0
955,2183,6.0,2021,285,42.0,16,1.0,4.49,-0.46454,3,30,0,0,1
956,2881,2.0,2014,778,22.0,2,6.0,4.75,0.58877,0,35,2,1,0
957,2085,1.0,2011,716,38.0,0,6.0,4.84,0.93217,0,38,0,0,0
958,921,6.0,2014,164,47.0,24,6.0,3.96,-0.63204,3,22,1,1,1
959,383,4.0,2018,659,65.0,5,4.0,4.38,-0.36213,2,39,3,1,1
960,2972,4.0,2019,31,66.0,6,6.0,4.2,-1.34902,6,14,2,1,1
961,2879,4.0,2019,524,65.0,18,3.0,4.12,-0.98101,4,25,1,1,1
962,2484,0.0,2008,644,29.0,3,6.0,4.64,0.63193,2,55,1,0,0
